step,t,solve_ms,mx,my,myaw_deg,v,min_dist,ref_x,ref_y,steer_rad,accel_cmd,throttle,brake,z,vz,step_ms
192,46.935,16.9282,21.265,1.509,10.39,2.236,0.146,21.387,1.428,0.1535,0.0201,0.028,0.000,0.198,0.002,100.056
193,47.234,16.1318,21.374,1.539,10.76,2.253,0.112,21.387,1.428,0.1650,-0.0460,0.022,0.000,0.198,0.019,100.028
194,47.436,18.8941,21.483,1.570,11.13,2.261,0.088,21.528,1.495,0.1551,-0.0927,0.018,0.000,0.198,0.035,50.143
195,47.734,16.0067,21.592,1.603,11.52,2.256,0.087,21.670,1.564,0.1621,-0.0190,0.024,0.000,0.198,0.034,99.606
196,47.935,16.0279,21.699,1.637,11.92,2.245,0.078,21.670,1.564,0.1342,0.0817,0.033,0.000,0.198,0.025,50.168
197,48.184,16.3342,21.807,1.671,12.31,2.239,0.036,21.810,1.635,0.1442,0.0527,0.031,0.000,0.198,0.016,50.236
198,48.385,16.5979,21.914,1.704,12.68,2.250,0.035,21.949,1.707,0.1699,-0.0139,0.025,0.000,0.198,-0.003,50.108
199,48.634,16.3248,22.022,1.739,13.03,2.256,0.078,22.088,1.780,0.1556,-0.1495,0.013,0.000,0.198,-0.013,50.104
200,48.885,28.5911,22.129,1.775,13.39,2.253,0.041,22.088,1.780,0.1574,0.2028,0.044,0.000,0.198,-0.019,100.271
201,49.134,16.5603,22.236,1.811,13.79,2.242,0.045,22.226,1.855,0.1728,-0.1662,0.011,0.000,0.198,-0.022,50.274
202,49.335,20.5733,22.342,1.848,14.18,2.244,0.086,22.364,1.932,0.1740,-0.2641,0.002,0.000,0.198,-0.024,50.142
203,49.585,15.3532,22.448,1.887,14.57,2.221,0.095,22.364,1.932,0.1745,0.0248,0.028,0.000,0.197,-0.024,50.282
204,49.784,15.0064,22.552,1.926,14.99,2.192,0.098,22.500,2.010,0.1634,-0.0218,0.024,0.000,0.197,-0.009,50.121
205,50.085,17.7900,22.654,1.966,15.43,2.189,0.124,22.636,2.089,0.1495,-0.1298,0.014,0.000,0.197,0.010,100.288
206,50.284,17.9203,22.757,2.006,15.85,2.190,0.147,22.636,2.089,0.1778,-0.0191,0.024,0.000,0.197,0.031,49.917
207,50.534,15.6586,22.858,2.046,16.22,2.170,0.152,22.770,2.170,0.1767,-0.1468,0.012,0.000,0.197,0.021,50.303
208,50.735,15.1703,22.959,2.087,16.57,2.152,0.174,22.904,2.252,0.1710,0.1037,0.034,0.000,0.197,0.002,50.205
209,50.985,20.2933,23.059,2.128,16.95,2.144,0.198,22.904,2.252,0.2053,-0.0646,0.019,0.000,0.197,-0.016,50.232
210,51.235,16.2229,23.158,2.170,17.36,2.152,0.205,23.037,2.335,0.1622,0.0201,0.027,0.000,0.197,-0.017,100.221
211,51.485,14.5281,23.258,2.213,17.80,2.155,0.225,23.170,2.420,0.1674,-0.2235,0.005,0.000,0.197,-0.004,50.417
212,51.734,16.8120,23.356,2.257,18.21,2.139,0.248,23.170,2.420,0.1436,-0.1871,0.008,0.000,0.197,0.003,99.999
213,51.984,16.4056,23.454,2.301,18.60,2.114,0.256,23.301,2.506,0.1536,0.1257,0.036,0.000,0.197,0.008,50.216
214,52.185,16.6796,23.550,2.344,18.96,2.096,0.277,23.431,2.594,0.1784,0.1666,0.040,0.000,0.197,0.003,50.169
215,52.434,18.3895,23.646,2.387,19.30,2.116,0.298,23.431,2.594,0.1768,-0.0625,0.019,0.000,0.198,0.005,50.194
216,52.685,15.1531,23.743,2.432,19.65,2.135,0.310,23.561,2.683,0.2054,-0.1529,0.011,0.000,0.197,-0.005,100.177
217,52.935,16.4993,23.840,2.479,20.05,2.120,0.331,23.689,2.773,0.1855,0.1116,0.035,0.000,0.197,-0.003,50.247
218,53.134,16.3025,23.935,2.526,20.48,2.104,0.348,23.689,2.773,0.1793,0.0966,0.033,0.000,0.197,-0.018,50.253
219,53.384,17.2258,24.030,2.574,20.93,2.116,0.360,23.817,2.865,0.1731,-0.1129,0.015,0.000,0.197,-0.003,50.246
220,53.584,18.7090,24.125,2.624,21.36,2.135,0.380,23.943,2.958,0.1941,-0.2495,0.003,0.000,0.197,0.005,50.052
221,53.885,21.3248,24.219,2.673,21.77,2.109,0.396,23.943,2.958,0.1831,0.0268,0.027,0.000,0.197,-0.002,99.943
222,54.135,20.0500,24.312,2.723,22.17,2.078,0.409,24.069,3.052,0.2081,-0.0950,0.016,0.000,0.197,-0.001,100.150
223,54.435,20.3588,24.404,2.774,22.58,2.082,0.429,24.194,3.148,0.2071,-0.1608,0.010,0.000,0.197,-0.007,99.993
224,54.684,16.7799,24.495,2.825,23.02,2.071,0.442,24.194,3.148,0.2089,-0.1010,0.015,0.000,0.197,0.003,100.140
225,54.985,18.8167,24.584,2.877,23.47,2.047,0.455,24.317,3.245,0.1719,0.0794,0.031,0.000,0.196,-0.005,100.262
226,55.234,22.7451,24.673,2.929,23.95,2.042,0.475,24.440,3.343,0.1709,-0.0997,0.015,0.000,0.196,-0.005,100.129
227,55.534,28.5560,24.761,2.982,24.40,2.044,0.483,24.440,3.343,0.1853,0.1119,0.034,0.000,0.196,-0.011,100.043
228,55.785,16.9441,24.850,3.034,24.80,2.047,0.499,24.561,3.442,0.1949,0.0733,0.031,0.000,0.197,0.000,100.098
229,56.085,21.6903,24.938,3.088,25.17,2.045,0.517,24.561,3.442,0.1884,-0.1139,0.014,0.000,0.197,-0.004,99.949
230,56.335,16.7122,25.026,3.142,25.57,2.052,0.528,24.682,3.543,0.1898,0.1674,0.039,0.000,0.197,0.021,100.143
231,56.634,21.7658,25.113,3.197,26.02,2.054,0.546,24.801,3.645,0.1908,-0.3253,0.000,0.004,0.197,0.012,100.086
232,56.884,22.8616,25.200,3.253,26.47,2.056,0.559,24.801,3.645,0.1913,-0.1267,0.013,0.000,0.197,0.006,100.019
233,57.134,17.3091,25.286,3.310,26.89,2.042,0.572,24.920,3.748,0.2033,-0.0971,0.015,0.000,0.197,-0.016,50.121
234,57.385,24.2068,25.371,3.366,27.31,2.026,0.590,25.037,3.853,0.1974,0.0702,0.030,0.000,0.197,-0.023,100.143
235,57.684,23.4476,25.455,3.424,27.74,2.021,0.599,25.037,3.853,0.1897,-0.2236,0.004,0.000,0.197,-0.016,100.658
236,57.935,19.4231,25.539,3.482,28.19,2.023,0.613,25.153,3.959,0.1721,-0.0940,0.015,0.000,0.197,0.021,100.269
237,58.234,14.7439,25.622,3.540,28.63,2.010,0.629,25.153,3.959,0.2050,0.0487,0.028,0.000,0.197,0.032,100.056
238,58.484,26.4489,25.705,3.598,29.03,2.002,0.640,25.268,4.065,0.1760,-0.0523,0.019,0.000,0.197,0.007,99.870
239,58.784,13.7786,25.787,3.657,29.42,2.009,0.657,25.382,4.174,0.1935,-0.1620,0.009,0.000,0.197,-0.019,100.140
240,59.034,15.6669,25.869,3.716,29.82,2.009,0.668,25.382,4.174,0.2204,0.1492,0.036,0.000,0.197,-0.015,100.089
241,59.335,27.1259,25.950,3.775,30.22,1.995,0.682,25.495,4.283,0.2050,0.0587,0.029,0.000,0.197,-0.011,100.200
242,59.585,25.2877,26.031,3.836,30.64,2.005,0.698,25.495,4.283,0.2322,-0.0128,0.022,0.000,0.197,0.013,100.114
243,59.885,17.6268,26.111,3.898,31.10,2.024,0.707,25.607,4.393,0.1712,-0.0705,0.017,0.000,0.196,0.016,99.988
244,60.085,30.0471,26.191,3.962,31.58,2.024,0.721,25.717,4.505,0.1575,0.0827,0.031,0.000,0.196,-0.005,49.973
245,60.385,15.4933,26.270,4.025,32.05,2.013,0.732,25.717,4.505,0.1883,0.0191,0.025,0.000,0.197,-0.000,99.991
246,60.634,16.0886,26.349,4.088,32.44,2.020,0.744,25.826,4.618,0.1921,-0.2142,0.004,0.000,0.198,-0.020,100.075
247,60.935,14.4784,26.428,4.152,32.80,2.011,0.761,25.826,4.618,0.2379,0.1195,0.034,0.000,0.198,-0.002,100.028
248,61.135,28.1856,26.506,4.216,33.19,2.002,0.770,25.935,4.732,0.1931,-0.0323,0.020,0.000,0.197,0.018,50.224
249,61.385,15.7257,26.584,4.281,33.63,2.014,0.784,26.041,4.847,0.2083,-0.0495,0.019,0.000,0.197,0.008,50.218
250,61.635,19.7343,26.661,4.347,34.09,2.012,0.796,26.041,4.847,0.1942,-0.0441,0.019,0.000,0.196,-0.024,100.043
251,61.934,22.1251,26.737,4.413,34.54,2.006,0.806,26.147,4.963,0.1963,-0.3218,0.000,0.005,0.196,-0.025,100.070
252,62.185,22.8318,26.812,4.480,34.97,1.993,0.821,26.252,5.080,0.1940,-0.2077,0.004,0.000,0.197,-0.014,100.097
253,62.485,31.0421,26.887,4.547,35.40,1.980,0.829,26.252,5.080,0.2021,-0.1035,0.013,0.000,0.197,0.014,100.113
254,62.685,18.4283,26.960,4.614,35.83,1.979,0.841,26.355,5.199,0.2190,0.0222,0.024,0.000,0.197,0.026,50.267
255,62.985,31.0623,27.033,4.682,36.27,1.977,0.852,26.355,5.199,0.2365,0.0636,0.028,0.000,0.196,0.004,100.182
256,63.235,16.3994,27.106,4.751,36.72,1.983,0.862,26.457,5.318,0.2116,-0.0530,0.018,0.000,0.196,-0.024,100.230
257,63.535,18.5020,27.177,4.821,37.20,1.986,0.875,26.558,5.439,0.2008,-0.1964,0.005,0.000,0.196,-0.024,99.877
258,63.735,26.6480,27.248,4.892,37.68,1.980,0.880,26.558,5.439,0.1951,-0.1716,0.007,0.000,0.197,0.008,50.479
259,63.984,20.8760,27.318,4.962,38.14,1.973,0.891,26.657,5.560,0.1890,0.0794,0.029,0.000,0.197,0.037,50.045
260,64.235,26.7025,27.388,5.033,38.56,1.976,0.902,26.657,5.560,0.2127,0.0535,0.027,0.000,0.197,0.021,100.130
261,64.485,16.2208,27.458,5.104,38.98,1.982,0.911,26.755,5.683,0.2226,-0.0371,0.019,0.000,0.197,-0.014,50.288
262,64.735,25.4651,27.528,5.175,39.40,1.989,0.924,26.755,5.683,0.2190,-0.0111,0.021,0.000,0.197,-0.032,100.133
263,65.034,14.8490,27.596,5.248,39.86,1.994,0.930,26.852,5.806,0.1876,0.1149,0.032,0.000,0.197,-0.013,100.114
264,65.284,16.2369,27.664,5.322,40.35,2.002,0.940,26.948,5.931,0.1916,-0.0024,0.022,0.000,0.197,0.022,100.101
265,65.535,16.2330,27.732,5.397,40.82,2.006,0.949,26.948,5.931,0.2050,0.2059,0.041,0.000,0.197,0.031,50.273
266,65.735,25.6314,27.800,5.472,41.25,2.014,0.957,27.042,6.057,0.1980,-0.1518,0.009,0.000,0.197,0.012,50.262
267,66.035,20.5874,27.868,5.548,41.67,2.026,0.970,27.135,6.183,0.2063,0.0772,0.029,0.000,0.197,-0.028,100.003
268,66.284,17.4623,27.935,5.624,42.11,2.024,0.976,27.135,6.183,0.2099,-0.0167,0.021,0.000,0.197,-0.027,100.328
269,66.585,21.3487,28.002,5.702,42.57,2.021,0.985,27.227,6.311,0.1974,0.0442,0.026,0.000,0.197,-0.013,100.557
270,66.834,24.2017,28.067,5.780,43.04,2.018,0.994,27.227,6.311,0.2376,0.1015,0.031,0.000,0.197,0.022,100.260
271,67.135,18.3971,28.132,5.858,43.50,2.025,1.001,27.317,6.439,0.2290,0.0183,0.024,0.000,0.197,0.021,99.904
272,67.385,16.6311,28.197,5.937,43.96,2.031,1.012,27.406,6.569,0.1967,0.1764,0.038,0.000,0.196,0.007,99.911
273,67.684,27.3303,28.260,6.018,44.44,2.032,1.017,27.406,6.569,0.2157,0.0509,0.027,0.000,0.196,-0.030,99.954
274,67.934,19.9817,28.324,6.099,44.92,2.057,1.025,27.494,6.699,0.2159,-0.0596,0.018,0.000,0.197,-0.021,100.108
275,68.234,17.0919,28.388,6.180,45.39,2.067,1.034,27.494,6.699,0.2243,-0.0252,0.021,0.000,0.197,-0.001,99.881
276,68.435,25.9071,28.450,6.263,45.86,2.044,1.039,27.580,6.830,0.2171,0.0165,0.024,0.000,0.197,0.023,50.242
277,68.734,15.0990,28.511,6.347,46.36,2.038,1.047,27.665,6.963,0.2268,-0.0106,0.022,0.000,0.197,0.014,100.041
278,68.984,19.9568,28.571,6.430,46.87,2.040,1.051,27.665,6.963,0.2077,-0.2714,0.000,0.001,0.196,0.007,100.085
279,69.284,19.3671,28.631,6.514,47.38,2.037,1.057,27.748,7.096,0.2090,-0.1177,0.012,0.000,0.196,-0.005,100.270
280,69.535,18.6850,28.689,6.597,47.86,2.024,1.065,27.748,7.096,0.2117,-0.1258,0.011,0.000,0.196,-0.021,100.391
281,69.834,15.5516,28.747,6.681,48.33,2.013,1.068,27.830,7.230,0.2154,0.0181,0.024,0.000,0.197,-0.017,100.065
282,70.085,19.9542,28.804,6.765,48.79,2.009,1.076,27.911,7.364,0.2634,0.1941,0.039,0.000,0.197,0.005,99.968
283,70.384,16.9524,28.860,6.849,49.27,2.013,1.080,27.911,7.364,0.2006,0.1839,0.039,0.000,0.196,0.005,100.220
284,70.635,16.9232,28.916,6.935,49.76,2.033,1.084,27.990,7.500,0.2470,-0.1362,0.011,0.000,0.196,0.016,100.044
285,70.934,22.9588,28.972,7.022,50.24,2.053,1.092,27.990,7.500,0.2109,0.1169,0.033,0.000,0.196,-0.006,100.019
286,71.184,15.7897,29.027,7.109,50.72,2.046,1.094,28.068,7.636,0.2011,-0.0665,0.017,0.000,0.197,-0.009,99.920
287,71.485,26.4769,29.081,7.197,51.21,2.050,1.100,28.145,7.774,0.2529,-0.0679,0.016,0.000,0.197,0.000,100.251
288,71.734,21.2637,29.134,7.284,51.68,2.035,1.104,28.145,7.774,0.1939,-0.1755,0.007,0.000,0.197,0.001,100.138
289,72.035,29.0333,29.187,7.372,52.14,2.022,1.108,28.220,7.912,0.2216,-0.0485,0.018,0.000,0.197,-0.003,100.228
290,72.235,18.1560,29.239,7.460,52.61,2.022,1.115,28.220,7.912,0.2123,-0.2258,0.002,0.000,0.197,0.006,49.995
291,72.534,20.0788,29.290,7.547,53.05,2.014,1.117,28.293,8.051,0.2088,-0.0760,0.015,0.000,0.197,-0.004,100.033
292,72.785,15.4503,29.340,7.636,53.50,1.998,1.121,28.365,8.190,0.1915,0.0567,0.027,0.000,0.196,-0.003,100.100
293,73.085,24.0610,29.389,7.724,53.98,1.999,1.125,28.365,8.190,0.2339,0.0504,0.026,0.000,0.196,-0.009,100.163
294,73.284,23.5443,29.438,7.812,54.43,2.014,1.128,28.436,8.330,0.2341,0.0196,0.024,0.000,0.197,0.003,50.324
295,73.584,38.5749,29.486,7.901,54.85,2.004,1.135,28.436,8.330,0.2104,-0.0414,0.018,0.000,0.197,-0.002,100.659
296,73.835,21.2769,29.533,7.990,55.30,2.003,1.135,28.505,8.472,0.2454,0.1290,0.033,0.000,0.196,-0.003,100.325
297,74.134,18.2608,29.579,8.080,55.78,2.008,1.139,28.572,8.613,0.2414,-0.0418,0.018,0.000,0.197,0.003,99.975
298,74.334,16.9295,29.625,8.171,56.27,2.011,1.141,28.572,8.613,0.2021,-0.0169,0.020,0.000,0.196,-0.001,50.068
299,74.635,15.2656,29.668,8.262,56.78,2.006,1.142,28.639,8.756,0.2086,0.1194,0.033,0.000,0.196,0.008,99.971
300,74.885,14.6778,29.712,8.354,57.27,2.012,1.146,28.639,8.756,0.2166,0.0736,0.029,0.000,0.196,-0.012,100.139
301,75.135,14.5426,29.755,8.446,57.74,2.024,1.145,28.703,8.899,0.2057,0.0676,0.028,0.000,0.197,0.002,50.234
302,75.334,17.6265,29.798,8.538,58.20,2.030,1.148,28.766,9.043,0.2301,0.1228,0.033,0.000,0.197,0.004,49.965
303,75.585,21.2599,29.840,8.631,58.66,2.033,1.150,28.766,9.043,0.2034,-0.1150,0.012,0.000,0.197,0.014,50.260
304,75.834,18.1398,29.882,8.726,59.15,2.039,1.150,28.828,9.187,0.2136,0.1155,0.033,0.000,0.197,0.013,100.226
305,76.085,35.8024,29.922,8.820,59.63,2.038,1.154,28.888,9.332,0.2156,-0.0520,0.018,0.000,0.197,0.001,50.096
306,76.335,16.0352,29.962,8.914,60.09,2.042,1.153,28.888,9.332,0.2116,0.0476,0.027,0.000,0.197,-0.017,100.219
307,76.634,23.8863,30.001,9.009,60.56,2.031,1.154,28.947,9.478,0.2116,0.1635,0.037,0.000,0.197,-0.021,100.064
308,76.884,22.5964,30.039,9.104,61.05,2.033,1.155,28.947,9.478,0.2318,-0.1632,0.008,0.000,0.197,-0.013,99.894
309,77.185,14.6488,30.077,9.200,61.52,2.043,1.154,29.004,9.624,0.2035,0.0446,0.026,0.000,0.197,0.021,100.094
310,77.435,19.6754,30.113,9.296,62.00,2.036,1.157,29.059,9.771,0.2253,-0.0631,0.017,0.000,0.196,0.024,99.953
311,77.685,25.0859,30.149,9.392,62.49,2.029,1.154,29.059,9.771,0.1911,0.2234,0.042,0.000,0.196,0.003,50.176
312,77.935,26.7079,30.184,9.488,62.97,2.034,1.154,29.113,9.919,0.2050,-0.0952,0.014,0.000,0.196,-0.016,100.307
313,78.234,16.3463,30.219,9.585,63.42,2.054,1.155,29.113,9.919,0.2151,0.1994,0.040,0.000,0.197,-0.020,100.185
314,78.485,16.1940,30.254,9.682,63.85,2.052,1.154,29.166,10.067,0.2197,0.1393,0.035,0.000,0.197,-0.012,100.203
315,78.784,18.4054,30.287,9.780,64.31,2.061,1.156,29.217,10.216,0.2204,-0.0168,0.022,0.000,0.197,0.013,99.870
316,79.035,20.7957,30.320,9.880,64.82,2.079,1.153,29.217,10.216,0.2156,0.0786,0.030,0.000,0.197,0.018,100.484
317,79.285,25.8398,30.351,9.980,65.34,2.078,1.151,29.266,10.365,0.2099,0.0815,0.030,0.000,0.196,0.024,50.059
318,79.535,16.3964,30.382,10.080,65.84,2.088,1.151,29.266,10.365,0.2470,0.0559,0.028,0.000,0.196,0.000,100.024
319,79.835,20.2534,30.412,10.181,66.32,2.092,1.147,29.314,10.514,0.2310,0.0672,0.029,0.000,0.197,-0.022,99.996
320,80.085,23.2630,30.440,10.283,66.81,2.106,1.146,29.360,10.665,0.2065,0.1270,0.035,0.000,0.197,-0.039,100.094
321,80.334,32.1215,30.468,10.386,67.34,2.104,1.143,29.360,10.665,0.2192,0.1479,0.037,0.000,0.197,-0.009,50.228
322,80.584,23.1559,30.495,10.489,67.88,2.118,1.139,29.404,10.815,0.1911,0.0969,0.032,0.000,0.197,0.023,100.165
323,80.884,25.2946,30.523,10.593,68.39,2.143,1.138,29.447,10.966,0.2532,0.1272,0.035,0.000,0.197,0.043,99.951
324,81.085,19.6210,30.549,10.698,68.87,2.154,1.134,29.447,10.966,0.2295,0.1542,0.038,0.000,0.197,0.038,49.883
325,81.335,23.4426,30.575,10.804,69.36,2.171,1.130,29.489,11.118,0.2019,0.1202,0.035,0.000,0.197,0.009,49.775
326,81.585,24.3418,30.600,10.911,69.88,2.191,1.129,29.529,11.270,0.2208,-0.0186,0.023,0.000,0.197,-0.004,99.912
327,81.835,22.3595,30.624,11.019,70.41,2.199,1.124,29.529,11.270,0.2146,-0.0044,0.024,0.000,0.197,-0.025,50.316
328,82.085,37.9791,30.647,11.127,70.92,2.197,1.120,29.567,11.422,0.1969,-0.0316,0.021,0.000,0.197,-0.035,99.786
329,82.384,29.4638,30.669,11.236,71.42,2.189,1.118,29.567,11.422,0.2002,-0.0723,0.018,0.000,0.197,-0.044,100.137
330,82.635,31.6447,30.691,11.343,71.92,2.178,1.111,29.604,11.575,0.2262,-0.0102,0.023,0.000,0.197,-0.021,100.066
331,82.935,24.1181,30.712,11.451,72.40,2.163,1.108,29.639,11.728,0.2032,-0.0743,0.018,0.000,0.197,-0.001,100.149
332,83.184,38.8566,30.731,11.558,72.88,2.160,1.105,29.639,11.728,0.2178,-0.0667,0.018,0.000,0.197,0.010,100.278
333,83.484,20.3415,30.749,11.665,73.39,2.142,1.099,29.672,11.881,0.1873,0.0788,0.031,0.000,0.196,0.040,99.977
334,83.735,17.4586,30.766,11.771,73.89,2.137,1.095,29.704,12.035,0.1793,0.1413,0.037,0.000,0.196,0.026,100.065
335,84.034,34.1494,30.783,11.878,74.37,2.143,1.091,29.704,12.035,0.1905,0.0334,0.027,0.000,0.196,0.012,100.135
336,84.284,30.3473,30.801,11.985,74.80,2.163,1.086,29.734,12.189,0.2053,-0.0036,0.024,0.000,0.197,-0.010,100.203
337,84.585,30.8466,30.817,12.092,75.22,2.165,1.084,29.763,12.344,0.1964,0.1032,0.033,0.000,0.197,-0.027,100.178
338,84.835,24.9403,30.832,12.200,75.68,2.168,1.078,29.763,12.344,0.1788,0.1228,0.035,0.000,0.197,-0.030,100.128
339,85.135,23.8805,30.846,12.309,76.17,2.178,1.073,29.790,12.498,0.2059,0.1883,0.041,0.000,0.197,-0.010,100.068
340,85.384,23.9670,30.860,12.418,76.63,2.196,1.071,29.815,12.653,0.1758,0.0967,0.033,0.000,0.198,0.003,100.269
341,85.635,22.0816,30.873,12.528,77.06,2.213,1.065,29.815,12.653,0.2217,-0.1123,0.015,0.000,0.198,0.027,50.237
342,85.885,32.9905,30.886,12.639,77.50,2.218,1.060,29.839,12.809,0.1985,-0.1715,0.010,0.000,0.198,0.039,99.944
343,86.184,20.3524,30.897,12.750,77.96,2.208,1.058,29.861,12.964,0.2051,0.0358,0.028,0.000,0.197,0.026,100.192
344,86.434,27.2134,30.907,12.860,78.43,2.177,1.051,29.861,12.964,0.1977,-0.0770,0.018,0.000,0.197,0.005,99.929
345,86.735,27.3918,30.915,12.969,78.92,2.175,1.044,29.882,13.120,0.1726,0.0034,0.025,0.000,0.196,-0.016,99.905
346,86.935,30.6447,30.923,13.078,79.41,2.171,1.041,29.901,13.276,0.2219,0.0672,0.030,0.000,0.196,-0.021,49.814
347,87.235,15.9312,30.931,13.187,79.87,2.170,1.034,29.901,13.276,0.1917,0.0663,0.030,0.000,0.197,-0.020,100.039
348,87.434,23.3538,30.937,13.296,80.29,2.177,1.028,29.918,13.432,0.2037,0.1532,0.038,0.000,0.197,-0.026,50.103
349,87.735,19.3398,30.943,13.405,80.73,2.182,1.025,29.918,13.432,0.1991,0.0299,0.028,0.000,0.197,-0.006,100.187
350,87.984,23.4003,30.947,13.516,81.21,2.198,1.017,29.933,13.588,0.2219,0.1840,0.041,0.000,0.197,0.001,99.956
351,88.284,25.1247,30.951,13.627,81.71,2.212,1.010,29.947,13.745,0.1930,0.0297,0.028,0.000,0.197,0.018,100.172
352,88.534,38.5911,30.953,13.739,82.22,2.232,1.006,29.947,13.745,0.1918,0.1187,0.036,0.000,0.197,0.029,99.918
353,88.834,16.5343,30.954,13.851,82.72,2.240,0.996,29.960,13.901,0.1690,-0.0208,0.023,0.000,0.197,0.032,100.095
354,89.085,23.4405,30.955,13.964,83.19,2.244,0.989,29.970,14.058,0.1931,-0.0267,0.023,0.000,0.197,0.030,100.029
355,89.385,24.0030,30.956,14.077,83.63,2.241,0.986,29.970,14.058,0.1697,0.0467,0.029,0.000,0.198,-0.000,100.165
356,89.634,29.2184,30.956,14.189,84.06,2.237,0.977,29.979,14.215,0.1939,0.0083,0.026,0.000,0.198,-0.017,99.967
357,89.934,32.2201,30.956,14.302,84.49,2.241,0.971,29.987,14.372,0.1990,-0.0877,0.018,0.000,0.198,-0.015,100.181
358,90.134,18.8982,30.954,14.414,84.92,2.240,0.968,29.987,14.372,0.1680,0.2787,0.050,0.000,0.197,-0.027,50.030
359,90.434,18.6687,30.951,14.526,85.38,2.235,0.959,29.993,14.529,0.2174,0.0499,0.030,0.000,0.197,-0.016,99.937
360,90.685,18.4604,30.948,14.639,85.83,2.252,0.953,29.997,14.686,0.1704,0.0079,0.026,0.000,0.197,-0.015,99.953
361,90.984,18.5810,30.944,14.753,86.27,2.263,0.949,29.999,14.843,0.1860,0.0839,0.033,0.000,0.197,-0.012,100.041
362,91.234,21.6866,30.939,14.867,86.70,2.275,0.940,29.999,14.843,0.1919,-0.0064,0.025,0.000,0.197,-0.006,99.996
363,91.535,20.4503,30.933,14.981,87.14,2.279,0.933,30.000,15.000,0.1827,-0.1210,0.015,0.000,0.198,-0.000,100.128
364,91.784,22.7833,30.925,15.095,87.61,2.279,0.928,29.999,15.157,0.2018,0.1880,0.042,0.000,0.197,0.006,99.912
365,92.084,17.0133,30.917,15.209,88.08,2.255,0.919,29.999,15.157,0.1844,-0.0198,0.024,0.000,0.197,0.023,100.050
366,92.334,23.3615,30.908,15.322,88.55,2.262,0.911,29.997,15.314,0.1968,0.0520,0.030,0.000,0.197,0.021,100.368
367,92.635,14.7267,30.897,15.436,89.01,2.272,0.905,29.993,15.471,0.1937,0.0424,0.030,0.000,0.197,0.009,100.166
368,92.885,17.1869,30.886,15.550,89.49,2.284,0.897,29.993,15.471,0.1770,-0.0411,0.022,0.000,0.197,0.013,100.005
369,93.134,15.6124,30.873,15.665,89.98,2.287,0.887,29.987,15.628,0.1766,0.0919,0.034,0.000,0.197,0.015,50.054
370,93.385,28.6827,30.860,15.778,90.45,2.284,0.880,29.979,15.785,0.2014,0.2050,0.044,0.000,0.197,0.013,100.043
371,93.685,19.6823,30.846,15.892,90.90,2.292,0.873,29.979,15.785,0.1930,0.0833,0.034,0.000,0.197,0.009,100.093
372,93.935,20.0242,30.831,16.007,91.34,2.309,0.863,29.970,15.942,0.1814,-0.0738,0.020,0.000,0.197,-0.004,99.956
373,94.235,23.9135,30.815,16.123,91.82,2.325,0.856,29.960,16.099,0.2064,-0.0420,0.023,0.000,0.197,-0.013,100.388
374,94.435,29.6735,30.798,16.238,92.32,2.314,0.850,29.960,16.099,0.1825,-0.0024,0.026,0.000,0.197,-0.020,49.616
375,94.735,22.6566,30.780,16.353,92.80,2.302,0.838,29.947,16.255,0.1471,0.0757,0.033,0.000,0.197,-0.026,100.038
376,94.985,18.4915,30.761,16.467,93.28,2.306,0.829,29.933,16.412,0.1984,-0.0411,0.023,0.000,0.197,-0.012,100.210
377,95.235,20.0628,30.742,16.581,93.72,2.304,0.824,29.918,16.568,0.1745,-0.1462,0.013,0.000,0.197,-0.007,50.364
378,95.485,27.4415,30.723,16.695,94.13,2.290,0.815,29.918,16.568,0.1519,0.1619,0.040,0.000,0.197,-0.021,99.885
379,95.784,19.9308,30.702,16.808,94.55,2.278,0.806,29.901,16.724,0.1838,0.0760,0.033,0.000,0.197,-0.009,100.225
380,96.035,32.5198,30.682,16.922,94.97,2.297,0.801,29.882,16.880,0.1407,0.2308,0.047,0.000,0.197,0.000,99.988
381,96.335,15.1588,30.660,17.035,95.38,2.316,0.794,29.882,16.880,0.1513,-0.0464,0.023,0.000,0.197,-0.000,100.162
382,96.585,22.2336,30.638,17.150,95.76,2.334,0.786,29.861,17.036,0.1536,-0.0320,0.024,0.000,0.198,0.001,100.003
383,96.884,14.7210,30.616,17.265,96.13,2.325,0.780,29.839,17.191,0.1970,0.1841,0.043,0.000,0.198,0.013,100.226
384,97.085,20.3307,30.592,17.379,96.51,2.317,0.776,29.839,17.191,0.1708,-0.0525,0.022,0.000,0.198,0.008,50.055
385,97.384,15.4785,30.567,17.494,96.92,2.335,0.766,29.815,17.347,0.1354,0.0815,0.034,0.000,0.197,0.015,100.365
386,97.634,22.5832,30.541,17.609,97.36,2.345,0.759,29.790,17.502,0.1726,-0.0405,0.023,0.000,0.197,0.038,100.192
387,97.934,18.9469,30.515,17.724,97.79,2.349,0.755,29.763,17.656,0.1892,0.1365,0.039,0.000,0.197,0.035,100.010
388,98.185,16.3100,30.487,17.839,98.19,2.346,0.747,29.763,17.656,0.1971,0.0116,0.028,0.000,0.197,0.010,100.004
389,98.485,16.8362,30.458,17.953,98.59,2.362,0.738,29.734,17.811,0.1515,0.0414,0.031,0.000,0.197,-0.007,100.094
390,98.735,28.7651,30.428,18.068,99.05,2.366,0.731,29.704,17.965,0.1523,-0.0778,0.020,0.000,0.197,0.008,99.956
