step,t,solve_ms,mx,my,myaw_deg,v,min_dist,ref_x,ref_y,steer_rad,accel_cmd,throttle,brake,z,vz,step_ms
391,99.034,19.3023,30.398,18.182,99.52,2.364,0.727,29.704,17.965,0.1880,0.1159,0.037,0.000,0.197,0.011,100.114
392,99.285,16.5544,30.367,18.297,99.93,2.354,0.717,29.672,18.119,0.1549,-0.0050,0.027,0.000,0.197,0.008,100.136
393,99.534,25.2841,30.335,18.411,100.32,2.362,0.710,29.639,18.272,0.1786,-0.1324,0.015,0.000,0.197,0.007,50.307
394,99.784,21.8799,30.302,18.525,100.72,2.363,0.705,29.604,18.425,0.1656,-0.0621,0.021,0.000,0.197,-0.000,100.394
395,100.085,18.6926,30.268,18.638,101.15,2.347,0.698,29.604,18.425,0.1631,0.0660,0.033,0.000,0.197,-0.013,100.059
396,100.334,15.9629,30.234,18.750,101.59,2.341,0.688,29.567,18.578,0.1735,0.1317,0.039,0.000,0.197,-0.031,100.134
397,100.634,18.6944,30.198,18.862,102.01,2.350,0.682,29.529,18.730,0.1386,0.1166,0.037,0.000,0.197,-0.028,100.036
398,100.885,24.0875,30.162,18.975,102.45,2.363,0.679,29.529,18.730,0.1414,-0.0180,0.026,0.000,0.197,-0.020,100.051
399,101.184,24.0172,30.125,19.088,102.87,2.371,0.668,29.489,18.882,0.1758,-0.1197,0.017,0.000,0.197,-0.015,100.158
400,101.434,15.6436,30.088,19.201,103.26,2.358,0.662,29.447,19.034,0.1814,-0.0196,0.025,0.000,0.198,-0.016,100.247
401,101.734,24.4203,30.050,19.313,103.63,2.346,0.658,29.404,19.185,0.1544,0.0001,0.027,0.000,0.198,-0.036,100.208
402,101.985,26.1472,30.011,19.424,104.03,2.342,0.652,29.404,19.185,0.1754,0.0017,0.027,0.000,0.197,-0.022,99.949
403,102.285,30.8207,29.972,19.535,104.46,2.350,0.644,29.360,19.335,0.1671,-0.1815,0.011,0.000,0.197,-0.026,100.149
404,102.484,22.1594,29.931,19.646,104.87,2.343,0.638,29.314,19.486,0.1550,0.2665,0.050,0.000,0.197,-0.035,50.071
405,102.785,16.7480,29.889,19.755,105.29,2.325,0.635,29.266,19.635,0.1558,0.0971,0.036,0.000,0.197,-0.023,100.055
406,103.034,15.0896,29.847,19.865,105.71,2.342,0.625,29.266,19.635,0.1849,0.1827,0.043,0.000,0.197,-0.000,100.034
407,103.335,16.0988,29.804,19.975,106.11,2.366,0.618,29.217,19.784,0.1323,-0.0871,0.020,0.000,0.198,0.016,99.999
408,103.535,17.3747,29.760,20.086,106.52,2.390,0.613,29.166,19.933,0.1716,-0.1923,0.010,0.000,0.198,0.034,50.051
409,103.835,28.0498,29.715,20.197,106.94,2.370,0.609,29.166,19.933,0.1332,0.2092,0.046,0.000,0.198,0.043,100.097
410,104.035,23.5765,29.670,20.307,107.35,2.353,0.601,29.113,20.081,0.1643,0.1490,0.041,0.000,0.198,0.041,50.034
411,104.335,25.7733,29.625,20.416,107.72,2.368,0.596,29.059,20.229,0.1744,-0.0924,0.019,0.000,0.198,0.032,99.910
412,104.585,20.2492,29.578,20.527,108.07,2.384,0.594,29.004,20.376,0.1485,0.1092,0.037,0.000,0.198,0.019,99.904
413,104.885,23.3006,29.530,20.637,108.46,2.384,0.588,29.004,20.376,0.1681,0.0332,0.030,0.000,0.198,0.025,100.140
414,105.135,14.9235,29.482,20.746,108.87,2.392,0.580,28.947,20.522,0.1407,-0.1344,0.016,0.000,0.198,0.030,100.002
415,105.435,17.2836,29.432,20.856,109.28,2.392,0.576,28.888,20.668,0.1270,-0.0794,0.020,0.000,0.198,0.039,99.831
416,105.684,16.6727,29.383,20.965,109.68,2.376,0.575,28.828,20.813,0.1760,0.0656,0.033,0.000,0.198,0.038,100.054
417,105.985,15.9693,29.333,21.073,110.03,2.367,0.569,28.828,20.813,0.1647,0.0150,0.029,0.000,0.198,0.030,100.046
418,106.185,15.8183,29.283,21.181,110.37,2.378,0.563,28.766,20.957,0.1579,-0.1937,0.010,0.000,0.197,0.013,50.077
419,106.434,18.2168,29.232,21.288,110.74,2.378,0.561,28.703,21.101,0.1829,-0.0582,0.022,0.000,0.197,0.002,50.094
420,106.635,18.7951,29.179,21.394,111.16,2.356,0.559,28.703,21.101,0.1512,0.1247,0.038,0.000,0.197,-0.006,50.182
421,106.885,16.6880,29.126,21.499,111.59,2.349,0.550,28.639,21.244,0.1545,0.2605,0.050,0.000,0.196,-0.018,50.201
422,107.085,19.0252,29.072,21.604,112.01,2.364,0.545,28.572,21.387,0.1344,-0.0361,0.024,0.000,0.197,-0.015,49.998
423,107.385,17.3775,29.017,21.710,112.40,2.388,0.543,28.505,21.528,0.1635,-0.1282,0.016,0.000,0.197,-0.016,100.186
424,107.585,19.1124,28.962,21.816,112.78,2.382,0.540,28.505,21.528,0.1651,-0.3247,0.000,0.001,0.198,-0.019,50.223
425,107.884,24.6590,28.906,21.922,113.15,2.355,0.534,28.436,21.670,0.1454,-0.0582,0.022,0.000,0.198,-0.032,100.035
426,108.135,17.7782,28.850,22.025,113.54,2.324,0.530,28.365,21.810,0.1497,-0.0862,0.019,0.000,0.198,-0.041,100.216
427,108.435,17.8792,28.794,22.126,113.93,2.307,0.531,28.293,21.949,0.1322,0.0020,0.027,0.000,0.197,-0.045,99.842
428,108.685,20.0912,28.738,22.227,114.31,2.295,0.524,28.293,21.949,0.1419,-0.1184,0.016,0.000,0.197,-0.044,99.859
429,108.985,15.8994,28.681,22.327,114.66,2.292,0.520,28.220,22.088,0.1640,0.0438,0.031,0.000,0.198,-0.032,100.120
430,109.235,18.6732,28.625,22.427,114.99,2.282,0.520,28.145,22.226,0.1121,-0.0326,0.024,0.000,0.198,-0.019,100.044
431,109.535,19.0583,28.567,22.526,115.36,2.282,0.518,28.145,22.226,0.1482,-0.1072,0.017,0.000,0.198,0.015,99.996
432,109.735,15.5593,28.510,22.625,115.72,2.273,0.513,28.068,22.364,0.1330,0.0303,0.029,0.000,0.198,0.041,50.235
433,110.035,25.3464,28.452,22.723,116.06,2.263,0.513,27.990,22.500,0.1397,0.0290,0.029,0.000,0.198,0.044,99.933
434,110.285,19.5464,28.393,22.821,116.39,2.270,0.515,27.990,22.500,0.1405,0.1164,0.037,0.000,0.198,0.041,100.088
435,110.535,17.9141,28.334,22.918,116.72,2.278,0.509,27.911,22.636,0.1405,0.1213,0.038,0.000,0.198,0.027,50.275
436,110.735,15.0869,28.274,23.016,117.08,2.298,0.507,27.830,22.770,0.1494,-0.1439,0.014,0.000,0.198,0.010,50.196
437,111.035,20.4050,28.213,23.114,117.43,2.307,0.509,27.748,22.904,0.1724,0.0915,0.035,0.000,0.198,-0.005,99.927
438,111.285,19.7829,28.150,23.211,117.80,2.296,0.506,27.748,22.904,0.1562,0.1638,0.041,0.000,0.198,-0.015,99.919
439,111.535,22.6076,28.087,23.307,118.19,2.310,0.501,27.665,23.037,0.1413,-0.1739,0.012,0.000,0.198,-0.019,50.214
440,111.785,18.2138,28.022,23.404,118.60,2.323,0.501,27.580,23.170,0.1368,-0.0368,0.024,0.000,0.198,-0.024,100.078
441,112.085,16.8971,27.958,23.500,119.00,2.307,0.502,27.580,23.170,0.1208,0.1223,0.038,0.000,0.198,-0.028,99.931
442,112.285,27.5934,27.893,23.596,119.35,2.294,0.497,27.494,23.301,0.1465,0.1766,0.043,0.000,0.198,-0.034,49.993
443,112.535,17.6704,27.829,23.692,119.66,2.309,0.497,27.406,23.431,0.1606,-0.0525,0.022,0.000,0.199,-0.037,50.058
444,112.785,31.2231,27.763,23.788,119.97,2.334,0.501,27.317,23.561,0.1360,0.0786,0.034,0.000,0.199,-0.020,100.061
445,113.084,25.7325,27.697,23.884,120.32,2.335,0.499,27.317,23.561,0.1457,0.0460,0.031,0.000,0.199,0.002,100.103
446,113.284,14.9075,27.629,23.980,120.69,2.340,0.496,27.227,23.689,0.1590,0.0107,0.028,0.000,0.198,0.022,49.934
447,113.534,15.1657,27.560,24.076,121.06,2.347,0.498,27.135,23.817,0.1509,-0.0633,0.022,0.000,0.198,0.024,50.089
448,113.785,20.1183,27.490,24.170,121.44,2.348,0.501,27.135,23.817,0.1708,-0.0571,0.022,0.000,0.198,0.037,100.103
449,114.085,29.8699,27.420,24.264,121.84,2.330,0.495,27.042,23.943,0.1631,0.0382,0.031,0.000,0.198,0.035,100.087
450,114.334,18.2929,27.348,24.358,122.24,2.322,0.493,26.948,24.069,0.1700,-0.0515,0.023,0.000,0.198,0.032,99.999
451,114.635,40.5586,27.276,24.450,122.66,2.327,0.495,26.852,24.194,0.1581,-0.0975,0.018,0.000,0.197,0.021,99.971
452,114.885,16.4140,27.203,24.541,123.09,2.327,0.494,26.852,24.194,0.1689,-0.1223,0.016,0.000,0.197,0.030,100.203
453,115.135,22.1135,27.130,24.632,123.51,2.314,0.489,26.755,24.317,0.1789,-0.0559,0.022,0.000,0.197,0.024,50.212
454,115.335,19.4149,27.056,24.722,123.93,2.299,0.489,26.657,24.440,0.1831,0.0134,0.028,0.000,0.197,0.009,50.334
455,115.585,19.5254,26.982,24.809,124.36,2.295,0.492,26.558,24.561,0.1308,0.1560,0.041,0.000,0.196,-0.014,50.022
456,115.784,21.6540,26.907,24.897,124.82,2.295,0.484,26.558,24.561,0.1464,-0.1112,0.017,0.000,0.196,-0.011,50.095
457,116.035,17.9080,26.832,24.985,125.25,2.310,0.482,26.457,24.682,0.1545,0.1057,0.036,0.000,0.197,-0.017,50.175
458,116.235,17.8120,26.757,25.073,125.63,2.297,0.485,26.355,24.801,0.1693,0.0104,0.028,0.000,0.198,-0.029,50.274
459,116.535,26.6545,26.681,25.160,125.99,2.306,0.484,26.355,24.801,0.1567,-0.0847,0.019,0.000,0.198,-0.030,100.000
460,116.785,30.0701,26.604,25.246,126.39,2.313,0.480,26.252,24.920,0.1355,-0.1074,0.017,0.000,0.198,-0.024,100.074
461,117.035,22.0279,26.526,25.332,126.82,2.301,0.481,26.147,25.037,0.1502,0.0587,0.032,0.000,0.198,-0.013,50.303
462,117.285,17.2312,26.450,25.418,127.21,2.285,0.486,26.147,25.037,0.1672,-0.0661,0.021,0.000,0.198,-0.006,100.076
463,117.535,17.3941,26.373,25.503,127.55,2.279,0.481,26.041,25.153,0.1719,0.1285,0.038,0.000,0.198,-0.002,50.222
464,117.785,19.0251,26.294,25.586,127.90,2.279,0.480,25.935,25.268,0.1642,0.0378,0.030,0.000,0.197,-0.003,100.176
465,118.035,14.8516,26.215,25.670,128.31,2.299,0.483,25.826,25.382,0.1460,0.1460,0.040,0.000,0.197,0.011,50.235
466,118.235,21.8175,26.134,25.753,128.75,2.316,0.482,25.826,25.382,0.1467,-0.1102,0.017,0.000,0.197,0.032,50.197
467,118.485,21.3962,26.053,25.837,129.16,2.323,0.479,25.717,25.495,0.1487,0.0943,0.035,0.000,0.198,0.036,50.214
468,118.685,26.8150,25.972,25.920,129.52,2.317,0.481,25.607,25.607,0.1646,-0.1399,0.015,0.000,0.198,0.030,50.107
469,118.935,19.2674,25.890,26.002,129.88,2.313,0.486,25.607,25.607,0.1484,0.1512,0.040,0.000,0.198,0.017,50.178
470,119.134,15.1606,25.807,26.083,130.27,2.302,0.481,25.495,25.717,0.1716,-0.2158,0.008,0.000,0.198,0.006,50.541
471,119.385,22.7095,25.724,26.165,130.66,2.310,0.481,25.382,25.826,0.1263,0.1078,0.036,0.000,0.198,-0.008,50.202
472,119.635,20.8700,25.641,26.245,131.06,2.297,0.485,25.268,25.935,0.1755,0.0261,0.029,0.000,0.197,-0.004,100.205
473,119.935,15.4786,25.558,26.325,131.43,2.305,0.486,25.268,25.935,0.1564,-0.0231,0.025,0.000,0.198,-0.008,100.143
474,120.185,28.8155,25.474,26.404,131.79,2.311,0.484,25.153,26.041,0.1724,0.1350,0.039,0.000,0.198,-0.027,100.120
475,120.435,22.1197,25.389,26.483,132.17,2.312,0.486,25.037,26.147,0.1563,0.0369,0.030,0.000,0.197,-0.023,50.376
476,120.635,17.1788,25.302,26.561,132.59,2.327,0.491,25.037,26.147,0.1646,-0.1841,0.011,0.000,0.197,-0.017,50.386
477,120.884,17.9937,25.215,26.639,133.01,2.316,0.487,24.920,26.252,0.1307,0.2396,0.048,0.000,0.197,-0.014,50.393
478,121.135,22.5093,25.127,26.716,133.43,2.307,0.486,24.801,26.355,0.1848,0.1690,0.042,0.000,0.197,-0.014,100.098
479,121.435,27.2837,25.040,26.792,133.81,2.334,0.491,24.682,26.457,0.1798,-0.0190,0.026,0.000,0.198,-0.005,100.134
480,121.685,32.4823,24.951,26.869,134.18,2.365,0.492,24.682,26.457,0.1597,-0.1077,0.018,0.000,0.198,-0.003,99.922
481,121.935,24.1509,24.860,26.946,134.58,2.361,0.490,24.561,26.558,0.1427,-0.1744,0.012,0.000,0.198,-0.002,50.240
482,122.184,27.2285,24.769,27.021,135.02,2.340,0.491,24.440,26.657,0.1437,0.0665,0.033,0.000,0.198,0.008,100.043
483,122.435,15.1316,24.680,27.095,135.43,2.307,0.497,24.317,26.755,0.1550,0.0262,0.030,0.000,0.198,0.018,50.191
484,122.684,15.0265,24.590,27.169,135.78,2.307,0.495,24.317,26.755,0.1484,0.0676,0.033,0.000,0.198,0.010,99.668
485,122.985,16.9852,24.499,27.242,136.14,2.316,0.495,24.194,26.852,0.1167,-0.0479,0.023,0.000,0.197,0.006,99.950
486,123.234,32.9367,24.408,27.315,136.53,2.339,0.500,24.069,26.948,0.1912,-0.0274,0.025,0.000,0.197,0.018,99.971
487,123.535,20.4008,24.317,27.388,136.90,2.328,0.505,24.069,26.948,0.1705,-0.1041,0.018,0.000,0.198,0.015,100.216
488,123.784,17.0904,24.225,27.460,137.23,2.317,0.504,23.943,27.042,0.1511,-0.1433,0.014,0.000,0.198,0.009,99.858
489,124.034,21.3634,24.133,27.531,137.59,2.303,0.506,23.817,27.135,0.1742,0.0756,0.034,0.000,0.197,0.004,50.100
490,124.235,24.6920,24.041,27.600,137.97,2.288,0.513,23.689,27.227,0.2040,-0.0312,0.024,0.000,0.197,0.005,50.155
491,124.534,18.2779,23.949,27.668,138.38,2.293,0.512,23.689,27.227,0.1584,-0.0675,0.021,0.000,0.196,-0.004,100.151
492,124.784,19.0897,23.855,27.735,138.80,2.290,0.511,23.561,27.317,0.1532,-0.0702,0.021,0.000,0.196,-0.005,100.072
493,125.034,19.4291,23.761,27.802,139.23,2.284,0.515,23.431,27.406,0.1710,0.0141,0.028,0.000,0.197,-0.006,50.316
494,125.285,25.3466,23.668,27.867,139.64,2.276,0.518,23.431,27.406,0.1636,0.0221,0.029,0.000,0.197,-0.019,100.052
495,125.584,19.2061,23.574,27.932,140.03,2.277,0.516,23.301,27.494,0.1558,-0.0367,0.024,0.000,0.197,-0.022,100.065
496,125.834,22.5165,23.479,27.996,140.44,2.280,0.519,23.170,27.580,0.1889,0.0508,0.031,0.000,0.197,-0.017,100.029
497,126.135,30.1382,23.384,28.060,140.84,2.276,0.526,23.170,27.580,0.1801,-0.4521,0.000,0.013,0.197,-0.013,100.233
498,126.335,19.1740,23.289,28.123,141.25,2.254,0.523,23.037,27.665,0.1835,-0.1560,0.012,0.000,0.197,-0.022,50.276
499,126.635,17.3204,23.194,28.183,141.66,2.221,0.523,22.904,27.748,0.1807,0.0448,0.030,0.000,0.197,-0.016,99.964
500,126.885,27.8609,23.100,28.242,142.11,2.200,0.527,22.770,27.830,0.1750,0.1302,0.038,0.000,0.196,0.004,100.418
501,127.135,16.6640,23.005,28.300,142.56,2.205,0.525,22.770,27.830,0.1762,-0.0363,0.023,0.000,0.196,0.025,50.172
502,127.384,15.5791,22.910,28.357,142.99,2.219,0.524,22.636,27.911,0.1598,0.1454,0.039,0.000,0.196,0.041,100.009
503,127.685,17.3946,22.814,28.414,143.41,2.230,0.528,22.500,27.990,0.1768,-0.0360,0.023,0.000,0.197,0.041,100.205
504,127.884,17.3121,22.717,28.472,143.83,2.237,0.528,22.500,27.990,0.1592,0.1071,0.036,0.000,0.197,0.025,50.005
505,128.184,17.0474,22.620,28.528,144.24,2.246,0.527,22.364,28.068,0.1795,0.0255,0.029,0.000,0.197,0.004,100.188
506,128.434,32.1556,22.522,28.584,144.65,2.258,0.530,22.226,28.145,0.1838,-0.0435,0.023,0.000,0.197,-0.016,100.042
507,128.734,17.4714,22.424,28.640,145.06,2.254,0.533,22.226,28.145,0.1827,-0.0024,0.026,0.000,0.198,-0.025,100.148
508,128.935,16.2241,22.324,28.694,145.49,2.249,0.530,22.088,28.220,0.1658,-0.0666,0.021,0.000,0.197,-0.033,50.103
509,129.184,22.2471,22.225,28.748,145.95,2.242,0.531,21.949,28.293,0.1443,-0.0183,0.025,0.000,0.197,-0.021,50.112
510,129.434,18.0189,22.125,28.801,146.40,2.235,0.537,21.949,28.293,0.1806,-0.0845,0.019,0.000,0.197,-0.013,100.089
511,129.734,23.3053,22.026,28.853,146.77,2.224,0.534,21.810,28.365,0.1847,0.1484,0.039,0.000,0.198,0.000,100.019
512,129.984,21.2841,21.927,28.905,147.12,2.221,0.536,21.670,28.436,0.1639,0.1416,0.039,0.000,0.198,-0.001,99.912
513,130.285,26.0010,21.828,28.956,147.50,2.239,0.541,21.528,28.505,0.1315,0.1510,0.040,0.000,0.197,0.017,100.125
514,130.485,26.4661,21.726,29.007,147.92,2.269,0.540,21.528,28.505,0.1648,-0.1178,0.016,0.000,0.197,0.041,50.082
515,130.784,18.9515,21.624,29.059,148.32,2.281,0.541,21.387,28.572,0.1799,0.1296,0.038,0.000,0.198,0.032,100.142
516,130.985,18.3426,21.522,29.109,148.69,2.274,0.547,21.244,28.639,0.1859,0.1598,0.041,0.000,0.198,0.023,50.191
517,131.235,25.3727,21.419,29.159,149.07,2.288,0.549,21.244,28.639,0.2085,0.0488,0.031,0.000,0.197,-0.004,50.363
518,131.485,20.0928,21.314,29.207,149.50,2.319,0.547,21.101,28.703,0.1420,-0.0550,0.022,0.000,0.197,-0.019,100.084
519,131.784,26.2446,21.208,29.255,149.98,2.321,0.549,20.957,28.766,0.1793,-0.0460,0.023,0.000,0.197,-0.021,100.328
520,132.034,19.2971,21.101,29.302,150.44,2.304,0.555,20.957,28.766,0.2040,-0.1583,0.013,0.000,0.197,-0.020,100.111
521,132.334,20.1542,20.996,29.348,150.85,2.284,0.551,20.813,28.828,0.1670,-0.0495,0.022,0.000,0.198,-0.034,99.961
522,132.535,26.5833,20.890,29.392,151.28,2.268,0.551,20.668,28.888,0.1816,-0.0851,0.019,0.000,0.197,-0.034,50.306
523,132.834,20.1675,20.785,29.436,151.72,2.268,0.556,20.522,28.947,0.1657,-0.2188,0.007,0.000,0.197,-0.032,100.140
524,133.035,25.0681,20.679,29.479,152.16,2.249,0.555,20.522,28.947,0.1886,-0.0507,0.022,0.000,0.197,-0.031,50.002
525,133.335,19.1081,20.575,29.520,152.58,2.215,0.554,20.376,29.004,0.1920,-0.0075,0.026,0.000,0.197,-0.012,100.143
526,133.584,22.0294,20.472,29.561,152.99,2.204,0.557,20.229,29.059,0.1542,-0.0497,0.022,0.000,0.197,0.010,100.151
527,133.885,23.5263,20.367,29.600,153.43,2.212,0.558,20.229,29.059,0.1915,0.0381,0.030,0.000,0.196,0.044,100.006
528,134.134,26.4641,20.263,29.639,153.88,2.209,0.556,20.081,29.113,0.1625,-0.1105,0.016,0.000,0.196,0.050,100.191
529,134.434,16.7183,20.159,29.677,154.30,2.212,0.559,19.933,29.166,0.1346,0.1388,0.038,0.000,0.196,0.030,100.142
530,134.635,26.1468,20.055,29.714,154.70,2.199,0.562,19.933,29.166,0.1703,0.0360,0.029,0.000,0.197,0.013,50.134
531,134.885,23.2526,19.951,29.752,155.07,2.214,0.560,19.784,29.217,0.1378,-0.0151,0.025,0.000,0.197,-0.005,50.106
532,135.085,21.8443,19.846,29.789,155.42,2.221,0.564,19.635,29.266,0.1748,0.0957,0.035,0.000,0.198,-0.026,50.253
533,135.335,28.5479,19.741,29.827,155.76,2.225,0.571,19.635,29.266,0.1604,0.0164,0.028,0.000,0.198,-0.027,49.943
534,135.584,24.4695,19.635,29.863,156.11,2.236,0.570,19.486,29.314,0.1858,-0.0089,0.026,0.000,0.198,-0.019,100.126
535,135.884,15.4908,19.529,29.898,156.49,2.236,0.572,19.335,29.360,0.1738,-0.0173,0.025,0.000,0.198,-0.017,100.212
536,136.135,23.9403,19.422,29.932,156.90,2.236,0.579,19.185,29.404,0.1557,0.2521,0.049,0.000,0.198,0.005,100.161
537,136.435,25.6070,19.314,29.965,157.34,2.238,0.576,19.185,29.404,0.1482,0.1006,0.036,0.000,0.198,0.027,100.060
538,136.685,18.0716,19.205,29.998,157.76,2.268,0.577,19.034,29.447,0.1792,0.0186,0.029,0.000,0.198,0.048,99.958
539,136.985,31.0104,19.096,30.032,158.14,2.287,0.583,18.882,29.489,0.1855,0.1529,0.040,0.000,0.198,0.041,100.218
540,137.184,24.6699,18.986,30.063,158.52,2.296,0.584,18.882,29.489,0.1632,0.0315,0.030,0.000,0.198,0.019,50.248
541,137.485,22.8028,18.874,30.094,158.94,2.315,0.584,18.730,29.529,0.1769,-0.2221,0.007,0.000,0.198,0.006,100.020
542,137.734,17.4948,18.762,30.125,159.37,2.313,0.587,18.578,29.567,0.1855,0.0644,0.033,0.000,0.198,-0.018,100.272
543,138.035,23.5890,18.650,30.154,159.81,2.283,0.591,18.578,29.567,0.1881,-0.1083,0.017,0.000,0.198,-0.023,100.106
544,138.285,16.3265,18.539,30.181,160.25,2.282,0.589,18.425,29.604,0.1632,-0.0933,0.019,0.000,0.197,-0.034,98.920
545,138.585,25.0288,18.427,30.208,160.72,2.277,0.590,18.272,29.639,0.1589,0.0521,0.031,0.000,0.197,-0.026,99.997
546,138.835,27.9559,18.316,30.233,161.18,2.269,0.595,18.119,29.672,0.1478,-0.0840,0.019,0.000,0.197,-0.023,99.958
547,139.135,17.9568,18.206,30.259,161.59,2.264,0.593,18.119,29.672,0.1757,0.0433,0.030,0.000,0.197,-0.035,100.132
548,139.385,27.6719,18.095,30.284,161.96,2.257,0.595,17.965,29.704,0.1689,-0.0802,0.020,0.000,0.198,-0.035,99.910
549,139.684,23.9154,17.984,30.309,162.32,2.258,0.600,17.811,29.734,0.1651,0.0873,0.034,0.000,0.198,-0.022,100.234
550,139.884,22.4537,17.873,30.332,162.73,2.255,0.601,17.811,29.734,0.1934,0.0488,0.031,0.000,0.198,0.008,50.332
551,140.184,29.4387,17.762,30.355,163.17,2.260,0.601,17.656,29.763,0.1873,0.0123,0.028,0.000,0.197,0.039,100.145
552,140.434,16.7188,17.650,30.376,163.60,2.265,0.605,17.502,29.790,0.1799,0.0069,0.027,0.000,0.197,0.034,100.136
553,140.735,20.8765,17.537,30.396,164.05,2.276,0.607,17.502,29.790,0.1714,0.0331,0.030,0.000,0.197,0.035,100.229
554,140.984,27.9784,17.424,30.414,164.51,2.276,0.604,17.347,29.815,0.1646,-0.0420,0.023,0.000,0.197,0.028,99.889
555,141.284,31.5830,17.311,30.433,164.96,2.279,0.606,17.191,29.839,0.2082,-0.0378,0.023,0.000,0.197,0.014,100.057
556,141.535,23.9427,17.198,30.451,165.38,2.276,0.612,17.036,29.861,0.1808,0.0628,0.032,0.000,0.198,-0.001,100.054
557,141.835,18.3006,17.086,30.468,165.80,2.275,0.608,17.036,29.861,0.1820,0.0913,0.035,0.000,0.197,-0.007,100.020
558,142.035,16.5082,16.972,30.483,166.25,2.284,0.609,16.880,29.882,0.1793,-0.0942,0.019,0.000,0.197,-0.025,50.091
559,142.335,16.5741,16.858,30.498,166.71,2.290,0.612,16.724,29.901,0.2003,0.0724,0.033,0.000,0.197,-0.029,100.162
560,142.585,21.0040,16.744,30.512,167.17,2.277,0.612,16.724,29.901,0.2092,-0.1740,0.011,0.000,0.197,-0.036,100.008
561,142.885,28.9620,16.630,30.524,167.63,2.276,0.610,16.568,29.918,0.1756,0.0982,0.035,0.000,0.197,-0.042,99.837
562,143.135,17.3897,16.516,30.535,168.12,2.263,0.611,16.412,29.933,0.1635,0.0159,0.028,0.000,0.197,-0.020,100.048
563,143.434,24.4078,16.402,30.546,168.62,2.273,0.612,16.412,29.933,0.1759,0.0374,0.030,0.000,0.197,0.009,100.111
564,143.684,16.9088,16.288,30.556,169.05,2.284,0.610,16.255,29.947,0.1673,-0.0343,0.024,0.000,0.198,0.014,100.147
565,143.985,14.8085,16.174,30.566,169.46,2.279,0.611,16.099,29.960,0.1658,0.1696,0.042,0.000,0.198,0.009,100.236
566,144.235,26.7106,16.060,30.575,169.87,2.279,0.616,15.942,29.970,0.1889,-0.0088,0.026,0.000,0.198,0.017,99.978
567,144.535,16.4751,15.945,30.584,170.30,2.291,0.613,15.942,29.970,0.1687,0.1017,0.036,0.000,0.198,0.015,99.907
568,144.735,22.0157,15.830,30.591,170.73,2.303,0.613,15.785,29.979,0.1646,-0.0368,0.024,0.000,0.197,0.018,50.050
569,144.985,17.9067,15.714,30.598,171.17,2.317,0.617,15.628,29.987,0.1878,0.0312,0.030,0.000,0.197,0.029,49.534
570,145.185,16.5582,15.598,30.603,171.60,2.317,0.617,15.628,29.987,0.1708,-0.0580,0.022,0.000,0.197,0.028,50.196
571,145.484,25.3189,15.482,30.608,172.03,2.315,0.616,15.471,29.993,0.1716,0.0077,0.028,0.000,0.197,0.009,100.114
572,145.734,20.0724,15.366,30.612,172.47,2.304,0.617,15.314,29.997,0.1656,0.2185,0.046,0.000,0.197,0.000,100.055
573,145.985,24.6381,15.250,30.615,172.90,2.312,0.621,15.314,29.997,0.1423,-0.0410,0.024,0.000,0.197,-0.005,50.163
574,146.235,24.7447,15.133,30.617,173.33,2.332,0.618,15.157,29.999,0.1743,0.1984,0.045,0.000,0.197,0.001,100.106
575,146.535,16.1043,15.016,30.620,173.73,2.344,0.620,15.000,30.000,0.1432,0.1482,0.041,0.000,0.198,-0.011,100.012
576,146.785,14.5748,14.898,30.621,174.11,2.364,0.621,14.900,30.000,0.1378,0.0163,0.029,0.000,0.198,-0.016,100.064
577,147.085,23.5267,14.779,30.623,174.50,2.383,0.623,14.800,30.000,0.1663,0.1692,0.043,0.000,0.198,-0.016,100.194
578,147.335,22.4579,14.659,30.624,174.88,2.387,0.625,14.700,30.000,0.1644,0.1299,0.039,0.000,0.198,-0.015,100.001
579,147.635,31.1349,14.539,30.624,175.25,2.398,0.625,14.500,30.000,0.1771,0.2505,0.050,0.000,0.198,-0.020,100.069
580,147.885,24.1066,14.418,30.622,175.65,2.415,0.623,14.400,30.000,0.1331,0.0481,0.033,0.000,0.198,-0.021,100.037
581,148.135,19.9136,14.296,30.619,176.10,2.448,0.619,14.300,30.000,0.1520,0.1042,0.038,0.000,0.198,-0.016,50.146
582,148.384,29.5842,14.172,30.616,176.53,2.461,0.617,14.200,30.000,0.1555,-0.0383,0.025,0.000,0.198,-0.014,99.988
583,148.684,28.9504,14.048,30.612,176.94,2.463,0.614,14.000,30.000,0.1387,-0.2309,0.008,0.000,0.198,-0.017,100.168
584,148.885,25.5554,13.924,30.607,177.34,2.454,0.607,13.900,30.000,0.1164,0.0646,0.034,0.000,0.198,-0.009,50.233
585,149.184,24.9099,13.802,30.601,177.75,2.435,0.601,13.800,30.000,0.1348,0.0660,0.034,0.000,0.198,-0.002,100.112
586,149.435,30.8323,13.680,30.596,178.11,2.442,0.597,13.700,30.000,0.1592,0.2021,0.046,0.000,0.198,-0.008,100.159
587,149.735,19.1658,13.558,30.591,178.43,2.454,0.592,13.600,30.000,0.1242,0.1405,0.041,0.000,0.198,-0.015,99.853
588,149.985,26.9782,13.434,30.584,178.77,2.480,0.585,13.400,30.000,0.1500,-0.0232,0.027,0.000,0.198,-0.004,99.928
