step,t,solve_ms,mx,my,myaw_deg,v,min_dist,ref_x,ref_y,steer_rad,accel_cmd,throttle,brake,z,vz,obs_clear
53.000000,2.650000,14.510100,6.537024,-0.037908,-2.969942,2.338802,0.052988,6.500000,0.000000,-0.061953,0.048228,0.000000,0.000000,0.000000,0.000000,1.082844
54.000000,2.700000,14.481500,6.653807,-0.043966,-3.247025,2.341213,0.063772,6.700000,0.000000,-0.058192,0.055710,0.000000,0.000000,0.000000,0.000000,0.992156
55.000000,2.750000,14.334500,6.770680,-0.050597,-3.507519,2.343999,0.058478,6.800000,0.000000,-0.070842,0.001464,0.000000,0.000000,0.000000,0.000000,0.904352
56.000000,2.800000,14.405300,6.887660,-0.057767,-3.825191,2.344072,0.059070,6.900000,0.000000,-0.048447,0.091092,0.000000,0.000000,0.000000,0.000000,0.820752
57.000000,2.850000,14.403600,7.004603,-0.065586,-4.042250,2.348627,0.065747,7.000000,0.000000,-0.045479,-0.033161,0.000000,0.000000,0.000000,0.000000,0.739680
58.000000,2.900000,14.349500,7.121742,-0.073864,-4.246391,2.346969,0.076997,7.100000,0.000000,-0.058296,0.027843,0.000000,0.000000,0.000000,0.000000,0.662326
59.000000,2.950000,14.204500,7.238768,-0.082553,-4.507991,2.348361,0.091203,7.200000,0.000000,-0.043552,-0.213357,0.000000,0.000000,0.000000,0.000000,0.590677
60.000000,3.000000,14.620400,7.355823,-0.091782,-4.703448,2.337693,0.101861,7.400000,0.000000,-0.030068,0.068463,0.000000,0.000000,0.000000,0.000000,0.522844
61.000000,3.050000,14.601500,7.472314,-0.101366,-4.837732,2.341116,0.105079,7.500000,0.000000,-0.057826,-0.033575,0.000000,0.000000,0.000000,0.000000,0.459317
62.000000,3.100000,14.520500,7.588953,-0.111238,-5.096573,2.339437,0.111785,7.600000,0.000000,-0.031575,0.082569,0.000000,0.000000,0.000000,0.000000,0.404533
63.000000,3.150000,14.513800,7.705462,-0.121629,-5.237697,2.343566,0.121752,7.700000,0.000000,-0.032958,0.132142,0.000000,0.000000,0.000000,0.000000,0.353385
64.000000,3.200000,14.713900,7.822151,-0.132326,-5.385269,2.350173,0.134168,7.800000,0.000000,0.001688,0.087581,0.000000,0.000000,0.000000,0.000000,0.309077
65.000000,3.250000,14.363500,7.939141,-0.143355,-5.377691,2.354552,0.148602,7.900000,0.000000,0.001979,0.073005,0.000000,0.000000,0.000000,0.000000,0.267032
66.000000,3.300000,14.611600,8.056350,-0.154388,-5.368793,2.358202,0.160440,8.100000,0.000000,-0.011852,0.020562,0.000000,0.000000,0.000000,0.000000,0.231817
67.000000,3.350000,14.180500,8.173743,-0.165421,-5.422176,2.359230,0.167492,8.200000,0.000000,-0.008921,0.173381,0.000000,0.000000,0.000000,0.000000,0.206140
68.000000,3.400000,15.579900,8.291177,-0.176567,-5.462375,2.367899,0.176788,8.300000,0.000000,-0.007552,-0.121710,0.000000,0.000000,0.000000,0.000000,0.188069
69.000000,3.450000,14.200200,8.409034,-0.187838,-5.496528,2.361814,0.188055,8.400000,0.000000,0.017033,0.098233,0.000000,0.000000,0.000000,0.000000,0.178037
70.000000,3.500000,14.473000,8.526582,-0.199149,-5.419690,2.366725,0.200915,8.500000,0.000000,0.017314,0.031356,0.000000,0.000000,0.000000,0.000000,0.172100
71.000000,3.550000,14.426900,8.644389,-0.210326,-5.341421,2.368293,0.214959,8.600000,0.000000,0.005750,-0.008953,0.000000,0.000000,0.000000,0.000000,0.174121
72.000000,3.600000,14.460300,8.762290,-0.221349,-5.315412,2.367846,0.224538,8.800000,0.000000,0.008477,0.155098,0.000000,0.000000,0.000000,0.000000,0.186307
73.000000,3.650000,14.440400,8.880173,-0.232317,-5.277075,2.375600,0.233161,8.900000,0.000000,0.021851,0.140462,0.000000,0.000000,0.000000,0.000000,0.206009
74.000000,3.700000,14.415500,8.998449,-0.243241,-5.177919,2.382624,0.243246,9.000000,0.000000,0.031946,0.160404,0.000000,0.000000,0.000000,0.000000,0.230963
75.000000,3.750000,13.496100,9.117095,-0.253993,-5.032499,2.390644,0.254567,9.100000,0.000000,0.042993,-0.018232,0.000000,0.000000,0.000000,0.000000,0.261324
76.000000,3.800000,15.351200,9.236166,-0.264478,-4.836082,2.389732,0.266939,9.200000,0.000000,0.042730,-0.016677,0.000000,0.000000,0.000000,0.000000,0.296484
77.000000,3.850000,14.476900,9.355227,-0.274552,-4.640942,2.388898,0.278178,9.400000,0.000000,0.050424,0.002420,0.000000,0.000000,0.000000,0.000000,0.338035
78.000000,3.900000,13.558800,9.474280,-0.284216,-4.410689,2.389019,0.285377,9.500000,0.000000,0.044295,0.002207,0.000000,0.000000,0.000000,0.000000,0.384010
79.000000,3.950000,13.752100,9.593378,-0.293402,-4.208454,2.389130,0.293477,9.600000,0.000000,0.067161,0.184187,0.000000,0.000000,0.000000,0.000000,0.436620
80.000000,4.000000,13.478300,9.712512,-0.302169,-3.901545,2.398339,0.302428,9.700000,0.000000,0.024019,-0.011985,0.000000,0.000000,0.000000,0.000000,0.477732
81.000000,4.050000,14.725500,9.832151,-0.310328,-3.791507,2.397740,0.311989,9.800000,0.000000,0.068513,0.137001,0.000000,0.000000,0.000000,0.000000,0.413689
82.000000,4.100000,14.621900,9.951776,-0.318256,-3.477271,2.404590,0.321889,10.000000,0.000000,0.048531,0.020436,0.000000,0.000000,0.000000,0.000000,0.356398
83.000000,4.150000,14.635200,10.071784,-0.325548,-3.254223,2.405612,0.326768,10.100000,0.000000,0.067700,0.232002,0.000000,0.000000,0.000000,0.000000,0.303208
84.000000,4.200000,14.747300,10.191870,-0.332376,-2.942709,2.417212,0.332475,10.200000,0.000000,0.042909,0.049231,0.000000,0.000000,0.000000,0.000000,0.256276
85.000000,4.250000,14.501800,10.312572,-0.338581,-2.744494,2.419673,0.338814,10.300000,0.000000,0.057286,0.022580,0.000000,0.000000,0.000000,0.000000,0.214392
86.000000,4.300000,14.545100,10.433417,-0.344373,-2.479472,2.420802,0.345991,10.400000,0.000000,0.061245,-0.394983,0.000000,0.000000,0.000000,0.000000,0.179583
87.000000,4.350000,14.557300,10.554343,-0.349610,-2.195957,2.401053,0.352578,10.600000,0.000000,0.063619,-0.264580,0.000000,0.000000,0.000000,0.000000,0.151809
88.000000,4.400000,14.486600,10.674308,-0.354210,-1.903827,2.387824,0.355140,10.700000,0.000000,0.077609,-0.494585,0.000000,0.000000,0.000000,0.000000,0.131467
89.000000,4.450000,14.946100,10.793633,-0.358176,-1.549184,2.363095,0.358233,10.800000,0.000000,0.080163,-0.662639,0.000000,0.000000,0.000000,0.000000,0.118640
90.000000,4.500000,14.513000,10.911745,-0.361371,-1.186619,2.329963,0.361561,10.900000,0.000000,0.109686,-0.523840,0.000000,0.000000,0.000000,0.000000,0.113033
91.000000,4.550000,13.429000,11.028218,-0.363783,-0.696561,2.303771,0.364876,11.000000,0.000000,0.116158,-0.695639,0.000000,0.000000,0.000000,0.000000,0.114343
92.000000,4.600000,15.041600,11.143398,-0.365184,-0.183170,2.268989,0.367753,11.100000,0.000000,0.130483,-0.683665,0.000000,0.000000,0.000000,0.000000,0.121813
93.000000,4.650000,14.791500,11.256847,-0.365546,0.385501,2.234806,0.368085,11.300000,0.000000,0.126324,-0.715798,0.000000,0.000000,0.000000,0.000000,0.134866
94.000000,4.700000,13.402500,11.368585,-0.364794,0.927559,2.199016,0.366145,11.400000,0.000000,0.132172,-0.682889,0.000000,0.000000,0.000000,0.000000,0.153093
95.000000,4.750000,14.364500,11.478521,-0.363015,1.485910,2.164871,0.363649,11.500000,0.000000,0.156258,-0.386579,0.000000,0.000000,0.000000,0.000000,0.175965
96.000000,4.800000,14.482800,11.586728,-0.360208,2.137284,2.145542,0.360452,11.600000,0.000000,0.137719,-0.345902,0.000000,0.000000,0.000000,0.000000,0.202594
97.000000,4.850000,14.405100,11.693931,-0.356207,2.705208,2.128247,0.356259,11.700000,0.000000,0.152134,-0.212533,0.000000,0.000000,0.000000,0.000000,0.233385
98.000000,4.900000,14.476900,11.800224,-0.351184,3.328396,2.117621,0.351185,11.800000,0.000000,0.138756,-0.007062,0.000000,0.000000,0.000000,0.000000,0.267499
99.000000,4.950000,14.288100,11.905927,-0.345037,3.893202,2.117268,0.345088,11.900000,0.000000,0.146688,-0.001105,0.000000,0.000000,0.000000,0.000000,0.305308
100.000000,5.000000,14.420200,12.011546,-0.337849,4.490652,2.117212,0.338047,12.000000,0.000000,0.147325,-0.021981,0.000000,0.000000,0.000000,0.000000,0.346297
101.000000,5.050000,14.359400,12.117082,-0.329561,5.090722,2.116113,0.330003,12.100000,0.000000,0.124409,-0.032434,0.000000,0.000000,0.000000,0.000000,0.390373
102.000000,5.100000,14.483700,12.222470,-0.320172,5.596129,2.114492,0.320960,12.200000,0.000000,0.135008,0.044411,0.000000,0.000000,0.000000,0.000000,0.438091
103.000000,5.150000,14.786100,12.327691,-0.309863,6.144679,2.116712,0.311097,12.300000,0.000000,0.109984,0.140695,0.000000,0.000000,0.000000,0.000000,0.488294
104.000000,5.200000,14.641300,12.432918,-0.298534,6.591102,2.123747,0.300343,12.400000,0.000000,0.117456,0.283634,0.000000,0.000000,0.000000,0.000000,0.529193
105.000000,5.250000,14.422500,12.538404,-0.286346,7.069714,2.137929,0.288909,12.500000,0.000000,0.102797,0.277395,0.000000,0.000000,0.000000,0.000000,0.493133
106.000000,5.300000,14.392200,12.644487,-0.273189,7.490934,2.151798,0.276788,12.600000,0.000000,0.129545,0.088192,0.000000,0.000000,0.000000,0.000000,0.457957
107.000000,5.350000,14.901500,12.751159,-0.259163,8.026317,2.156208,0.263725,12.800000,0.000000,0.090464,0.236770,0.000000,0.000000,0.000000,0.000000,0.411700
108.000000,5.400000,14.238300,12.857913,-0.244109,8.399872,2.168046,0.247711,12.900000,0.000000,0.101057,0.264195,0.000000,0.000000,0.000000,0.000000,0.354793
109.000000,5.450000,14.662800,12.965153,-0.228274,8.819747,2.181256,0.230918,13.000000,0.000000,0.086039,0.385805,0.000000,0.000000,0.000000,0.000000,0.304938
110.000000,5.500000,14.330600,13.072926,-0.211552,9.179062,2.200546,0.213277,13.100000,0.000000,0.086851,0.262562,0.000000,0.000000,0.000000,0.000000,0.260234
