step,t,solve_ms,mx,my,myaw_deg,v,min_dist,ref_x,ref_y,steer_rad,accel_cmd,throttle,brake,z,vz,step_ms
188,898.196,4310.3668,21.533,1.827,18.30,2.417,0.296,21.670,1.564,0.2667,0.1260,0.041,0.000,0.196,-0.046,100.246
189,902.846,4357.2513,21.643,1.884,19.02,2.435,0.300,21.810,1.635,0.2439,0.1115,0.040,0.000,0.196,-0.049,99.816
190,907.496,4448.5416,21.752,1.943,19.75,2.457,0.308,21.949,1.707,0.2352,0.1493,0.044,0.000,0.196,-0.039,50.149
191,912.346,4593.2723,21.861,2.003,20.45,2.483,0.309,21.949,1.707,0.2321,0.0842,0.038,0.000,0.197,-0.025,100.036
192,916.996,4443.1976,21.971,2.064,21.11,2.505,0.307,22.088,1.780,0.2129,0.0748,0.038,0.000,0.197,-0.021,99.994
193,921.746,4453.2966,22.081,2.126,21.74,2.513,0.307,22.226,1.855,0.2188,0.1069,0.040,0.000,0.197,-0.026,99.710
194,926.546,4555.3448,22.192,2.188,22.36,2.522,0.309,22.364,1.932,0.2147,0.0465,0.035,0.000,0.197,-0.013,99.899
195,931.247,4447.6764,22.302,2.252,22.95,2.538,0.313,22.500,2.010,0.2000,0.0284,0.034,0.000,0.197,-0.020,100.121
196,935.897,4489.9574,22.412,2.317,23.54,2.547,0.319,22.636,2.089,0.1967,-0.0356,0.028,0.000,0.197,-0.005,49.938
197,940.546,4395.8183,22.523,2.382,24.13,2.545,0.314,22.636,2.089,0.2022,-0.0458,0.027,0.000,0.197,0.012,100.416
198,944.896,4114.2979,22.633,2.448,24.68,2.539,0.311,22.770,2.170,0.2045,-0.0956,0.023,0.000,0.197,0.011,100.643
199,949.596,4439.2796,22.741,2.516,25.23,2.531,0.310,22.904,2.252,0.2024,-0.1127,0.021,0.000,0.197,0.016,100.002
200,954.246,4425.7876,22.849,2.584,25.80,2.520,0.312,23.037,2.335,0.2069,-0.1598,0.017,0.000,0.196,0.025,99.975
201,958.897,4427.6608,22.955,2.653,26.38,2.504,0.317,23.170,2.420,0.2155,-0.1055,0.021,0.000,0.196,0.028,50.179
202,963.696,4553.2801,23.060,2.723,26.95,2.483,0.322,23.170,2.420,0.2169,-0.1016,0.022,0.000,0.196,0.032,101.040
203,968.346,4398.6129,23.163,2.794,27.53,2.472,0.319,23.301,2.506,0.2102,-0.0472,0.026,0.000,0.196,0.030,50.359
204,973.046,4484.4753,23.264,2.865,28.12,2.465,0.319,23.431,2.594,0.2171,-0.0522,0.026,0.000,0.196,0.038,100.205
205,977.797,4518.1414,23.365,2.938,28.71,2.461,0.321,23.561,2.683,0.2133,-0.0184,0.029,0.000,0.196,0.041,50.465
206,982.496,4516.8256,23.465,3.011,29.29,2.455,0.327,23.689,2.773,0.2065,0.0163,0.032,0.000,0.196,0.037,50.193
207,987.397,4642.3112,23.565,3.086,29.87,2.456,0.335,23.817,2.865,0.2121,0.0422,0.034,0.000,0.196,0.042,100.111
208,992.097,4539.9593,23.663,3.161,30.44,2.462,0.333,23.817,2.865,0.2024,0.0589,0.036,0.000,0.196,0.045,50.902
209,996.747,4375.0153,23.762,3.237,31.01,2.475,0.333,23.943,2.958,0.1970,0.0927,0.039,0.000,0.197,0.038,100.076
210,1001.647,4670.4065,23.860,3.314,31.58,2.486,0.336,24.069,3.052,0.1939,0.0518,0.035,0.000,0.197,0.037,100.033
211,1006.447,4516.4218,23.958,3.393,32.13,2.501,0.340,24.194,3.148,0.1965,0.0368,0.034,0.000,0.197,0.026,100.710
212,1011.097,4414.4695,24.056,3.472,32.66,2.511,0.347,24.317,3.245,0.1907,0.0626,0.036,0.000,0.197,0.011,100.149
213,1015.797,4495.4739,24.153,3.553,33.20,2.516,0.349,24.317,3.245,0.1796,0.0602,0.036,0.000,0.197,-0.006,50.225
214,1020.297,4345.5568,24.250,3.634,33.74,2.521,0.348,24.440,3.343,0.1896,0.0207,0.033,0.000,0.197,-0.013,50.182
215,1024.947,4378.9562,24.347,3.716,34.26,2.526,0.348,24.561,3.442,0.2058,-0.0207,0.029,0.000,0.197,-0.025,100.420
216,1029.497,4392.3154,24.443,3.800,34.77,2.528,0.350,24.682,3.543,0.1910,0.0019,0.031,0.000,0.197,-0.034,50.001
217,1034.297,4544.7740,24.539,3.885,35.30,2.527,0.355,24.801,3.645,0.1801,-0.0098,0.030,0.000,0.197,-0.026,99.739
218,1038.997,4470.5091,24.633,3.970,35.86,2.532,0.362,24.920,3.748,0.1790,-0.0029,0.031,0.000,0.197,-0.020,100.114
219,1043.548,4311.0550,24.728,4.056,36.39,2.535,0.363,24.920,3.748,0.1842,-0.0005,0.031,0.000,0.197,-0.021,50.051
220,1048.197,4444.1758,24.821,4.143,36.89,2.539,0.362,25.037,3.853,0.1823,0.0481,0.035,0.000,0.197,-0.017,99.942
221,1052.697,4275.3786,24.914,4.231,37.38,2.547,0.362,25.153,3.959,0.1858,0.0649,0.037,0.000,0.197,-0.013,50.263
222,1057.547,4660.3746,25.006,4.319,37.89,2.559,0.365,25.268,4.065,0.1886,0.0427,0.035,0.000,0.197,-0.010,50.308
223,1062.398,4560.7167,25.098,4.409,38.42,2.571,0.369,25.382,4.174,0.2055,0.0511,0.035,0.000,0.196,-0.008,99.918
224,1067.098,4458.8587,25.189,4.500,38.95,2.578,0.376,25.495,4.283,0.1941,-0.0009,0.031,0.000,0.196,-0.011,100.066
225,1071.948,4574.4865,25.279,4.593,39.51,2.580,0.378,25.495,4.283,0.1865,-0.0153,0.030,0.000,0.196,-0.002,100.153
226,1076.547,4359.8921,25.368,4.687,40.07,2.577,0.378,25.607,4.393,0.1872,-0.0071,0.030,0.000,0.196,0.001,100.137
227,1081.348,4534.0427,25.457,4.781,40.62,2.569,0.380,25.717,4.505,0.1939,-0.0434,0.027,0.000,0.196,0.003,100.458
228,1086.248,4651.0459,25.544,4.877,41.15,2.561,0.383,25.826,4.618,0.1946,-0.0550,0.026,0.000,0.196,-0.001,100.103
229,1090.848,4348.3909,25.631,4.973,41.68,2.555,0.388,25.935,4.732,0.2019,-0.0594,0.026,0.000,0.196,-0.014,100.256
230,1095.248,4246.4954,25.716,5.069,42.22,2.550,0.394,26.041,4.847,0.1975,-0.0549,0.026,0.000,0.196,-0.025,50.075
231,1099.948,4452.8496,25.800,5.167,42.78,2.539,0.401,26.041,4.847,0.1858,0.0345,0.034,0.000,0.196,-0.030,49.975
232,1104.448,4295.4959,25.883,5.264,43.35,2.535,0.401,26.147,4.963,0.1948,0.0053,0.031,0.000,0.196,-0.016,99.767
233,1108.998,4289.8802,25.965,5.363,43.89,2.542,0.402,26.252,5.080,0.1759,-0.0130,0.030,0.000,0.196,-0.004,100.316
234,1113.349,4188.7858,26.047,5.462,44.42,2.544,0.406,26.355,5.199,0.1816,0.0142,0.032,0.000,0.196,0.008,50.262
235,1117.848,4213.1785,26.127,5.562,44.95,2.550,0.410,26.457,5.318,0.1857,0.0544,0.036,0.000,0.197,0.013,99.914
236,1122.448,4398.9428,26.208,5.662,45.45,2.555,0.415,26.558,5.439,0.1569,0.0486,0.035,0.000,0.197,0.010,49.818
237,1127.199,4481.5773,26.287,5.764,45.97,2.568,0.422,26.657,5.560,0.1480,0.0388,0.034,0.000,0.197,0.010,100.457
238,1131.598,4241.7539,26.367,5.865,46.47,2.578,0.421,26.657,5.560,0.1497,0.0493,0.035,0.000,0.197,0.022,50.010
239,1136.348,4524.4638,26.446,5.967,46.91,2.585,0.420,26.755,5.683,0.1455,0.0147,0.032,0.000,0.197,0.020,50.219
240,1140.848,4253.5165,26.525,6.069,47.32,2.592,0.420,26.852,5.806,0.1560,-0.0282,0.029,0.000,0.197,0.010,99.840
241,1145.498,4361.8675,26.604,6.172,47.73,2.594,0.420,26.948,5.931,0.1502,-0.0258,0.029,0.000,0.197,0.003,99.895
242,1149.998,4255.9054,26.682,6.276,48.16,2.592,0.422,27.042,6.057,0.1546,0.0052,0.031,0.000,0.197,-0.008,100.019
243,1154.748,4463.0476,26.759,6.380,48.60,2.588,0.425,27.135,6.183,0.1466,-0.0211,0.029,0.000,0.197,-0.011,99.882
244,1159.299,4310.1363,26.835,6.484,49.03,2.584,0.425,27.135,6.183,0.1381,-0.0405,0.027,0.000,0.197,-0.005,100.028
245,1163.650,4064.9320,26.910,6.589,49.46,2.579,0.421,27.227,6.311,0.1302,-0.0450,0.027,0.000,0.197,-0.000,99.715
246,1167.699,3818.9469,26.985,6.694,49.87,2.568,0.418,27.317,6.439,0.1370,-0.0870,0.023,0.000,0.197,0.004,99.527
247,1171.698,3731.5045,27.060,6.799,50.25,2.554,0.416,27.406,6.569,0.1442,-0.0586,0.026,0.000,0.197,0.006,100.164
248,1176.249,4361.2011,27.133,6.905,50.62,2.541,0.415,27.494,6.699,0.1530,-0.0446,0.027,0.000,0.197,0.001,50.224
249,1180.999,4455.2249,27.205,7.010,51.01,2.535,0.416,27.580,6.830,0.1394,-0.0327,0.028,0.000,0.197,-0.004,100.141
250,1185.799,4574.9543,27.276,7.117,51.43,2.537,0.417,27.580,6.830,0.1429,-0.0095,0.030,0.000,0.197,-0.002,99.730
251,1190.549,4468.5856,27.347,7.223,51.84,2.534,0.411,27.665,6.963,0.1330,-0.0975,0.022,0.000,0.197,0.001,99.934
252,1195.249,4460.3041,27.416,7.330,52.24,2.531,0.406,27.748,7.096,0.1423,-0.0856,0.023,0.000,0.197,-0.002,99.936
253,1199.249,3759.2258,27.485,7.436,52.62,2.526,0.403,27.830,7.230,0.1567,-0.0623,0.025,0.000,0.197,-0.003,49.768
254,1203.099,3691.4441,27.553,7.543,52.99,2.517,0.400,27.911,7.364,0.1672,-0.0637,0.025,0.000,0.197,-0.015,50.156
255,1207.049,3706.8901,27.619,7.650,53.40,2.516,0.400,27.990,7.500,0.1744,-0.0752,0.023,0.000,0.197,-0.015,50.456
256,1211.049,3774.5336,27.684,7.758,53.84,2.509,0.400,27.990,7.500,0.1821,-0.0998,0.021,0.000,0.196,-0.016,100.081
257,1215.249,3900.5983,27.747,7.866,54.31,2.496,0.395,28.068,7.636,0.1790,-0.0752,0.023,0.000,0.196,-0.023,99.982
258,1219.699,4218.8808,27.808,7.975,54.80,2.486,0.392,28.145,7.774,0.1873,-0.0277,0.027,0.000,0.196,-0.026,100.236
259,1223.949,3991.2363,27.868,8.084,55.30,2.474,0.391,28.220,7.912,0.1869,-0.0231,0.028,0.000,0.196,-0.020,100.072
260,1228.299,4196.1770,27.927,8.194,55.80,2.466,0.393,28.293,8.051,0.1804,-0.0358,0.027,0.000,0.196,-0.021,50.005
261,1232.700,4115.3864,27.984,8.304,56.31,2.461,0.397,28.365,8.190,0.1692,-0.0170,0.028,0.000,0.196,-0.023,100.400
262,1237.050,4115.6621,28.041,8.414,56.81,2.458,0.394,28.365,8.190,0.1666,0.0314,0.033,0.000,0.196,-0.028,100.454
263,1241.700,4374.1123,28.098,8.525,57.28,2.460,0.390,28.436,8.330,0.1546,0.0299,0.032,0.000,0.197,-0.036,100.289
264,1246.300,4371.4130,28.154,8.635,57.73,2.469,0.388,28.505,8.472,0.1633,0.0559,0.035,0.000,0.197,-0.035,100.063
265,1250.950,4367.2352,28.209,8.746,58.16,2.476,0.387,28.572,8.613,0.1607,-0.0059,0.029,0.000,0.197,-0.040,99.959
266,1254.850,3725.0411,28.264,8.858,58.59,2.483,0.388,28.639,8.756,0.1547,0.0176,0.031,0.000,0.197,-0.041,49.787
267,1259.200,4130.0472,28.319,8.971,59.03,2.491,0.385,28.639,8.756,0.1423,-0.0159,0.028,0.000,0.197,-0.036,50.316
268,1263.950,4532.9227,28.372,9.083,59.48,2.495,0.379,28.703,8.899,0.1536,-0.0025,0.030,0.000,0.197,-0.032,100.198
269,1268.700,4489.5641,28.425,9.196,59.89,2.493,0.374,28.766,9.043,0.1488,0.0434,0.034,0.000,0.198,-0.032,100.492
270,1273.250,4391.9448,28.478,9.310,60.29,2.493,0.371,28.828,9.187,0.1672,0.0733,0.036,0.000,0.198,-0.038,50.405
271,1277.899,4356.9040,28.529,9.424,60.69,2.499,0.370,28.888,9.332,0.1746,0.0947,0.038,0.000,0.197,-0.033,100.428
272,1282.400,4287.7749,28.580,9.539,61.12,2.509,0.371,28.888,9.332,0.1742,0.0819,0.037,0.000,0.197,-0.035,100.333
273,1287.150,4461.5000,28.630,9.655,61.57,2.525,0.363,28.947,9.478,0.1896,0.0694,0.036,0.000,0.197,-0.035,99.918
274,1291.700,4324.7601,28.678,9.773,62.05,2.536,0.358,29.004,9.624,0.1855,0.0342,0.033,0.000,0.197,-0.033,100.182
275,1296.349,4389.4865,28.725,9.892,62.55,2.544,0.355,29.059,9.771,0.1834,0.0727,0.037,0.000,0.197,-0.026,100.156
276,1300.900,4363.6110,28.771,10.011,63.07,2.553,0.354,29.113,9.919,0.1910,0.0565,0.035,0.000,0.197,-0.013,50.238
277,1305.550,4362.1924,28.816,10.132,63.60,2.563,0.356,29.166,10.067,0.2007,0.0941,0.039,0.000,0.197,0.000,99.805
278,1310.300,4502.2416,28.860,10.253,64.13,2.570,0.358,29.166,10.067,0.1947,0.0393,0.034,0.000,0.197,0.009,100.060
279,1315.100,4536.2847,28.902,10.376,64.69,2.579,0.353,29.217,10.216,0.1937,-0.0385,0.027,0.000,0.197,0.026,100.079
280,1319.851,4506.0903,28.943,10.500,65.26,2.582,0.350,29.266,10.365,0.1974,0.0203,0.032,0.000,0.197,0.034,99.955
281,1324.401,4327.5536,28.983,10.624,65.82,2.583,0.349,29.314,10.514,0.1912,-0.0097,0.030,0.000,0.197,0.035,50.503
282,1328.950,4325.3792,29.021,10.748,66.38,2.586,0.349,29.360,10.665,0.2142,0.0081,0.031,0.000,0.197,0.034,99.700
283,1333.451,4206.0134,29.059,10.872,66.92,2.597,0.350,29.404,10.815,0.2057,-0.0514,0.026,0.000,0.197,0.019,99.803
284,1338.051,4358.1593,29.095,10.998,67.48,2.595,0.354,29.447,10.966,0.2106,-0.0410,0.027,0.000,0.197,0.002,100.112
285,1342.601,4296.1497,29.129,11.123,68.07,2.584,0.355,29.447,10.966,0.1821,-0.0725,0.024,0.000,0.196,-0.016,100.276
286,1347.200,4442.9753,29.162,11.249,68.67,2.572,0.352,29.489,11.118,0.1774,-0.0719,0.024,0.000,0.196,-0.016,50.015
287,1351.850,4350.4007,29.194,11.374,69.26,2.559,0.351,29.529,11.270,0.1811,-0.1148,0.020,0.000,0.197,-0.015,100.560
288,1356.301,4278.2874,29.226,11.499,69.78,2.546,0.350,29.567,11.422,0.1886,-0.1234,0.019,0.000,0.197,-0.020,50.057
289,1361.101,4503.4416,29.256,11.623,70.26,2.533,0.351,29.604,11.575,0.1910,-0.1093,0.020,0.000,0.197,-0.031,99.722
290,1365.701,4358.2831,29.285,11.747,70.77,2.523,0.354,29.639,11.728,0.1921,-0.0613,0.024,0.000,0.196,-0.025,99.898
291,1370.350,4392.6488,29.312,11.871,71.30,2.513,0.356,29.639,11.728,0.1850,-0.0565,0.025,0.000,0.196,-0.022,100.109
292,1374.901,4335.4103,29.338,11.994,71.84,2.508,0.352,29.672,11.881,0.1819,-0.0532,0.025,0.000,0.196,-0.013,100.956
293,1379.550,4396.4531,29.364,12.117,72.36,2.504,0.350,29.704,12.035,0.1834,-0.0272,0.027,0.000,0.196,-0.009,99.991
294,1384.001,4279.0386,29.388,12.240,72.87,2.498,0.350,29.734,12.189,0.1791,-0.0245,0.027,0.000,0.196,-0.009,50.174
295,1388.601,4328.6207,29.411,12.363,73.37,2.496,0.353,29.763,12.344,0.1819,-0.0627,0.024,0.000,0.196,-0.016,99.900
296,1393.151,4319.2488,29.433,12.486,73.87,2.489,0.357,29.790,12.498,0.1800,0.0183,0.031,0.000,0.196,-0.013,100.291
297,1397.901,4453.6804,29.454,12.609,74.37,2.479,0.354,29.790,12.498,0.1854,-0.0309,0.027,0.000,0.196,-0.017,100.014
298,1402.451,4316.4751,29.474,12.732,74.86,2.477,0.351,29.815,12.653,0.2034,0.0123,0.031,0.000,0.196,-0.013,99.963
299,1406.952,4226.5631,29.492,12.856,75.35,2.471,0.350,29.839,12.809,0.2056,-0.0443,0.026,0.000,0.196,-0.003,99.990
300,1411.501,4326.2069,29.509,12.979,75.87,2.468,0.352,29.861,12.964,0.2055,-0.0177,0.028,0.000,0.196,-0.002,100.253
301,1416.152,4379.5817,29.524,13.103,76.41,2.467,0.358,29.882,13.120,0.2086,-0.0071,0.029,0.000,0.196,0.011,100.110
302,1420.652,4314.3029,29.538,13.227,76.98,2.466,0.360,29.882,13.120,0.1985,-0.0239,0.027,0.000,0.196,0.026,50.735
303,1425.352,4400.5573,29.550,13.351,77.56,2.471,0.358,29.901,13.276,0.2089,0.0179,0.031,0.000,0.196,0.039,100.118
304,1429.952,4419.1053,29.562,13.475,78.13,2.468,0.359,29.918,13.432,0.2011,0.0251,0.032,0.000,0.196,0.039,49.955
305,1434.452,4229.2154,29.571,13.599,78.69,2.473,0.362,29.933,13.588,0.2069,0.0264,0.032,0.000,0.196,0.030,100.117
306,1439.151,4541.7915,29.580,13.723,79.24,2.475,0.368,29.947,13.745,0.2114,0.0341,0.033,0.000,0.196,0.013,50.710
307,1443.902,4450.5185,29.588,13.848,79.79,2.474,0.374,29.947,13.745,0.2047,0.0715,0.036,0.000,0.196,-0.004,100.214
308,1448.502,4371.1451,29.594,13.972,80.36,2.477,0.373,29.960,13.901,0.2094,0.0269,0.032,0.000,0.196,-0.005,100.283
309,1453.002,4221.2372,29.599,14.098,80.93,2.490,0.374,29.970,14.058,0.2026,0.0397,0.033,0.000,0.196,-0.010,99.792
310,1457.602,4354.8255,29.603,14.224,81.50,2.492,0.377,29.979,14.215,0.2008,0.0408,0.033,0.000,0.196,-0.004,100.265
311,1462.001,4177.4030,29.605,14.350,82.07,2.505,0.382,29.987,14.372,0.1913,0.0474,0.034,0.000,0.196,0.000,49.815
312,1466.152,3935.6639,29.607,14.476,82.63,2.511,0.389,29.993,14.529,0.1861,0.0098,0.031,0.000,0.197,0.007,100.481
313,1470.702,4291.4225,29.608,14.602,83.18,2.517,0.392,29.993,14.529,0.1648,-0.0090,0.029,0.000,0.197,0.010,99.897
314,1475.052,4133.0026,29.608,14.729,83.71,2.520,0.391,29.997,14.686,0.1715,-0.0643,0.024,0.000,0.197,0.011,100.528
315,1479.502,4184.3096,29.609,14.855,84.20,2.516,0.391,29.999,14.843,0.1520,-0.0348,0.027,0.000,0.197,-0.007,100.021
316,1483.952,4232.8981,29.608,14.981,84.66,2.509,0.392,30.000,15.000,0.1481,-0.0432,0.026,0.000,0.197,-0.015,100.283
317,1488.502,4285.2343,29.607,15.107,85.10,2.498,0.395,29.999,15.157,0.1480,0.0151,0.031,0.000,0.197,-0.024,99.894
318,1493.052,4331.3129,29.606,15.232,85.51,2.488,0.399,29.997,15.314,0.1416,0.0325,0.033,0.000,0.197,-0.026,100.033
319,1497.402,4077.7605,29.605,15.357,85.90,2.489,0.395,29.997,15.314,0.1419,0.0327,0.033,0.000,0.197,-0.032,99.973
320,1501.903,4257.5122,29.602,15.482,86.29,2.492,0.390,29.993,15.471,0.1430,0.0077,0.030,0.000,0.197,-0.032,100.006
321,1506.453,4295.2678,29.600,15.608,86.68,2.496,0.388,29.987,15.628,0.1408,-0.0414,0.026,0.000,0.197,-0.036,100.053
322,1510.853,4201.8890,29.596,15.734,87.07,2.495,0.387,29.979,15.785,0.1669,-0.0225,0.028,0.000,0.197,-0.033,50.003
323,1515.253,4135.4242,29.591,15.859,87.46,2.493,0.388,29.970,15.942,0.1840,-0.0261,0.027,0.000,0.197,-0.029,100.420
324,1519.602,4099.1901,29.586,15.984,87.86,2.497,0.387,29.970,15.942,0.1953,0.0385,0.033,0.000,0.197,-0.023,100.588
325,1524.102,4230.0873,29.578,16.109,88.29,2.499,0.382,29.960,16.099,0.2008,-0.0082,0.029,0.000,0.197,-0.017,100.199
326,1528.403,4085.2871,29.568,16.235,88.76,2.507,0.379,29.947,16.255,0.1877,-0.0285,0.027,0.000,0.196,-0.015,100.524
327,1532.853,4208.3120,29.557,16.360,89.27,2.515,0.380,29.933,16.412,0.1911,-0.0643,0.024,0.000,0.196,-0.009,50.569
328,1537.103,4068.6694,29.544,16.485,89.79,2.512,0.383,29.918,16.568,0.1815,-0.0953,0.021,0.000,0.196,-0.001,49.571
329,1541.502,4137.3244,29.530,16.610,90.32,2.503,0.388,29.901,16.724,0.1778,-0.0423,0.026,0.000,0.196,0.001,100.328
330,1545.802,4067.2087,29.515,16.734,90.82,2.486,0.386,29.901,16.724,0.1936,-0.0413,0.026,0.000,0.196,0.004,100.036
331,1550.203,4112.6864,29.499,16.857,91.31,2.473,0.383,29.882,16.880,0.1977,-0.0399,0.026,0.000,0.196,0.000,100.060
332,1554.653,4220.7543,29.482,16.980,91.79,2.463,0.383,29.861,17.036,0.2010,-0.0099,0.028,0.000,0.196,-0.006,99.763
333,1558.953,4074.2802,29.464,17.103,92.31,2.458,0.386,29.839,17.191,0.1998,-0.0066,0.029,0.000,0.196,-0.013,50.128
334,1563.453,4281.9563,29.443,17.225,92.86,2.458,0.391,29.815,17.347,0.1755,0.0084,0.030,0.000,0.196,-0.006,100.143
335,1567.703,4032.8880,29.422,17.347,93.42,2.461,0.393,29.815,17.347,0.1934,0.0242,0.031,0.000,0.196,0.013,50.112
336,1572.253,4332.2050,29.401,17.469,93.94,2.469,0.391,29.790,17.502,0.1923,0.0437,0.033,0.000,0.196,0.023,99.813
337,1576.754,4246.7844,29.378,17.591,94.43,2.473,0.390,29.763,17.656,0.1746,0.0654,0.035,0.000,0.196,0.026,99.873
338,1581.303,4392.5220,29.354,17.713,94.94,2.483,0.393,29.734,17.811,0.1724,0.0683,0.036,0.000,0.196,0.033,49.938
339,1585.903,4300.0288,29.330,17.836,95.45,2.494,0.396,29.704,17.965,0.1713,0.0399,0.033,0.000,0.197,0.039,100.664
340,1590.454,4327.8687,29.305,17.958,95.92,2.496,0.400,29.704,17.965,0.1625,0.0458,0.034,0.000,0.197,0.043,100.239
341,1594.953,4234.2106,29.278,18.081,96.38,2.501,0.396,29.672,18.119,0.1642,0.0741,0.036,0.000,0.197,0.040,99.957
342,1599.403,4261.4533,29.252,18.204,96.84,2.501,0.393,29.639,18.272,0.1698,0.0626,0.035,0.000,0.197,0.037,50.016
343,1604.003,4317.0047,29.224,18.327,97.29,2.502,0.392,29.604,18.425,0.1598,0.0563,0.035,0.000,0.197,0.034,99.931
344,1608.703,4484.1521,29.196,18.450,97.75,2.514,0.393,29.567,18.578,0.1660,0.0069,0.031,0.000,0.197,0.037,99.724
345,1613.403,4487.1216,29.166,18.574,98.21,2.522,0.395,29.529,18.730,0.1749,0.0068,0.031,0.000,0.197,0.042,50.479
346,1618.153,4509.8621,29.135,18.697,98.67,2.525,0.395,29.529,18.730,0.1829,-0.0202,0.028,0.000,0.197,0.041,100.116
347,1622.554,4130.3857,29.103,18.820,99.14,2.529,0.391,29.489,18.882,0.1818,-0.0266,0.028,0.000,0.197,0.036,100.015
348,1627.004,4224.5681,29.069,18.943,99.64,2.533,0.389,29.447,19.034,0.1843,-0.0244,0.028,0.000,0.197,0.035,99.885
349,1631.404,4122.9035,29.034,19.065,100.16,2.535,0.390,29.404,19.185,0.1748,-0.0660,0.024,0.000,0.197,0.029,99.566
350,1635.654,4077.2456,28.997,19.187,100.67,2.532,0.392,29.360,19.335,0.1707,-0.0496,0.025,0.000,0.197,0.021,50.284
351,1639.654,3731.8473,28.960,19.308,101.17,2.525,0.395,29.314,19.486,0.1674,-0.0993,0.021,0.000,0.197,0.013,100.245
352,1644.104,4273.1085,28.922,19.429,101.66,2.513,0.395,29.314,19.486,0.1773,-0.0590,0.024,0.000,0.197,0.003,50.421
353,1648.304,3964.0174,28.884,19.549,102.12,2.497,0.391,29.266,19.635,0.1780,-0.0121,0.028,0.000,0.197,-0.007,50.246
354,1652.954,4434.1658,28.845,19.668,102.60,2.487,0.389,29.217,19.784,0.1843,-0.0074,0.029,0.000,0.197,-0.016,100.056
355,1657.504,4284.6721,28.805,19.786,103.08,2.484,0.390,29.166,19.933,0.1890,-0.0087,0.029,0.000,0.197,-0.016,100.172
356,1662.104,4383.1666,28.763,19.904,103.58,2.480,0.392,29.113,20.081,0.1758,0.0516,0.034,0.000,0.196,-0.017,100.085
357,1666.754,4359.4985,28.720,20.022,104.10,2.484,0.397,29.059,20.229,0.1790,0.0249,0.032,0.000,0.196,-0.018,99.914
358,1671.554,4592.2961,28.676,20.139,104.60,2.494,0.394,29.059,20.229,0.1998,0.0009,0.030,0.000,0.196,-0.013,99.646
359,1676.254,4417.6388,28.631,20.257,105.08,2.496,0.391,29.004,20.376,0.2075,-0.0041,0.029,0.000,0.197,-0.026,100.025
360,1680.954,4545.8836,28.585,20.374,105.58,2.497,0.391,28.947,20.522,0.2038,-0.0145,0.028,0.000,0.197,-0.036,49.983
361,1685.604,4394.1059,28.536,20.490,106.12,2.508,0.394,28.888,20.668,0.1924,-0.0324,0.027,0.000,0.196,-0.040,100.181
362,1690.254,4496.5272,28.486,20.605,106.70,2.510,0.400,28.828,20.813,0.1774,-0.0333,0.027,0.000,0.196,-0.034,50.234
363,1694.954,4468.8982,28.436,20.721,107.26,2.506,0.403,28.828,20.813,0.1690,-0.0154,0.028,0.000,0.196,-0.024,50.057
364,1699.755,4601.0441,28.385,20.835,107.77,2.499,0.400,28.766,20.957,0.1800,-0.0189,0.028,0.000,0.197,-0.024,50.048
365,1704.355,4328.7563,28.335,20.950,108.24,2.490,0.399,28.703,21.101,0.1935,-0.0119,0.028,0.000,0.197,-0.027,100.112
366,1709.155,4618.0818,28.283,21.063,108.70,2.488,0.399,28.639,21.244,0.1887,-0.0563,0.024,0.000,0.197,-0.027,50.037
367,1714.005,4580.5776,28.230,21.176,109.20,2.486,0.402,28.572,21.387,0.1808,-0.0322,0.026,0.000,0.196,-0.022,100.295
368,1718.654,4399.7568,28.175,21.289,109.72,2.481,0.408,28.505,21.528,0.1681,-0.0265,0.027,0.000,0.196,-0.008,100.136
369,1723.155,4246.6234,28.120,21.400,110.24,2.477,0.405,28.505,21.528,0.1665,-0.0089,0.028,0.000,0.196,0.001,100.015
370,1727.855,4534.3485,28.065,21.511,110.72,2.475,0.403,28.436,21.670,0.1660,0.0037,0.030,0.000,0.196,-0.000,50.188
371,1732.405,4323.2573,28.009,21.622,111.17,2.475,0.402,28.365,21.810,0.1688,0.0450,0.033,0.000,0.197,-0.001,49.895
372,1737.305,4651.9268,27.953,21.733,111.62,2.477,0.404,28.293,21.949,0.1594,0.0587,0.035,0.000,0.197,-0.008,100.217
373,1742.005,4432.3885,27.895,21.843,112.08,2.483,0.407,28.220,22.088,0.1664,0.0412,0.033,0.000,0.197,-0.011,99.963
374,1746.455,4287.7709,27.837,21.953,112.53,2.491,0.406,28.220,22.088,0.1602,0.0686,0.036,0.000,0.197,-0.011,49.666
375,1751.155,4443.4178,27.777,22.063,112.98,2.492,0.402,28.145,22.226,0.1524,0.0815,0.037,0.000,0.197,-0.001,100.417
376,1755.755,4431.2302,27.717,22.173,113.42,2.499,0.399,28.068,22.364,0.1557,0.0939,0.038,0.000,0.197,0.006,50.265
377,1760.405,4358.0960,27.656,22.283,113.85,2.507,0.398,27.990,22.500,0.1712,0.0695,0.036,0.000,0.197,0.008,100.313
378,1764.956,4301.7107,27.594,22.393,114.27,2.515,0.399,27.911,22.636,0.1531,0.0926,0.038,0.000,0.197,0.013,100.191
379,1769.705,4449.6500,27.530,22.503,114.71,2.531,0.402,27.830,22.770,0.1612,0.0750,0.037,0.000,0.197,0.019,100.268
380,1774.306,4380.0522,27.466,22.613,115.16,2.538,0.397,27.830,22.770,0.1665,0.0965,0.039,0.000,0.197,0.029,100.238
