step,t,solve_ms,mx,my,myaw_deg,v,min_dist,ref_x,ref_y,steer_rad,accel_cmd,throttle,brake,z,vz
202,8.397,2.1153,17.694,1.160,-2.89,2.957,0.902,17.811,0.266,-0.0280,-0.0492,0.035,0.000,0.203,-0.050
203,8.436,2.5512,17.811,1.140,-3.40,2.979,0.858,17.965,0.296,-0.0087,-0.1542,0.025,0.000,0.202,-0.036
204,8.476,2.1715,17.930,1.122,-3.81,2.992,0.816,18.119,0.328,0.0165,-0.2747,0.014,0.000,0.201,-0.019
205,8.518,2.1903,18.050,1.106,-4.12,2.997,0.777,18.272,0.361,0.0429,-0.3233,0.010,0.000,0.199,-0.013
206,8.558,2.2659,18.169,1.092,-4.32,2.997,0.738,18.272,0.361,0.0690,-0.3578,0.006,0.000,0.198,-0.003
207,8.596,2.1683,18.289,1.081,-4.42,2.987,0.698,18.425,0.396,0.0923,-0.3820,0.004,0.000,0.197,0.000
208,8.637,2.1782,18.408,1.072,-4.41,2.973,0.662,18.578,0.433,0.1160,-0.4203,0.000,0.000,0.196,0.001
209,8.677,2.2151,18.527,1.065,-4.33,2.950,0.628,18.730,0.471,0.1346,-0.4491,0.000,0.003,0.195,0.004
210,8.717,2.6740,18.643,1.060,-4.21,2.923,0.596,18.730,0.471,0.1462,-0.4980,0.000,0.008,0.195,-0.001
211,8.756,3.7373,18.759,1.057,-4.03,2.889,0.560,18.882,0.511,0.1673,-0.5060,0.000,0.009,0.194,-0.008
212,8.796,2.6733,18.874,1.056,-3.81,2.845,0.528,19.034,0.553,0.1756,-0.5022,0.000,0.010,0.194,-0.010
213,8.837,3.5664,18.988,1.057,-3.54,2.807,0.502,19.185,0.596,0.1847,-0.4965,0.000,0.010,0.194,-0.026
214,8.877,2.5210,19.100,1.059,-3.21,2.775,0.472,19.185,0.596,0.1971,-0.4718,0.000,0.008,0.194,-0.025
215,8.917,2.3859,19.210,1.064,-2.83,2.740,0.442,19.335,0.640,0.2077,-0.4769,0.000,0.009,0.194,0.003
216,8.956,2.2881,19.319,1.071,-2.39,2.697,0.419,19.486,0.686,0.2163,-0.4974,0.000,0.012,0.193,0.002
217,8.996,2.2327,19.427,1.080,-1.89,2.658,0.398,19.486,0.686,0.2192,-0.4878,0.000,0.012,0.193,0.003
218,9.036,2.0329,19.532,1.092,-1.34,2.609,0.372,19.635,0.734,0.2115,-0.5043,0.000,0.014,0.193,0.010
219,9.078,2.1663,19.636,1.105,-0.77,2.550,0.354,19.784,0.783,0.2118,-0.4177,0.000,0.007,0.192,-0.004
220,9.116,4.2693,19.736,1.120,-0.17,2.513,0.340,19.784,0.783,0.2126,-0.3918,0.000,0.005,0.192,-0.009
221,9.158,5.1006,19.836,1.138,0.49,2.476,0.319,19.933,0.834,0.2203,-0.3595,0.000,0.002,0.192,-0.013
222,9.197,2.3208,19.934,1.158,1.17,2.420,0.309,20.081,0.887,0.2197,-0.2803,0.004,0.000,0.192,-0.031
223,9.238,2.7671,20.029,1.179,1.87,2.394,0.297,20.081,0.887,0.2163,-0.2478,0.007,0.000,0.192,-0.013
224,9.277,2.1023,20.123,1.203,2.60,2.363,0.282,20.229,0.941,0.2110,-0.2177,0.009,0.000,0.192,0.030
225,9.317,2.1292,20.216,1.228,3.34,2.310,0.281,20.376,0.996,0.2135,-0.1494,0.015,0.000,0.191,0.012
226,9.357,2.1733,20.306,1.255,4.11,2.290,0.267,20.376,0.996,0.2045,-0.1046,0.019,0.000,0.191,-0.032
227,9.397,2.2346,20.395,1.283,4.91,2.267,0.262,20.522,1.053,0.2027,-0.0375,0.024,0.000,0.192,-0.015
228,9.436,2.1039,20.483,1.312,5.70,2.240,0.262,20.522,1.053,0.2020,-0.0159,0.026,0.000,0.192,0.020
229,9.476,2.0461,20.570,1.342,6.45,2.243,0.250,20.668,1.112,0.2038,0.0190,0.029,0.000,0.193,0.031
230,9.516,2.2393,20.657,1.372,7.16,2.229,0.254,20.813,1.172,0.2030,0.0598,0.033,0.000,0.194,0.039
231,9.556,2.6138,20.743,1.404,7.87,2.240,0.242,20.813,1.172,0.2095,0.1032,0.037,0.000,0.194,0.013
232,9.597,2.0755,20.829,1.437,8.60,2.246,0.240,20.957,1.234,0.2027,0.0975,0.037,0.000,0.195,-0.023
233,9.636,2.2461,20.914,1.470,9.34,2.251,0.240,20.957,1.234,0.2015,0.0989,0.037,0.000,0.195,-0.013
234,9.676,2.9142,21.000,1.505,10.10,2.262,0.232,21.101,1.297,0.1978,0.1079,0.038,0.000,0.196,0.024
235,9.717,3.3291,21.084,1.541,10.82,2.267,0.240,21.244,1.361,0.1951,0.1587,0.042,0.000,0.196,0.038
236,9.757,3.0603,21.170,1.578,11.55,2.282,0.229,21.244,1.361,0.1900,0.1808,0.045,0.000,0.196,0.009
237,9.796,3.8137,21.255,1.616,12.28,2.301,0.230,21.387,1.428,0.1895,0.1714,0.044,0.000,0.196,-0.020
238,9.838,2.3786,21.341,1.656,12.98,2.312,0.232,21.387,1.428,0.1913,0.1778,0.045,0.000,0.197,-0.030
239,9.876,2.0093,21.427,1.696,13.68,2.342,0.224,21.528,1.495,0.1884,0.1677,0.044,0.000,0.197,0.029
240,9.918,2.0383,21.514,1.737,14.39,2.355,0.233,21.670,1.564,0.1862,0.1426,0.042,0.000,0.197,0.032
241,9.958,4.1268,21.600,1.780,15.12,2.375,0.227,21.670,1.564,0.1945,0.1196,0.040,0.000,0.197,-0.002
242,9.998,2.0537,21.687,1.825,15.85,2.403,0.226,21.810,1.635,0.1886,0.1443,0.043,0.000,0.197,-0.021
243,10.038,2.0708,21.774,1.870,16.57,2.398,0.238,21.810,1.635,0.1936,0.1507,0.043,0.000,0.197,-0.028
244,10.077,2.5846,21.861,1.917,17.29,2.421,0.228,21.949,1.707,0.1953,0.1306,0.042,0.000,0.197,-0.021
245,10.117,2.0007,21.947,1.965,18.02,2.442,0.233,22.088,1.780,0.1982,0.1402,0.043,0.000,0.197,0.022
246,10.157,2.0075,22.032,2.015,18.76,2.445,0.241,22.088,1.780,0.1999,0.1128,0.040,0.000,0.196,0.032
247,10.196,2.0142,22.118,2.067,19.53,2.461,0.237,22.226,1.855,0.1984,0.0758,0.037,0.000,0.196,-0.011
248,10.236,1.9872,22.204,2.121,20.33,2.482,0.247,22.364,1.932,0.1902,0.0749,0.037,0.000,0.196,-0.031
249,10.277,2.0890,22.289,2.176,21.14,2.485,0.255,22.364,1.932,0.1941,0.0204,0.033,0.000,0.196,-0.009
250,10.338,7.5128,22.374,2.232,21.93,2.498,0.256,22.500,2.010,0.1932,-0.0111,0.030,0.000,0.196,-0.013
251,10.378,2.1823,22.501,2.319,23.09,2.507,0.266,22.636,2.089,0.1908,-0.0234,0.029,0.000,0.196,-0.006
252,10.417,2.0485,22.583,2.377,23.86,2.512,0.280,22.770,2.170,0.1758,-0.0119,0.030,0.000,0.196,-0.037
253,10.458,2.1118,22.665,2.437,24.62,2.494,0.287,22.770,2.170,0.1669,-0.0282,0.028,0.000,0.196,-0.016
254,10.498,2.0205,22.746,2.497,25.39,2.497,0.292,22.904,2.252,0.1601,-0.0493,0.026,0.000,0.196,0.023
255,10.538,2.3743,22.827,2.558,26.14,2.502,0.307,23.037,2.335,0.1547,-0.0101,0.030,0.000,0.196,0.022
256,10.580,2.2220,22.908,2.619,26.83,2.495,0.312,23.037,2.335,0.1442,0.0328,0.034,0.000,0.197,-0.005
257,10.617,2.1583,22.987,2.680,27.47,2.499,0.317,23.170,2.420,0.1392,-0.0013,0.031,0.000,0.197,0.002
258,10.658,3.2087,23.068,2.741,28.08,2.509,0.330,23.301,2.506,0.1262,0.0067,0.031,0.000,0.197,0.002
259,10.697,2.1311,23.148,2.801,28.65,2.502,0.332,23.301,2.506,0.1219,-0.0232,0.029,0.000,0.197,0.001
260,10.738,2.8183,23.227,2.862,29.18,2.506,0.337,23.431,2.594,0.1212,0.0089,0.031,0.000,0.197,-0.021
261,10.778,2.4648,23.308,2.923,29.70,2.501,0.349,23.561,2.683,0.1113,0.0548,0.036,0.000,0.197,0.001
262,10.819,2.0221,23.387,2.983,30.18,2.497,0.347,23.561,2.683,0.1032,0.0441,0.035,0.000,0.197,0.017
263,10.859,2.1023,23.467,3.045,30.64,2.504,0.351,23.689,2.773,0.1031,0.0436,0.035,0.000,0.196,0.012
264,10.899,2.2034,23.546,3.106,31.07,2.521,0.362,23.689,2.773,0.1029,0.0897,0.039,0.000,0.196,-0.012
265,10.939,2.1110,23.626,3.167,31.50,2.526,0.358,23.817,2.865,0.1021,0.0533,0.036,0.000,0.197,-0.011
266,10.980,2.1615,23.705,3.229,31.90,2.521,0.361,23.943,2.958,0.1015,0.0382,0.034,0.000,0.197,0.001
267,11.019,2.0405,23.785,3.292,32.29,2.524,0.370,23.943,2.958,0.0976,0.0402,0.035,0.000,0.197,-0.014
268,11.058,2.0612,23.865,3.355,32.68,2.532,0.366,24.069,3.052,0.0986,0.0409,0.035,0.000,0.197,0.026
269,11.099,2.1171,23.943,3.419,33.08,2.548,0.369,24.194,3.148,0.0967,0.0239,0.033,0.000,0.197,0.007
270,11.139,2.3627,24.023,3.483,33.48,2.552,0.377,24.194,3.148,0.0988,0.0161,0.033,0.000,0.197,0.010
271,11.180,2.2461,24.102,3.549,33.87,2.546,0.373,24.317,3.245,0.0979,0.0276,0.034,0.000,0.197,-0.008
272,11.218,2.2995,24.180,3.614,34.25,2.552,0.375,24.440,3.343,0.0976,0.0135,0.032,0.000,0.197,-0.013
273,11.260,2.1443,24.258,3.680,34.65,2.565,0.383,24.440,3.343,0.1000,0.0182,0.033,0.000,0.197,-0.008
274,11.299,2.2442,24.336,3.748,35.04,2.555,0.380,24.561,3.442,0.1067,0.0615,0.037,0.000,0.197,0.019
275,11.339,1.9943,24.414,3.815,35.43,2.561,0.382,24.682,3.543,0.0989,-0.0004,0.031,0.000,0.197,0.017
276,11.378,2.0940,24.490,3.883,35.83,2.575,0.391,24.682,3.543,0.0972,-0.0220,0.029,0.000,0.197,-0.003
277,11.419,2.1025,24.566,3.953,36.26,2.582,0.388,24.801,3.645,0.0944,-0.0466,0.027,0.000,0.197,-0.008
278,11.459,2.8068,24.642,4.023,36.67,2.567,0.390,24.920,3.748,0.0920,-0.0782,0.024,0.000,0.197,-0.011
279,11.499,2.3756,24.719,4.093,37.06,2.566,0.399,25.037,3.853,0.0912,-0.0811,0.024,0.000,0.197,-0.005
280,11.539,2.8252,24.795,4.164,37.43,2.565,0.394,25.037,3.853,0.0927,-0.0349,0.028,0.000,0.197,0.022
281,11.579,2.6606,24.869,4.233,37.80,2.565,0.396,25.153,3.959,0.0886,-0.0839,0.024,0.000,0.197,0.005
282,11.618,2.4548,24.943,4.304,38.16,2.555,0.404,25.268,4.065,0.0850,-0.0794,0.024,0.000,0.197,0.009
283,11.659,2.3328,25.017,4.375,38.53,2.543,0.399,25.268,4.065,0.0948,-0.0557,0.026,0.000,0.197,0.006
284,11.698,2.7767,25.090,4.446,38.89,2.542,0.399,25.382,4.174,0.0872,-0.0389,0.027,0.000,0.197,-0.014
285,11.739,2.1602,25.163,4.517,39.24,2.539,0.406,25.495,4.283,0.0926,-0.0310,0.028,0.000,0.197,-0.035
286,11.779,2.1590,25.235,4.588,39.57,2.524,0.401,25.495,4.283,0.0866,-0.0536,0.026,0.000,0.197,0.009
287,11.820,2.7664,25.306,4.660,39.92,2.522,0.401,25.607,4.393,0.0777,-0.0225,0.029,0.000,0.197,0.037
288,11.859,2.3598,25.378,4.732,40.28,2.536,0.409,25.717,4.505,0.0772,-0.0414,0.027,0.000,0.196,0.011
289,11.898,2.5007,25.448,4.805,40.64,2.531,0.403,25.717,4.505,0.0804,-0.0116,0.029,0.000,0.197,-0.024
290,11.939,3.5620,25.519,4.878,40.96,2.514,0.403,25.826,4.618,0.0800,-0.0454,0.026,0.000,0.197,-0.032
291,11.979,2.2544,25.590,4.950,41.26,2.517,0.408,25.826,4.618,0.0774,-0.0455,0.026,0.000,0.198,0.007
292,12.019,2.4710,25.659,5.022,41.56,2.515,0.401,25.935,4.732,0.0890,-0.0728,0.024,0.000,0.197,0.035
293,12.059,2.7446,25.728,5.096,41.88,2.523,0.401,26.041,4.847,0.0933,0.0101,0.031,0.000,0.197,0.009
294,12.099,2.7232,25.797,5.169,42.19,2.509,0.405,26.041,4.847,0.0783,0.0022,0.031,0.000,0.198,-0.012
295,12.139,3.1986,25.865,5.243,42.51,2.499,0.398,26.147,4.963,0.0792,-0.0014,0.030,0.000,0.198,-0.019
296,12.180,2.5502,25.933,5.318,42.84,2.510,0.397,26.252,5.080,0.0770,0.0384,0.034,0.000,0.198,-0.015
297,12.218,2.4914,26.001,5.393,43.17,2.511,0.401,26.252,5.080,0.0843,0.0770,0.037,0.000,0.198,0.009
298,12.259,2.8393,26.068,5.468,43.48,2.509,0.393,26.355,5.199,0.0920,0.0464,0.035,0.000,0.198,0.030
299,12.299,2.2709,26.134,5.542,43.78,2.526,0.393,26.457,5.318,0.0939,0.0820,0.038,0.000,0.198,0.015
300,12.339,3.2061,26.201,5.619,44.09,2.535,0.395,26.457,5.318,0.1001,0.0525,0.035,0.000,0.197,-0.027
301,12.379,2.3951,26.267,5.696,44.42,2.541,0.388,26.558,5.439,0.1054,0.0474,0.035,0.000,0.198,-0.049
302,12.419,2.3916,26.333,5.775,44.78,2.554,0.389,26.657,5.560,0.1102,0.0044,0.031,0.000,0.198,-0.010
303,12.459,2.3786,26.398,5.854,45.16,2.553,0.392,26.657,5.560,0.1096,0.0316,0.034,0.000,0.197,0.053
304,12.500,2.5621,26.462,5.934,45.56,2.562,0.386,26.755,5.683,0.1140,-0.0386,0.027,0.000,0.197,0.028
305,12.540,2.9136,26.525,6.016,45.98,2.576,0.388,26.852,5.806,0.1169,0.0125,0.032,0.000,0.197,-0.023
306,12.579,2.3579,26.588,6.098,46.41,2.563,0.394,26.852,5.806,0.1153,-0.0294,0.028,0.000,0.197,-0.032
307,12.619,2.2332,26.650,6.181,46.86,2.555,0.389,26.948,5.931,0.1151,-0.0532,0.026,0.000,0.197,-0.012
308,12.659,2.6627,26.710,6.264,47.32,2.574,0.392,27.042,6.057,0.1138,-0.0578,0.026,0.000,0.197,-0.008
309,12.699,2.2870,26.769,6.348,47.80,2.566,0.399,27.042,6.057,0.1077,-0.0645,0.025,0.000,0.197,0.010
310,12.738,2.2736,26.829,6.432,48.26,2.545,0.395,27.135,6.183,0.1146,-0.0436,0.027,0.000,0.197,0.044
311,12.778,2.9354,26.887,6.517,48.72,2.554,0.397,27.227,6.311,0.1090,-0.0494,0.026,0.000,0.196,0.026
312,12.819,2.5937,26.945,6.602,49.16,2.556,0.405,27.227,6.311,0.1027,-0.0866,0.023,0.000,0.196,-0.022
313,12.859,2.2085,27.002,6.687,49.59,2.537,0.400,27.317,6.439,0.0975,-0.0833,0.023,0.000,0.197,-0.051
314,12.899,3.0491,27.058,6.771,50.02,2.527,0.402,27.406,6.569,0.0945,-0.0540,0.025,0.000,0.197,-0.008
315,12.939,2.3147,27.115,6.856,50.44,2.527,0.409,27.406,6.569,0.0978,0.0123,0.031,0.000,0.197,0.044
316,12.979,3.2365,27.171,6.940,50.84,2.521,0.403,27.494,6.699,0.0992,0.0146,0.031,0.000,0.197,0.039
317,13.019,2.7316,27.226,7.025,51.20,2.516,0.404,27.580,6.830,0.0989,-0.0463,0.026,0.000,0.197,-0.009
318,13.059,2.9846,27.280,7.109,51.57,2.523,0.410,27.580,6.830,0.0930,-0.0788,0.023,0.000,0.197,-0.030
319,13.099,2.2792,27.334,7.195,51.96,2.523,0.404,27.665,6.963,0.1012,-0.0583,0.025,0.000,0.197,-0.016
320,13.140,4.1262,27.388,7.281,52.36,2.521,0.405,27.748,7.096,0.1057,-0.1184,0.019,0.000,0.197,-0.019
321,13.179,3.5818,27.441,7.367,52.75,2.505,0.410,27.748,7.096,0.1027,-0.1101,0.020,0.000,0.197,0.018
322,13.219,3.1223,27.492,7.452,53.11,2.489,0.405,27.830,7.230,0.1029,-0.0714,0.023,0.000,0.197,0.039
323,13.259,2.2686,27.543,7.538,53.51,2.497,0.407,27.911,7.364,0.1044,-0.0176,0.028,0.000,0.196,-0.002
324,13.300,2.3380,27.593,7.625,53.90,2.482,0.411,27.911,7.364,0.0997,0.0039,0.030,0.000,0.196,-0.054
325,13.338,2.6838,27.642,7.711,54.31,2.465,0.407,27.990,7.500,0.1009,-0.0519,0.025,0.000,0.197,-0.028
326,13.380,3.1589,27.691,7.797,54.71,2.474,0.410,28.068,7.636,0.1030,-0.0101,0.029,0.000,0.197,0.037
327,13.419,2.8504,27.739,7.884,55.11,2.472,0.412,28.068,7.636,0.1047,0.0336,0.032,0.000,0.196,0.048
328,13.459,2.7442,27.786,7.971,55.49,2.468,0.409,28.145,7.774,0.1020,0.0551,0.034,0.000,0.196,-0.010
329,13.498,2.7337,27.833,8.059,55.88,2.475,0.414,28.220,7.912,0.0983,0.0654,0.035,0.000,0.197,-0.026
330,13.539,4.0514,27.879,8.146,56.28,2.481,0.414,28.220,7.912,0.0991,0.0580,0.035,0.000,0.197,-0.006
331,13.579,2.8059,27.924,8.235,56.69,2.487,0.412,28.293,8.051,0.0983,0.0749,0.036,0.000,0.197,0.007
332,13.621,2.7093,27.970,8.324,57.08,2.483,0.417,28.365,8.190,0.0992,0.0940,0.038,0.000,0.197,0.016
333,13.661,2.6903,28.015,8.414,57.46,2.497,0.415,28.365,8.190,0.0990,0.0745,0.037,0.000,0.197,0.030
334,13.701,2.4620,28.060,8.504,57.85,2.522,0.414,28.436,8.330,0.1013,0.0438,0.034,0.000,0.197,-0.011
335,13.741,4.5580,28.104,8.594,58.23,2.524,0.419,28.505,8.472,0.0978,0.0374,0.033,0.000,0.197,-0.042
336,13.781,5.6511,28.147,8.685,58.63,2.520,0.416,28.505,8.472,0.1017,0.0255,0.032,0.000,0.197,-0.017
337,13.820,3.5037,28.191,8.778,59.03,2.534,0.415,28.572,8.613,0.1001,0.0000,0.030,0.000,0.197,0.031
338,13.859,2.4961,28.234,8.870,59.43,2.537,0.421,28.639,8.756,0.1066,0.0391,0.034,0.000,0.197,0.043
339,13.899,2.2719,28.275,8.962,59.81,2.532,0.418,28.639,8.756,0.1087,0.0101,0.031,0.000,0.197,-0.021
340,13.940,2.7706,28.316,9.055,60.21,2.545,0.417,28.703,8.899,0.1079,0.0316,0.033,0.000,0.197,-0.035
341,13.979,2.0261,28.357,9.149,60.62,2.545,0.423,28.766,9.043,0.1057,0.0002,0.030,0.000,0.197,-0.014
342,14.021,2.0790,28.396,9.244,61.05,2.547,0.421,28.766,9.043,0.1017,-0.0205,0.028,0.000,0.197,0.009
343,14.060,2.4363,28.435,9.339,61.48,2.542,0.421,28.828,9.187,0.1137,0.0112,0.031,0.000,0.196,-0.007
344,14.099,2.9673,28.473,9.432,61.90,2.538,0.427,28.888,9.332,0.1164,0.0115,0.031,0.000,0.196,0.021
345,14.139,3.1048,28.511,9.528,62.31,2.547,0.425,28.888,9.332,0.1101,-0.0317,0.027,0.000,0.196,0.013
346,14.181,2.7046,28.547,9.623,62.73,2.557,0.425,28.947,9.478,0.1092,-0.0343,0.027,0.000,0.196,-0.024
347,14.220,2.2292,28.583,9.719,63.17,2.545,0.431,29.004,9.624,0.1097,-0.0042,0.030,0.000,0.196,-0.039
348,14.259,2.1546,28.618,9.816,63.61,2.538,0.431,29.004,9.624,0.1006,-0.0139,0.029,0.000,0.196,-0.001
349,14.299,2.2944,28.652,9.912,64.07,2.546,0.431,29.059,9.771,0.0985,-0.0432,0.026,0.000,0.196,0.031
350,14.340,2.6635,28.686,10.009,64.51,2.541,0.437,29.113,9.919,0.0963,-0.0378,0.027,0.000,0.196,0.025
351,14.379,2.6723,28.719,10.105,64.91,2.531,0.436,29.113,9.919,0.1017,-0.0195,0.028,0.000,0.196,-0.012
352,14.420,2.2002,28.752,10.201,65.29,2.538,0.435,29.166,10.067,0.1070,-0.0449,0.026,0.000,0.197,-0.009
353,14.460,2.0571,28.784,10.297,65.68,2.535,0.440,29.217,10.216,0.1041,-0.0299,0.027,0.000,0.197,0.002
354,14.500,2.4762,28.815,10.394,66.07,2.519,0.439,29.217,10.216,0.1008,0.0046,0.030,0.000,0.196,-0.010
355,14.540,2.1796,28.846,10.491,66.47,2.508,0.438,29.266,10.365,0.1020,-0.0202,0.028,0.000,0.196,-0.033
356,14.580,2.2589,28.876,10.588,66.88,2.516,0.444,29.314,10.514,0.1043,0.0239,0.032,0.000,0.196,0.027
357,14.620,2.4318,28.906,10.684,67.30,2.525,0.442,29.314,10.514,0.1019,0.0279,0.032,0.000,0.196,0.019
358,14.660,2.4445,28.934,10.782,67.70,2.526,0.442,29.360,10.665,0.0975,0.0182,0.032,0.000,0.196,-0.011
359,14.700,2.8470,28.961,10.879,68.11,2.515,0.448,29.404,10.815,0.1140,0.0272,0.032,0.000,0.196,-0.020
360,14.739,2.4713,28.989,10.976,68.51,2.522,0.446,29.404,10.815,0.1180,0.0388,0.033,0.000,0.196,0.009
361,14.779,2.1801,29.015,11.074,68.91,2.539,0.445,29.447,10.966,0.1079,0.0186,0.032,0.000,0.196,0.012
362,14.819,2.1578,29.041,11.172,69.31,2.519,0.451,29.489,11.118,0.1081,0.0394,0.034,0.000,0.196,0.013
363,14.860,2.1178,29.066,11.271,69.71,2.526,0.450,29.489,11.118,0.1097,0.0433,0.034,0.000,0.196,0.003
364,14.899,2.3324,29.090,11.371,70.15,2.548,0.451,29.529,11.270,0.1106,0.0862,0.038,0.000,0.196,0.002
365,14.940,2.1341,29.113,11.470,70.60,2.550,0.457,29.567,11.422,0.1006,0.0486,0.035,0.000,0.196,0.001
366,14.979,2.7616,29.135,11.570,71.03,2.530,0.457,29.567,11.422,0.0925,0.0384,0.034,0.000,0.196,-0.019
367,15.019,2.3507,29.157,11.671,71.46,2.552,0.457,29.604,11.575,0.0874,0.0371,0.034,0.000,0.196,-0.011
368,15.060,2.5602,29.179,11.771,71.88,2.558,0.462,29.639,11.728,0.0828,-0.0098,0.030,0.000,0.197,0.036
369,15.100,2.4450,29.200,11.872,72.27,2.571,0.461,29.639,11.728,0.0841,-0.0476,0.026,0.000,0.197,0.023
370,15.141,2.3524,29.222,11.971,72.61,2.564,0.459,29.672,11.881,0.0761,-0.0958,0.022,0.000,0.197,0.008
371,15.180,2.2207,29.244,12.072,72.94,2.554,0.462,29.704,12.035,0.0780,-0.0697,0.024,0.000,0.197,-0.008
372,15.220,2.2721,29.265,12.172,73.27,2.553,0.460,29.704,12.035,0.0789,-0.0699,0.024,0.000,0.198,-0.010
373,15.259,2.4736,29.286,12.272,73.59,2.545,0.456,29.734,12.189,0.0763,-0.0372,0.027,0.000,0.198,-0.014
374,15.300,2.1698,29.306,12.372,73.90,2.526,0.458,29.763,12.344,0.0776,-0.0748,0.023,0.000,0.197,0.010
375,15.340,2.3361,29.326,12.472,74.21,2.527,0.455,29.763,12.344,0.0819,-0.0693,0.024,0.000,0.197,0.019
376,15.379,2.6661,29.345,12.571,74.52,2.535,0.451,29.790,12.498,0.0857,-0.0856,0.022,0.000,0.197,0.000
377,15.421,2.3868,29.363,12.671,74.83,2.520,0.452,29.815,12.653,0.0919,-0.0686,0.024,0.000,0.197,-0.020
378,15.460,2.5890,29.381,12.770,75.14,2.499,0.450,29.815,12.653,0.0869,-0.0682,0.024,0.000,0.197,-0.041
379,15.499,2.2042,29.398,12.868,75.46,2.495,0.445,29.839,12.809,0.0849,-0.0244,0.027,0.000,0.197,0.003
380,15.539,2.3169,29.413,12.967,75.81,2.494,0.448,29.861,12.964,0.0838,0.0333,0.033,0.000,0.196,0.032
381,15.580,2.8333,29.428,13.066,76.16,2.498,0.445,29.861,12.964,0.0856,0.0341,0.033,0.000,0.196,0.013
382,15.619,2.3207,29.443,13.165,76.50,2.487,0.441,29.882,13.120,0.0837,0.0192,0.031,0.000,0.196,-0.015
383,15.660,2.0908,29.458,13.264,76.82,2.488,0.443,29.901,13.276,0.0822,0.0247,0.032,0.000,0.197,-0.025
384,15.699,2.4452,29.472,13.363,77.14,2.501,0.438,29.901,13.276,0.0860,-0.0269,0.027,0.000,0.197,-0.002
385,15.741,2.8408,29.485,13.462,77.47,2.498,0.434,29.918,13.432,0.0906,-0.0808,0.023,0.000,0.197,0.033
386,15.781,2.6348,29.498,13.562,77.80,2.499,0.437,29.933,13.588,0.0960,-0.0726,0.023,0.000,0.197,0.023
387,15.820,2.1952,29.510,13.662,78.13,2.498,0.430,29.933,13.588,0.1007,-0.0029,0.029,0.000,0.197,-0.011
388,15.860,2.8168,29.520,13.761,78.48,2.497,0.427,29.947,13.745,0.1008,0.0075,0.030,0.000,0.197,-0.028
389,15.901,2.3269,29.530,13.861,78.85,2.484,0.432,29.960,13.901,0.1043,0.0431,0.033,0.000,0.197,-0.032
390,15.939,2.3393,29.539,13.959,79.22,2.482,0.425,29.960,13.901,0.1042,0.0174,0.031,0.000,0.197,0.016
391,15.980,2.0586,29.547,14.059,79.62,2.483,0.424,29.970,14.058,0.1058,0.0809,0.037,0.000,0.196,0.025
392,16.019,2.7122,29.553,14.159,80.03,2.505,0.429,29.970,14.058,0.0995,0.0840,0.037,0.000,0.196,0.005
393,16.060,2.1919,29.559,14.259,80.45,2.501,0.423,29.979,14.215,0.1039,0.0723,0.036,0.000,0.196,-0.022
394,16.100,2.3415,29.565,14.360,80.85,2.504,0.422,29.987,14.372,0.1083,0.0307,0.033,0.000,0.197,-0.026
395,16.140,2.0688,29.570,14.461,81.25,2.528,0.426,29.987,14.372,0.1199,0.0125,0.031,0.000,0.197,0.002
396,16.181,2.2421,29.574,14.563,81.65,2.525,0.420,29.993,14.529,0.1233,0.1038,0.039,0.000,0.197,0.031
397,16.219,2.1456,29.577,14.664,82.07,2.524,0.421,29.997,14.686,0.1131,0.0344,0.033,0.000,0.197,0.029
398,16.260,2.8959,29.579,14.766,82.51,2.533,0.426,29.997,14.686,0.1136,0.0943,0.038,0.000,0.196,-0.009
399,16.301,2.0554,29.579,14.869,82.99,2.549,0.421,29.999,14.843,0.1081,0.1618,0.045,0.000,0.196,-0.032
400,16.340,2.1380,29.579,14.971,83.46,2.547,0.422,30.000,15.000,0.1092,0.0891,0.038,0.000,0.197,-0.024
401,16.380,2.1648,29.578,15.074,83.91,2.560,0.428,30.000,15.000,0.1059,0.0701,0.037,0.000,0.197,0.002
402,16.420,2.2788,29.577,15.178,84.35,2.573,0.423,29.999,15.157,0.0992,0.0673,0.037,0.000,0.197,0.041
403,16.459,2.1673,29.575,15.282,84.79,2.584,0.423,29.997,15.314,0.0953,0.0593,0.036,0.000,0.197,0.033
404,16.499,2.1064,29.572,15.386,85.21,2.598,0.429,29.993,15.471,0.0947,0.0275,0.033,0.000,0.197,0.012
405,16.540,2.1127,29.570,15.490,85.62,2.598,0.423,29.993,15.471,0.1010,-0.0027,0.031,0.000,0.197,-0.009
406,16.580,2.2673,29.567,15.595,86.01,2.604,0.421,29.987,15.628,0.1021,0.0083,0.032,0.000,0.198,-0.028
407,16.619,2.3983,29.563,15.698,86.39,2.608,0.425,29.979,15.785,0.0959,-0.0520,0.026,0.000,0.198,-0.038
408,16.659,2.3736,29.559,15.803,86.79,2.609,0.421,29.979,15.785,0.1085,-0.0687,0.025,0.000,0.198,-0.002
409,16.700,2.5896,29.553,15.908,87.20,2.598,0.419,29.970,15.942,0.1074,-0.0849,0.023,0.000,0.197,0.046
410,16.740,2.1903,29.547,16.012,87.61,2.591,0.421,29.960,16.099,0.1132,-0.1076,0.021,0.000,0.197,0.030
411,16.779,1.9496,29.540,16.116,88.02,2.597,0.420,29.960,16.099,0.1168,-0.0764,0.024,0.000,0.196,-0.020
