step,t,solve_ms,mx,my,myaw_deg,v,min_dist,ref_x,ref_y,steer_rad,accel_cmd,throttle,brake,z,vz
412,16.820,2.2438,29.532,16.220,88.44,2.589,0.417,29.947,16.255,0.1163,-0.0798,0.023,0.000,0.196,-0.060
413,16.860,2.5726,29.522,16.323,88.87,2.561,0.421,29.933,16.412,0.1177,-0.0962,0.022,0.000,0.196,-0.030
414,16.899,2.2669,29.512,16.426,89.33,2.559,0.422,29.933,16.412,0.1215,-0.0703,0.024,0.000,0.196,-0.000
415,16.939,2.3526,29.500,16.528,89.81,2.563,0.420,29.918,16.568,0.1149,-0.0578,0.025,0.000,0.196,0.017
416,16.978,2.5600,29.487,16.629,90.28,2.541,0.424,29.901,16.724,0.1084,-0.0221,0.028,0.000,0.195,0.030
417,17.020,2.0757,29.473,16.731,90.76,2.535,0.427,29.901,16.724,0.1149,-0.0532,0.025,0.000,0.195,0.015
418,17.060,2.7028,29.459,16.832,91.23,2.546,0.425,29.882,16.880,0.1128,-0.0619,0.024,0.000,0.196,-0.002
419,17.103,2.0868,29.445,16.933,91.67,2.539,0.429,29.861,17.036,0.1076,-0.0923,0.022,0.000,0.196,-0.034
420,17.140,2.1929,29.429,17.034,92.11,2.521,0.432,29.861,17.036,0.1144,-0.0792,0.023,0.000,0.197,-0.018
421,17.180,3.0717,29.413,17.134,92.55,2.515,0.430,29.839,17.191,0.1046,-0.0757,0.023,0.000,0.197,0.027
422,17.222,2.0283,29.397,17.234,92.99,2.505,0.433,29.815,17.347,0.1032,-0.0935,0.021,0.000,0.196,0.051
423,17.259,2.0719,29.380,17.333,93.43,2.503,0.436,29.815,17.347,0.1017,-0.1217,0.019,0.000,0.196,0.007
424,17.300,2.0475,29.362,17.431,93.83,2.493,0.434,29.790,17.502,0.0924,-0.1026,0.020,0.000,0.196,-0.029
425,17.340,2.7305,29.344,17.529,94.24,2.477,0.437,29.763,17.656,0.0948,-0.1011,0.020,0.000,0.197,-0.012
426,17.379,1.9385,29.326,17.627,94.64,2.468,0.438,29.763,17.656,0.0936,-0.1366,0.017,0.000,0.197,0.005
427,17.419,2.0314,29.307,17.724,95.01,2.449,0.436,29.734,17.811,0.0945,-0.1194,0.018,0.000,0.197,0.008
428,17.459,1.9979,29.289,17.821,95.36,2.429,0.439,29.704,17.965,0.0900,-0.0844,0.021,0.000,0.197,0.023
429,17.499,2.0678,29.270,17.915,95.71,2.431,0.437,29.704,17.965,0.0914,-0.0689,0.022,0.000,0.196,-0.001
430,17.539,2.1638,29.251,18.011,96.08,2.424,0.435,29.672,18.119,0.0889,0.0024,0.029,0.000,0.196,-0.031
431,17.579,2.1199,29.231,18.105,96.43,2.401,0.441,29.639,18.272,0.0842,0.0021,0.029,0.000,0.196,-0.022
432,17.619,2.2464,29.211,18.200,96.77,2.400,0.434,29.639,18.272,0.0923,0.0324,0.031,0.000,0.197,0.023
433,17.659,2.2043,29.190,18.294,97.11,2.406,0.434,29.604,18.425,0.0910,0.0406,0.032,0.000,0.196,0.035
434,17.703,2.1653,29.169,18.389,97.42,2.408,0.436,29.604,18.425,0.1014,0.0145,0.030,0.000,0.197,-0.009
435,17.740,2.5845,29.147,18.483,97.74,2.404,0.430,29.567,18.578,0.0997,0.0342,0.032,0.000,0.197,-0.021
436,17.779,2.0897,29.125,18.576,98.08,2.422,0.432,29.529,18.730,0.1018,0.0668,0.035,0.000,0.197,-0.000
437,17.819,2.0650,29.102,18.670,98.44,2.417,0.431,29.529,18.730,0.0980,0.0664,0.035,0.000,0.197,0.015
438,17.859,2.3309,29.077,18.764,98.81,2.418,0.429,29.489,18.882,0.0961,0.0827,0.036,0.000,0.197,0.008
439,17.899,2.0470,29.052,18.859,99.19,2.437,0.433,29.447,19.034,0.0934,0.0966,0.037,0.000,0.197,0.002
440,17.940,2.3618,29.026,18.952,99.58,2.444,0.429,29.447,19.034,0.1003,0.1148,0.039,0.000,0.197,-0.003
441,17.978,2.1627,28.999,19.046,99.94,2.443,0.428,29.404,19.185,0.1066,0.0962,0.038,0.000,0.197,-0.003
442,18.020,1.9618,28.972,19.141,100.29,2.454,0.433,29.360,19.335,0.1055,0.1342,0.041,0.000,0.197,0.020
443,18.059,2.0452,28.944,19.237,100.66,2.472,0.427,29.360,19.335,0.1103,0.1215,0.040,0.000,0.197,0.016
444,18.100,2.0415,28.915,19.332,101.06,2.494,0.427,29.314,19.486,0.1047,0.1191,0.040,0.000,0.197,-0.015
445,18.140,2.5247,28.884,19.428,101.48,2.494,0.433,29.314,19.486,0.1047,0.1406,0.042,0.000,0.197,-0.024
446,18.180,2.4056,28.853,19.522,101.91,2.506,0.428,29.266,19.635,0.1006,0.1295,0.041,0.000,0.197,0.006
447,18.219,2.6024,28.821,19.619,102.34,2.534,0.429,29.217,19.784,0.1044,0.0758,0.037,0.000,0.197,0.032
448,18.260,2.4910,28.788,19.715,102.75,2.535,0.434,29.217,19.784,0.0961,0.0451,0.034,0.000,0.197,0.017
449,18.300,2.1287,28.755,19.812,103.15,2.551,0.428,29.166,19.933,0.0957,0.0201,0.032,0.000,0.197,-0.020
450,18.339,4.2897,28.720,19.909,103.55,2.562,0.429,29.113,20.081,0.1035,-0.0094,0.029,0.000,0.198,-0.001
451,18.380,2.5516,28.685,20.005,103.96,2.567,0.434,29.113,20.081,0.0968,-0.0353,0.027,0.000,0.197,0.013
452,18.420,2.4978,28.650,20.102,104.35,2.547,0.428,29.059,20.229,0.0951,-0.0408,0.027,0.000,0.197,-0.019
453,18.461,2.6381,28.614,20.198,104.73,2.545,0.428,29.004,20.376,0.0917,-0.0481,0.026,0.000,0.197,-0.017
454,18.502,2.5640,28.578,20.293,105.10,2.545,0.433,29.004,20.376,0.0933,-0.1081,0.020,0.000,0.197,0.022
455,18.541,2.9075,28.542,20.389,105.49,2.561,0.426,28.947,20.522,0.0975,-0.0981,0.021,0.000,0.197,0.009
456,18.583,4.1913,28.504,20.484,105.87,2.544,0.425,28.888,20.668,0.0990,-0.1556,0.016,0.000,0.197,-0.018
457,18.620,2.6274,28.467,20.579,106.23,2.517,0.431,28.828,20.813,0.0984,-0.1123,0.020,0.000,0.197,-0.034
458,18.660,2.8571,28.428,20.672,106.61,2.511,0.424,28.828,20.813,0.0928,-0.1340,0.018,0.000,0.196,-0.002
459,18.700,2.2032,28.389,20.765,107.01,2.504,0.423,28.766,20.957,0.0993,-0.1235,0.018,0.000,0.196,0.012
460,18.739,2.6708,28.350,20.857,107.40,2.478,0.428,28.766,20.957,0.0993,-0.0793,0.022,0.000,0.196,0.005
461,18.780,2.4530,28.311,20.948,107.76,2.471,0.421,28.703,21.101,0.1008,-0.0282,0.027,0.000,0.196,-0.009
462,18.822,2.8944,28.271,21.038,108.13,2.466,0.421,28.639,21.244,0.0949,-0.0243,0.027,0.000,0.196,-0.005
463,18.860,2.0957,28.230,21.128,108.51,2.449,0.425,28.639,21.244,0.0915,0.0355,0.032,0.000,0.196,-0.014
464,18.900,2.2150,28.189,21.217,108.89,2.442,0.419,28.572,21.387,0.0970,0.1106,0.039,0.000,0.196,-0.026
465,18.940,2.5926,28.148,21.307,109.26,2.445,0.420,28.505,21.528,0.1003,0.1219,0.040,0.000,0.196,0.048
466,18.981,2.3661,28.106,21.396,109.62,2.468,0.420,28.505,21.528,0.1017,0.0888,0.037,0.000,0.196,0.029
467,19.020,2.9254,28.063,21.485,109.98,2.473,0.416,28.436,21.670,0.0992,0.1163,0.040,0.000,0.196,-0.014
468,19.060,2.4944,28.020,21.574,110.34,2.472,0.418,28.365,21.810,0.0943,0.0897,0.038,0.000,0.196,-0.043
469,19.101,3.0354,27.975,21.664,110.73,2.496,0.416,28.365,21.810,0.0999,0.0974,0.038,0.000,0.197,0.004
470,19.141,2.1890,27.930,21.753,111.13,2.506,0.413,28.293,21.949,0.1057,0.1310,0.041,0.000,0.197,0.046
471,19.181,3.4375,27.884,21.843,111.51,2.513,0.416,28.220,22.088,0.1057,0.0726,0.036,0.000,0.197,0.018
472,19.220,3.4763,27.837,21.933,111.89,2.526,0.413,28.220,22.088,0.1023,0.0696,0.036,0.000,0.197,-0.014
473,19.260,2.1715,27.788,22.023,112.29,2.540,0.410,28.145,22.226,0.1108,0.0831,0.038,0.000,0.197,-0.012
474,19.302,2.0338,27.740,22.111,112.70,2.549,0.414,28.068,22.364,0.1077,0.0262,0.033,0.000,0.197,-0.019
475,19.341,2.2802,27.690,22.201,113.12,2.552,0.412,28.068,22.364,0.1027,-0.0077,0.030,0.000,0.197,-0.010
476,19.381,2.3378,27.639,22.290,113.54,2.551,0.409,27.990,22.500,0.1083,-0.0536,0.026,0.000,0.197,0.031
477,19.421,2.0771,27.587,22.380,113.97,2.565,0.413,27.911,22.636,0.1187,-0.0591,0.025,0.000,0.197,0.027
478,19.461,2.4848,27.535,22.468,114.39,2.568,0.412,27.911,22.636,0.1111,-0.0933,0.022,0.000,0.197,0.003
479,19.499,2.0946,27.482,22.556,114.80,2.536,0.409,27.830,22.770,0.1194,-0.1062,0.021,0.000,0.197,-0.041
480,19.541,2.3659,27.429,22.642,115.22,2.535,0.413,27.748,22.904,0.1090,-0.1099,0.020,0.000,0.197,-0.038
481,19.581,2.1165,27.374,22.729,115.68,2.540,0.413,27.748,22.904,0.1096,-0.1089,0.020,0.000,0.196,0.000
482,19.620,2.0612,27.319,22.814,116.14,2.523,0.411,27.665,23.037,0.1096,-0.0940,0.021,0.000,0.196,0.028
483,19.660,2.0331,27.264,22.899,116.58,2.500,0.416,27.580,23.170,0.1117,-0.0678,0.023,0.000,0.196,0.016
484,19.700,2.3328,27.208,22.983,117.01,2.499,0.416,27.580,23.170,0.1101,-0.1157,0.019,0.000,0.196,-0.007
485,19.741,2.0067,27.152,23.066,117.45,2.496,0.414,27.494,23.301,0.1135,-0.0784,0.022,0.000,0.196,-0.024
486,19.780,3.0026,27.097,23.148,117.87,2.469,0.420,27.406,23.431,0.1121,-0.0266,0.027,0.000,0.196,-0.028
487,19.821,2.0348,27.040,23.230,118.29,2.464,0.418,27.406,23.431,0.1057,-0.0055,0.029,0.000,0.196,-0.002
488,19.860,2.1542,26.983,23.311,118.73,2.455,0.417,27.317,23.561,0.1061,-0.0096,0.028,0.000,0.196,0.047
489,19.900,2.1479,26.925,23.391,119.17,2.467,0.424,27.227,23.689,0.1039,0.0410,0.033,0.000,0.195,0.029
490,19.940,2.2700,26.867,23.471,119.58,2.456,0.420,27.227,23.689,0.1075,0.0370,0.032,0.000,0.196,-0.022
491,19.980,2.0264,26.809,23.551,119.97,2.460,0.420,27.135,23.817,0.1057,0.0385,0.033,0.000,0.196,-0.038
492,20.020,2.0742,26.750,23.631,120.37,2.473,0.428,27.135,23.817,0.0999,0.0204,0.031,0.000,0.197,-0.002
493,20.060,2.0235,26.691,23.709,120.78,2.466,0.422,27.042,23.943,0.0999,0.0045,0.030,0.000,0.197,0.056
494,20.101,2.1390,26.631,23.789,121.19,2.469,0.423,26.948,24.069,0.0946,0.0147,0.031,0.000,0.196,0.032
495,20.141,4.0676,26.570,23.868,121.59,2.484,0.428,26.948,24.069,0.0979,0.0413,0.033,0.000,0.197,-0.018
496,20.181,2.1616,26.509,23.946,121.98,2.479,0.423,26.852,24.194,0.1032,0.0025,0.030,0.000,0.197,-0.036
497,20.220,2.0867,26.448,24.025,122.35,2.473,0.424,26.755,24.317,0.1056,0.0104,0.030,0.000,0.197,-0.018
498,20.260,2.3703,26.386,24.103,122.72,2.478,0.427,26.755,24.317,0.1085,0.0431,0.033,0.000,0.197,0.027
499,20.300,2.0250,26.323,24.181,123.11,2.485,0.423,26.657,24.440,0.1070,0.0470,0.034,0.000,0.197,0.023
500,20.340,1.9344,26.259,24.257,123.52,2.494,0.426,26.558,24.561,0.1028,0.0295,0.032,0.000,0.196,-0.010
501,20.380,2.8259,26.194,24.334,123.95,2.489,0.429,26.558,24.561,0.0987,0.0315,0.032,0.000,0.197,-0.033
502,20.420,2.0034,26.129,24.411,124.37,2.499,0.425,26.457,24.682,0.0938,0.0626,0.035,0.000,0.197,-0.016
503,20.460,2.9186,26.064,24.487,124.78,2.504,0.429,26.355,24.801,0.0921,0.1348,0.042,0.000,0.197,0.018
504,20.500,1.9991,25.997,24.563,125.17,2.498,0.430,26.355,24.801,0.0943,0.1080,0.039,0.000,0.197,0.051
505,20.541,2.1794,25.931,24.639,125.53,2.511,0.426,26.252,24.920,0.0979,0.0537,0.035,0.000,0.197,0.021
506,20.581,2.2252,25.865,24.714,125.89,2.538,0.429,26.147,25.037,0.0915,0.0680,0.036,0.000,0.197,-0.031
507,20.621,2.4343,25.797,24.790,126.26,2.541,0.428,26.147,25.037,0.0952,0.0910,0.038,0.000,0.198,-0.040
508,20.660,2.0660,25.728,24.866,126.65,2.543,0.425,26.041,25.153,0.0964,0.0544,0.035,0.000,0.198,-0.009
509,20.700,2.1907,25.659,24.942,127.03,2.556,0.427,25.935,25.268,0.0927,0.0504,0.035,0.000,0.198,0.036
510,20.740,2.1277,25.589,25.017,127.41,2.561,0.427,25.935,25.268,0.0817,0.0409,0.034,0.000,0.197,0.039
511,20.780,2.4002,25.518,25.092,127.79,2.570,0.423,25.826,25.382,0.0877,0.0433,0.034,0.000,0.197,0.001
512,20.820,2.0104,25.447,25.167,128.17,2.579,0.425,25.717,25.495,0.0936,0.0516,0.035,0.000,0.197,-0.028
513,20.860,2.1364,25.376,25.242,128.52,2.577,0.425,25.717,25.495,0.1044,0.0669,0.036,0.000,0.198,-0.017
514,20.901,2.0729,25.304,25.317,128.87,2.586,0.419,25.607,25.607,0.0955,0.0256,0.033,0.000,0.198,-0.013
515,20.940,2.0705,25.231,25.390,129.23,2.603,0.420,25.495,25.717,0.0969,0.0493,0.035,0.000,0.198,0.001
516,20.980,1.9462,25.156,25.464,129.62,2.591,0.423,25.495,25.717,0.1054,0.0458,0.035,0.000,0.197,0.030
517,21.021,2.3927,25.082,25.537,130.01,2.596,0.417,25.382,25.826,0.1012,-0.0228,0.029,0.000,0.197,0.027
518,21.061,1.9893,25.006,25.610,130.42,2.615,0.417,25.268,25.935,0.1057,-0.0781,0.024,0.000,0.197,-0.012
519,21.100,1.9931,24.930,25.682,130.84,2.622,0.422,25.268,25.935,0.1083,-0.0992,0.022,0.000,0.197,-0.051
520,21.139,2.0063,24.853,25.753,131.26,2.598,0.416,25.153,26.041,0.1037,-0.0642,0.025,0.000,0.197,-0.025
521,21.180,1.9884,24.777,25.822,131.68,2.584,0.416,25.037,26.147,0.1023,-0.0841,0.023,0.000,0.197,0.020
522,21.219,2.5273,24.699,25.892,132.12,2.586,0.422,24.920,26.252,0.0965,-0.1006,0.021,0.000,0.196,0.025
523,21.260,2.0870,24.621,25.960,132.55,2.577,0.417,24.920,26.252,0.0880,-0.0879,0.022,0.000,0.196,0.012
524,21.301,3.2973,24.543,26.028,132.96,2.565,0.417,24.801,26.355,0.0945,-0.0622,0.025,0.000,0.196,-0.003
525,21.339,2.0300,24.465,26.096,133.35,2.562,0.421,24.682,26.457,0.1068,-0.0852,0.022,0.000,0.197,0.000
526,21.380,3.0576,24.387,26.163,133.71,2.553,0.416,24.682,26.457,0.1129,-0.1128,0.020,0.000,0.197,-0.018
527,21.421,1.9937,24.310,26.229,134.08,2.541,0.414,24.561,26.558,0.1162,-0.1179,0.019,0.000,0.197,-0.023
528,21.463,2.2029,24.231,26.295,134.45,2.529,0.418,24.440,26.657,0.1161,-0.0801,0.022,0.000,0.197,0.004
529,21.500,3.6557,24.152,26.359,134.85,2.517,0.414,24.440,26.657,0.1130,-0.0349,0.026,0.000,0.196,0.026
530,21.541,2.3142,24.073,26.422,135.28,2.502,0.413,24.317,26.755,0.1110,0.0007,0.030,0.000,0.195,0.013
531,21.580,2.0659,23.993,26.484,135.73,2.510,0.419,24.194,26.852,0.1193,-0.0011,0.029,0.000,0.195,-0.034
532,21.620,2.1974,23.913,26.545,136.18,2.503,0.416,24.194,26.852,0.1089,0.0036,0.030,0.000,0.196,-0.028
533,21.660,1.9737,23.833,26.605,136.63,2.492,0.416,24.069,26.948,0.1188,0.0147,0.031,0.000,0.196,0.016
534,21.702,2.1742,23.751,26.665,137.07,2.504,0.423,23.943,27.042,0.1207,-0.0056,0.029,0.000,0.196,0.012
535,21.740,1.9665,23.671,26.723,137.49,2.501,0.420,23.943,27.042,0.1165,0.0264,0.032,0.000,0.196,-0.001
536,21.780,2.1674,23.588,26.782,137.92,2.497,0.421,23.817,27.135,0.1146,-0.0004,0.029,0.000,0.196,0.010
537,21.821,2.0324,23.506,26.839,138.38,2.512,0.429,23.689,27.227,0.1066,-0.0179,0.028,0.000,0.196,0.006
538,21.860,2.4221,23.422,26.896,138.85,2.514,0.425,23.689,27.227,0.1014,-0.0252,0.027,0.000,0.196,-0.013
539,21.900,2.0665,23.338,26.953,139.31,2.497,0.427,23.561,27.317,0.1006,-0.0297,0.027,0.000,0.196,-0.015
540,21.940,1.9945,23.255,27.009,139.74,2.497,0.434,23.561,27.317,0.0972,0.0003,0.029,0.000,0.197,0.015
541,21.981,2.0411,23.171,27.065,140.15,2.496,0.429,23.431,27.406,0.1000,-0.0214,0.028,0.000,0.197,0.041
542,22.020,2.1407,23.087,27.121,140.54,2.500,0.430,23.301,27.494,0.1057,-0.0295,0.027,0.000,0.197,-0.001
543,22.060,2.1438,23.003,27.176,140.91,2.499,0.436,23.301,27.494,0.1052,-0.0546,0.025,0.000,0.197,-0.019
544,22.100,2.0828,22.920,27.229,141.30,2.491,0.430,23.170,27.580,0.0991,-0.0786,0.022,0.000,0.197,-0.008
545,22.139,1.9339,22.836,27.283,141.70,2.486,0.432,23.037,27.665,0.1040,-0.0404,0.026,0.000,0.197,-0.013
546,22.180,2.0448,22.751,27.335,142.11,2.475,0.437,23.037,27.665,0.1068,-0.0108,0.028,0.000,0.197,-0.011
547,22.220,2.0696,22.666,27.388,142.50,2.463,0.432,22.904,27.748,0.1121,0.0095,0.030,0.000,0.196,0.019
548,22.260,1.9858,22.581,27.439,142.89,2.471,0.435,22.770,27.830,0.1200,-0.0370,0.026,0.000,0.196,0.010
549,22.300,2.1096,22.495,27.489,143.30,2.474,0.439,22.770,27.830,0.1245,-0.0330,0.026,0.000,0.196,-0.019
550,22.340,2.0219,22.409,27.538,143.72,2.456,0.437,22.636,27.911,0.1215,-0.0070,0.028,0.000,0.196,-0.043
551,22.381,2.6255,22.322,27.587,144.16,2.469,0.441,22.500,27.990,0.1170,-0.0000,0.029,0.000,0.196,-0.011
552,22.419,1.9988,22.234,27.634,144.64,2.464,0.445,22.500,27.990,0.1135,-0.0087,0.028,0.000,0.196,0.044
553,22.461,2.1821,22.146,27.680,145.13,2.464,0.445,22.364,28.068,0.1168,0.0239,0.031,0.000,0.195,0.017
554,22.500,2.0621,22.058,27.726,145.59,2.464,0.451,22.226,28.145,0.1155,0.0111,0.030,0.000,0.196,-0.003
555,22.541,2.1167,21.970,27.771,146.03,2.461,0.453,22.226,28.145,0.1141,0.0412,0.033,0.000,0.196,-0.005
556,22.581,2.0094,21.883,27.815,146.47,2.460,0.454,22.088,28.220,0.1089,0.0500,0.034,0.000,0.196,-0.018
557,22.620,2.1110,21.794,27.859,146.90,2.455,0.461,21.949,28.293,0.0992,0.0119,0.030,0.000,0.197,0.006
558,22.660,1.9695,21.704,27.903,147.34,2.464,0.461,21.949,28.293,0.0897,-0.0352,0.026,0.000,0.197,0.036
559,22.700,2.1352,21.615,27.947,147.77,2.486,0.462,21.810,28.365,0.0781,0.0162,0.031,0.000,0.197,0.029
560,22.741,2.3637,21.525,27.990,148.17,2.475,0.469,21.670,28.436,0.0759,0.0565,0.034,0.000,0.197,-0.022
561,22.781,2.1872,21.436,28.034,148.52,2.458,0.465,21.670,28.436,0.0712,0.0342,0.032,0.000,0.198,-0.037
562,22.822,1.9801,21.347,28.078,148.83,2.463,0.464,21.528,28.505,0.0649,0.0040,0.030,0.000,0.198,0.023
563,22.861,2.2241,21.259,28.122,149.12,2.474,0.468,21.387,28.572,0.0725,-0.0258,0.027,0.000,0.198,0.045
564,22.901,2.2343,21.170,28.166,149.40,2.481,0.461,21.387,28.572,0.0687,-0.0167,0.028,0.000,0.198,0.020
565,22.940,2.2406,21.081,28.210,149.65,2.470,0.458,21.244,28.639,0.0748,0.0108,0.030,0.000,0.198,-0.026
566,22.980,2.1453,20.992,28.254,149.91,2.474,0.460,21.244,28.639,0.0778,0.0081,0.030,0.000,0.198,-0.034
567,23.020,2.1179,20.903,28.297,150.18,2.480,0.452,21.101,28.703,0.0855,-0.0152,0.028,0.000,0.198,-0.008
568,23.060,2.1527,20.813,28.340,150.45,2.462,0.451,20.957,28.766,0.0859,-0.0156,0.028,0.000,0.198,0.029
569,23.100,2.0061,20.722,28.381,150.75,2.482,0.451,20.957,28.766,0.0904,0.0552,0.034,0.000,0.197,0.004
570,23.141,2.9527,20.632,28.422,151.06,2.488,0.444,20.813,28.828,0.0908,0.0714,0.036,0.000,0.197,-0.023
571,23.180,2.0022,20.541,28.462,151.40,2.476,0.445,20.668,28.888,0.0949,0.1065,0.039,0.000,0.197,-0.027
572,23.220,2.3853,20.450,28.500,151.73,2.486,0.445,20.668,28.888,0.0903,0.0831,0.037,0.000,0.197,-0.021
573,23.261,2.1123,20.357,28.539,152.09,2.494,0.440,20.522,28.947,0.0988,0.0671,0.036,0.000,0.197,0.044
574,23.301,7.2933,20.264,28.577,152.46,2.518,0.441,20.376,29.004,0.0940,0.0228,0.032,0.000,0.197,0.040
575,23.341,2.7936,20.170,28.614,152.82,2.522,0.440,20.376,29.004,0.0961,0.0012,0.030,0.000,0.197,-0.020
576,23.384,2.6889,20.076,28.651,153.17,2.513,0.436,20.229,29.059,0.0952,0.0510,0.034,0.000,0.197,-0.051
577,23.421,2.6674,19.981,28.687,153.54,2.525,0.437,20.081,29.113,0.1006,0.0313,0.033,0.000,0.198,-0.010
578,23.460,2.3840,19.886,28.723,153.93,2.536,0.436,20.081,29.113,0.1013,-0.0012,0.030,0.000,0.197,0.030
579,23.500,1.9861,19.790,28.758,154.32,2.524,0.432,19.933,29.166,0.1037,0.0148,0.031,0.000,0.197,0.034
580,23.540,2.0124,19.694,28.792,154.70,2.527,0.434,19.784,29.217,0.1039,0.0353,0.033,0.000,0.197,-0.006
581,23.580,2.4398,19.598,28.825,155.11,2.543,0.434,19.784,29.217,0.1121,0.0149,0.031,0.000,0.197,-0.016
582,23.620,1.9961,19.501,28.857,155.52,2.540,0.430,19.635,29.266,0.1098,-0.0225,0.028,0.000,0.197,-0.024
583,23.660,2.0087,19.405,28.888,155.93,2.535,0.433,19.486,29.314,0.1157,-0.0067,0.029,0.000,0.197,-0.033
584,23.701,2.1222,19.308,28.919,156.36,2.537,0.433,19.486,29.314,0.1155,-0.0016,0.030,0.000,0.197,0.006
585,23.743,2.6976,19.210,28.948,156.80,2.536,0.430,19.335,29.360,0.1058,-0.0134,0.029,0.000,0.196,0.045
586,23.784,3.3820,19.111,28.977,157.26,2.548,0.434,19.185,29.404,0.1131,0.0164,0.031,0.000,0.196,0.014
587,23.821,3.3253,19.013,29.004,157.71,2.541,0.436,19.185,29.404,0.1051,0.0119,0.031,0.000,0.196,-0.037
588,23.860,2.2847,18.915,29.032,158.15,2.529,0.433,19.034,29.447,0.1091,0.0472,0.034,0.000,0.196,-0.035
589,23.901,2.0469,18.816,29.059,158.58,2.539,0.435,18.882,29.489,0.1007,-0.0065,0.029,0.000,0.197,0.002
590,23.940,2.2442,18.718,29.084,159.00,2.546,0.437,18.882,29.489,0.0990,0.0019,0.030,0.000,0.197,0.036
591,23.979,2.0227,18.619,29.109,159.43,2.536,0.434,18.730,29.529,0.1119,-0.0028,0.030,0.000,0.196,0.038
592,24.020,2.0655,18.520,29.135,159.84,2.545,0.436,18.578,29.567,0.1024,0.0062,0.030,0.000,0.197,0.009
593,24.063,3.0527,18.420,29.159,160.25,2.555,0.437,18.578,29.567,0.0953,0.0091,0.031,0.000,0.197,-0.020
594,24.103,2.6831,18.321,29.183,160.65,2.547,0.434,18.425,29.604,0.0932,-0.0120,0.029,0.000,0.197,-0.035
595,24.142,2.6972,18.222,29.206,161.05,2.535,0.436,18.272,29.639,0.0942,-0.0062,0.029,0.000,0.197,-0.022
596,24.180,2.0124,18.123,29.229,161.44,2.542,0.436,18.272,29.639,0.0932,0.0074,0.031,0.000,0.197,0.030
597,24.223,3.1199,18.023,29.251,161.82,2.543,0.432,18.119,29.672,0.0895,0.0062,0.031,0.000,0.197,0.053
598,24.260,2.0937,17.923,29.273,162.19,2.545,0.433,17.965,29.704,0.0922,0.0111,0.031,0.000,0.197,0.007
599,24.299,2.2191,17.823,29.294,162.55,2.543,0.434,17.965,29.704,0.0914,0.0073,0.031,0.000,0.197,-0.033
600,24.341,5.0938,17.724,29.315,162.90,2.544,0.428,17.811,29.734,0.0963,0.0071,0.031,0.000,0.197,-0.028
601,24.380,2.6444,17.624,29.336,163.27,2.555,0.429,17.656,29.763,0.0991,-0.0149,0.029,0.000,0.197,-0.004
602,24.421,2.6167,17.523,29.355,163.64,2.553,0.429,17.656,29.763,0.0979,0.0261,0.032,0.000,0.197,0.024
603,24.463,2.5585,17.423,29.373,164.02,2.533,0.424,17.502,29.790,0.0999,0.0473,0.034,0.000,0.197,0.028
604,24.503,2.6605,17.322,29.391,164.41,2.547,0.425,17.347,29.815,0.1004,0.0498,0.034,0.000,0.196,0.003
605,24.541,2.5845,17.222,29.408,164.81,2.568,0.426,17.347,29.815,0.0975,0.0540,0.035,0.000,0.196,-0.034
606,24.581,2.1008,17.120,29.424,165.22,2.560,0.422,17.191,29.839,0.0956,0.0229,0.032,0.000,0.197,-0.024
607,24.624,2.6235,17.018,29.439,165.62,2.552,0.422,17.036,29.861,0.0963,0.0395,0.034,0.000,0.197,0.001
608,24.664,2.4688,16.916,29.454,166.01,2.569,0.424,17.036,29.861,0.0984,0.0026,0.030,0.000,0.197,0.028
609,24.703,3.1405,16.814,29.469,166.40,2.576,0.418,16.880,29.882,0.0989,0.0177,0.032,0.000,0.197,0.036
610,24.742,2.6006,16.712,29.482,166.78,2.575,0.419,16.724,29.901,0.1084,0.0545,0.035,0.000,0.197,-0.003
611,24.779,2.2070,16.610,29.495,167.17,2.578,0.422,16.724,29.901,0.1092,0.0469,0.035,0.000,0.197,-0.023
612,24.821,2.3195,16.507,29.507,167.57,2.580,0.416,16.568,29.918,0.1110,0.0711,0.037,0.000,0.197,-0.027
613,24.862,2.2358,16.403,29.517,167.99,2.591,0.416,16.412,29.933,0.1074,0.0713,0.037,0.000,0.197,-0.008
614,24.901,2.1338,16.300,29.527,168.43,2.596,0.422,16.412,29.933,0.1119,0.0349,0.034,0.000,0.196,0.003
615,24.939,2.1076,16.197,29.536,168.87,2.594,0.416,16.255,29.947,0.1184,0.0335,0.034,0.000,0.196,0.018
616,24.979,2.3841,16.092,29.544,169.31,2.597,0.416,16.099,29.960,0.1158,-0.0083,0.030,0.000,0.196,0.029
617,25.019,1.9563,15.987,29.551,169.77,2.620,0.422,15.942,29.970,0.1074,-0.0442,0.027,0.000,0.196,-0.025
618,25.059,2.2484,15.882,29.556,170.24,2.621,0.418,15.942,29.970,0.1100,-0.0914,0.023,0.000,0.196,-0.028
619,25.099,2.1459,15.779,29.561,170.71,2.609,0.418,15.785,29.979,0.1079,-0.1188,0.020,0.000,0.196,0.009
620,25.140,2.7300,15.674,29.566,171.17,2.593,0.423,15.628,29.987,0.1071,-0.1487,0.017,0.000,0.197,0.018
621,25.179,2.2293,15.569,29.569,171.62,2.587,0.422,15.628,29.987,0.0938,-0.1778,0.014,0.000,0.197,0.000
622,25.219,2.2610,15.465,29.572,172.05,2.567,0.421,15.471,29.993,0.0883,-0.1688,0.015,0.000,0.196,0.001
