step,t,solve_ms,mx,my,myaw_deg,v,min_dist,ref_x,ref_y,steer_rad,accel_cmd,throttle,brake,z,vz,obs_clear
79.000000,3.950000,31.095600,9.788782,-0.194020,-3.694180,2.436467,0.194344,9.800000,0.000000,-0.005903,0.490524,0.000000,0.000000,0.000000,0.000000,0.347544
80.000000,4.000000,28.948600,9.910352,-0.201869,-3.721648,2.460993,0.202135,9.900000,0.000000,0.001680,0.182178,0.000000,0.000000,0.000000,0.000000,0.280589
81.000000,4.050000,29.389900,10.033142,-0.209857,-3.713754,2.470102,0.212457,10.000000,0.000000,0.081454,0.256410,0.000000,0.000000,0.000000,0.000000,0.219483
82.000000,4.100000,29.327200,10.156388,-0.217856,-3.328641,2.482923,0.222179,10.200000,0.000000,-0.024090,0.106884,0.000000,0.000000,0.000000,0.000000,0.167623
83.000000,4.150000,29.845400,10.280324,-0.225064,-3.442898,2.488267,0.225923,10.300000,0.000000,0.085031,0.189386,0.000000,0.000000,0.000000,0.000000,0.118625
84.000000,4.200000,29.895600,10.404513,-0.232536,-3.037831,2.497736,0.232580,10.400000,0.000000,0.090463,0.146305,0.000000,0.000000,0.000000,0.000000,0.080839
85.000000,4.250000,29.638200,10.529224,-0.239154,-2.605112,2.505051,0.240933,10.500000,0.000000,0.108376,-0.086114,0.000000,0.000000,0.000000,0.000000,0.050272
86.000000,4.300000,30.017300,10.654348,-0.244847,-2.084568,2.500746,0.249067,10.700000,0.000000,0.152864,-0.046947,0.000000,0.000000,0.000000,0.000000,0.027491
87.000000,4.350000,29.207600,10.779302,-0.249396,-1.348737,2.498398,0.250253,10.800000,0.000000,0.185706,0.113582,0.000000,0.000000,0.000000,0.000000,0.012717
88.000000,4.400000,29.337500,10.904187,-0.252336,-0.452295,2.504077,0.252371,10.900000,0.000000,0.182826,-0.152139,0.000000,0.000000,0.000000,0.000000,0.004959
89.000000,4.450000,29.380100,11.029387,-0.253324,0.431932,2.496470,0.255023,11.000000,0.000000,0.129879,0.188697,0.000000,0.000000,0.000000,0.000000,0.003516
90.000000,4.500000,29.346200,11.154207,-0.252383,1.054687,2.505905,0.256504,11.200000,0.000000,0.162516,-0.167807,0.000000,0.000000,0.000000,0.000000,0.008752
91.000000,4.550000,29.276400,11.279481,-0.250077,1.839396,2.497515,0.250917,11.300000,0.000000,0.151470,-0.069945,0.000000,0.000000,0.000000,0.000000,0.021083
92.000000,4.600000,29.039700,11.404293,-0.246069,2.567472,2.494018,0.246106,11.400000,0.000000,0.124517,-0.199825,0.000000,0.000000,0.000000,0.000000,0.040107
93.000000,4.650000,29.609500,11.528868,-0.240483,3.163657,2.484026,0.242209,11.500000,0.000000,0.120967,0.169603,0.000000,0.000000,0.000000,0.000000,0.066158
94.000000,4.700000,29.419200,11.652880,-0.233628,3.740359,2.492507,0.238333,11.700000,0.000000,0.051831,-0.127072,0.000000,0.000000,0.000000,0.000000,0.098853
95.000000,4.750000,29.064200,11.777240,-0.225498,3.987314,2.486153,0.226644,11.800000,0.000000,0.100030,0.036012,0.000000,0.000000,0.000000,0.000000,0.140020
96.000000,4.800000,30.191200,11.901247,-0.216854,4.463867,2.487954,0.216858,11.900000,0.000000,0.021826,0.136542,0.000000,0.000000,0.000000,0.000000,0.186583
97.000000,4.850000,31.353700,12.025267,-0.207173,4.567595,2.494781,0.208708,12.000000,0.000000,0.064028,-0.072292,0.000000,0.000000,0.000000,0.000000,0.241815
98.000000,4.900000,29.992600,12.149610,-0.197239,4.873085,2.491166,0.203382,12.100000,0.000000,0.034390,0.114030,0.000000,0.000000,0.000000,0.000000,0.301948
99.000000,4.950000,30.383100,12.273718,-0.186658,5.036767,2.496868,0.188499,12.300000,0.000000,-0.012843,-0.160307,0.000000,0.000000,0.000000,0.000000,0.368525
100.000000,5.000000,30.688600,12.398080,-0.175697,4.975520,2.488852,0.175708,12.400000,0.000000,0.030895,0.313109,0.000000,0.000000,0.000000,0.000000,0.369735
101.000000,5.050000,30.841400,12.522053,-0.164904,5.122420,2.504508,0.166372,12.500000,0.000000,0.062571,0.062506,0.000000,0.000000,0.000000,0.000000,0.308073
102.000000,5.100000,30.556900,12.646779,-0.153724,5.422104,2.507633,0.160684,12.600000,0.000000,0.045735,0.110600,0.000000,0.000000,0.000000,0.000000,0.258598
103.000000,5.150000,30.175500,12.771599,-0.141876,5.641292,2.513163,0.144691,12.800000,0.000000,0.040501,0.092468,0.000000,0.000000,0.000000,0.000000,0.212132
104.000000,5.200000,31.235200,12.896649,-0.129524,5.835792,2.517786,0.129567,12.900000,0.000000,0.051605,-0.576535,0.000000,0.000000,0.000000,0.000000,0.171699
105.000000,5.250000,30.205000,13.021886,-0.116724,6.084162,2.488960,0.118758,13.000000,0.000000,0.010213,0.237749,0.000000,0.000000,0.000000,0.000000,0.141283
106.000000,5.300000,30.330000,13.145633,-0.103534,6.132710,2.500847,0.113144,13.100000,0.000000,0.063388,0.065925,0.000000,0.000000,0.000000,0.000000,0.110942
107.000000,5.350000,30.060000,13.269959,-0.090175,6.435875,2.504143,0.095047,13.300000,0.000000,0.068341,-0.215224,0.000000,0.000000,0.000000,0.000000,0.100004
108.000000,5.400000,29.537600,13.394378,-0.076140,6.763228,2.493382,0.076348,13.400000,0.000000,0.027158,-0.222714,0.000000,0.000000,0.000000,0.000000,0.098452
109.000000,5.450000,29.508500,13.518179,-0.061459,6.892584,2.482246,0.064091,13.500000,0.000000,0.086031,-0.429604,0.000000,0.000000,0.000000,0.000000,0.096723
110.000000,5.500000,29.567500,13.641394,-0.046564,7.301445,2.460766,0.062303,13.600000,0.000000,-0.024084,-0.432661,0.000000,0.000000,0.000000,0.000000,0.080327
111.000000,5.550000,29.995000,13.763435,-0.030927,7.188237,2.439133,0.047890,13.800000,0.000000,-0.017240,0.529559,0.000000,0.000000,0.000000,0.000000,0.056542
112.000000,5.600000,31.148300,13.884433,-0.015667,7.107917,2.465611,0.022086,13.900000,0.000000,0.034252,-0.494660,0.000000,0.000000,0.000000,0.000000,0.043025
113.000000,5.650000,31.775100,14.006766,-0.000412,7.269272,2.440878,0.006779,14.000000,0.000000,-0.047768,0.113660,0.000000,0.000000,0.000000,0.000000,0.048366
114.000000,5.700000,32.459200,14.127829,0.015030,7.046420,2.446561,0.031629,14.100000,0.000000,-0.020381,0.179205,0.000000,0.000000,0.000000,0.000000,0.048386
115.000000,5.750000,31.631800,14.249233,0.030037,6.951173,2.455521,0.057673,14.200000,0.000000,-0.028567,0.139274,0.000000,0.000000,0.000000,0.000000,0.062378
116.000000,5.800000,31.279500,14.371107,0.044896,6.817165,2.462485,0.053389,14.400000,0.000000,-0.008731,0.046844,0.000000,0.000000,0.000000,0.000000,0.083761
117.000000,5.850000,31.371300,14.493361,0.059511,6.776099,2.464827,0.059880,14.500000,0.000000,-0.068727,0.172403,0.000000,0.000000,0.000000,0.000000,0.117700
118.000000,5.900000,29.110800,14.615741,0.074052,6.452061,2.473447,0.075706,14.600000,0.000000,-0.020719,0.219326,0.000000,0.000000,0.000000,0.000000,0.147901
119.000000,5.950000,31.444400,14.738630,0.087949,6.354171,2.484414,0.096059,14.700000,0.000000,-0.013649,-0.200238,0.000000,0.000000,0.000000,0.000000,0.195098
120.000000,6.000000,30.049400,14.862088,0.101697,6.289405,2.474402,0.108534,14.900000,0.000000,-0.044691,0.199964,0.000000,0.000000,0.000000,0.000000,0.251051
121.000000,6.050000,29.833100,14.985063,0.115251,6.078065,2.484400,0.116215,15.000000,0.000000,-0.022474,-0.201333,0.000000,0.000000,0.000000,0.000000,0.307115
122.000000,6.100000,29.854900,15.108585,0.128403,5.971413,2.474333,0.136486,15.157077,0.000822,0.000627,-0.014155,0.000000,0.000000,0.000000,0.000000,0.373538
123.000000,6.150000,29.289000,15.231630,0.141274,5.974378,2.473626,0.159012,15.157077,0.000822,0.015397,-0.110502,0.000000,0.000000,0.000000,0.000000,0.321465
124.000000,6.200000,30.117900,15.354640,0.154147,6.047124,2.468100,0.156200,15.314136,0.003290,-0.035605,0.105252,0.000000,0.000000,0.000000,0.000000,0.254741
125.000000,6.250000,29.561100,15.477358,0.167147,5.879221,2.473363,0.159866,15.471161,0.007402,-0.029195,0.087165,0.000000,0.000000,0.000000,0.000000,0.196683
