step,t,solve_ms,mx,my,myaw_deg,v,min_dist,ref_x,ref_y,steer_rad,accel_cmd,throttle,brake,z,vz,step_ms
183,43.086,35.4321,21.381,1.715,19.93,2.566,0.264,21.528,1.495,0.1790,-0.2020,0.016,0.000,0.196,-0.032,50.218
184,43.336,36.2489,21.497,1.772,20.45,2.555,0.270,21.670,1.564,0.1774,-0.0124,0.033,0.000,0.196,-0.038,99.968
185,43.586,39.7113,21.610,1.829,20.95,2.533,0.272,21.670,1.564,0.1592,-0.1170,0.023,0.000,0.196,-0.040,50.525
186,43.786,36.3044,21.723,1.888,21.44,2.532,0.267,21.810,1.635,0.1933,-0.0974,0.025,0.000,0.196,-0.033,50.157
187,44.036,37.5875,21.836,1.946,21.91,2.522,0.264,21.949,1.707,0.1818,-0.0662,0.028,0.000,0.197,-0.037,50.365
188,44.236,34.8064,21.948,2.005,22.37,2.510,0.265,22.088,1.780,0.2043,0.0892,0.041,0.000,0.197,-0.031,50.526
189,44.486,35.6432,22.059,2.066,22.85,2.508,0.269,22.226,1.855,0.1563,0.0812,0.041,0.000,0.196,-0.024,50.009
190,44.686,38.5322,22.169,2.129,23.39,2.528,0.276,22.364,1.932,0.1620,0.1278,0.045,0.000,0.196,0.015,50.566
191,44.936,41.5020,22.281,2.192,23.92,2.551,0.273,22.364,1.932,0.2067,-0.0430,0.030,0.000,0.196,0.029,50.595
192,45.136,34.5468,22.392,2.256,24.39,2.562,0.268,22.500,2.010,0.1796,-0.0874,0.026,0.000,0.197,0.045,50.403
193,45.386,34.3850,22.503,2.321,24.85,2.566,0.267,22.636,2.089,0.1615,-0.1793,0.018,0.000,0.197,0.053,50.164
194,45.587,35.4174,22.614,2.388,25.35,2.563,0.269,22.770,2.170,0.1830,-0.0984,0.025,0.000,0.197,0.050,50.353
195,45.836,33.8121,22.723,2.455,25.86,2.543,0.272,22.904,2.252,0.1857,-0.0753,0.027,0.000,0.197,0.044,50.359
196,46.036,33.9330,22.831,2.522,26.34,2.540,0.278,23.037,2.335,0.2034,-0.0127,0.032,0.000,0.197,0.024,50.528
197,46.286,35.6630,22.938,2.591,26.83,2.538,0.275,23.037,2.335,0.1622,-0.1507,0.020,0.000,0.196,0.010,50.480
198,46.486,34.3847,23.044,2.662,27.37,2.534,0.272,23.170,2.420,0.1920,0.0419,0.037,0.000,0.196,0.015,50.427
199,46.736,33.2616,23.150,2.732,27.91,2.522,0.272,23.301,2.506,0.1552,0.0521,0.038,0.000,0.196,0.010,50.258
200,46.936,38.1885,23.255,2.804,28.40,2.520,0.274,23.431,2.594,0.1572,-0.1614,0.019,0.000,0.196,0.009,50.691
201,47.186,44.6701,23.360,2.875,28.86,2.527,0.278,23.561,2.683,0.1753,-0.0075,0.032,0.000,0.197,-0.007,50.502
202,47.385,39.9020,23.465,2.947,29.29,2.512,0.281,23.561,2.683,0.1848,0.0495,0.037,0.000,0.197,-0.011,50.157
203,47.636,39.8492,23.568,3.020,29.74,2.513,0.275,23.689,2.773,0.1938,0.0180,0.035,0.000,0.197,-0.017,50.122
204,47.836,38.8269,23.671,3.095,30.23,2.528,0.272,23.817,2.865,0.1554,-0.0633,0.027,0.000,0.196,-0.014,50.210
205,48.086,36.8782,23.774,3.172,30.78,2.544,0.273,23.943,2.958,0.1859,-0.0960,0.024,0.000,0.196,-0.003,49.997
206,48.336,35.7958,23.876,3.249,31.30,2.543,0.276,24.069,3.052,0.1471,-0.0462,0.029,0.000,0.197,-0.009,100.134
207,48.586,36.4568,23.977,3.326,31.78,2.532,0.281,24.194,3.148,0.1592,0.0386,0.036,0.000,0.197,-0.006,50.204
208,48.786,36.4083,24.078,3.404,32.23,2.543,0.281,24.194,3.148,0.1785,0.0227,0.035,0.000,0.197,-0.002,50.410
209,49.036,36.2721,24.178,3.482,32.66,2.555,0.275,24.317,3.245,0.1848,-0.2410,0.011,0.000,0.197,-0.006,50.186
210,49.236,34.8133,24.278,3.562,33.12,2.553,0.272,24.440,3.343,0.1433,-0.0005,0.032,0.000,0.197,-0.022,50.536
211,49.486,39.4466,24.376,3.642,33.62,2.534,0.272,24.561,3.442,0.1918,0.0769,0.039,0.000,0.196,-0.015,50.107
212,49.686,38.5823,24.474,3.723,34.12,2.529,0.275,24.682,3.543,0.1654,0.1075,0.042,0.000,0.196,-0.012,50.347
213,49.936,41.3628,24.571,3.804,34.57,2.543,0.280,24.801,3.645,0.1939,0.0347,0.036,0.000,0.196,-0.007,50.391
214,50.136,36.2486,24.669,3.887,35.02,2.557,0.276,24.801,3.645,0.2030,0.0711,0.039,0.000,0.196,-0.004,50.287
215,50.386,34.2999,24.766,3.972,35.50,2.560,0.272,24.920,3.748,0.1858,-0.1348,0.021,0.000,0.197,0.005,50.414
216,50.636,38.8318,24.862,4.058,36.03,2.561,0.270,25.037,3.853,0.1949,-0.1444,0.020,0.000,0.196,0.009,100.135
217,50.936,39.1094,24.957,4.146,36.57,2.546,0.272,25.153,3.959,0.1821,-0.1311,0.021,0.000,0.196,0.019,100.312
218,51.136,36.0358,25.050,4.234,37.11,2.533,0.276,25.268,4.065,0.1879,-0.0458,0.028,0.000,0.196,0.015,50.164
219,51.386,34.9893,25.142,4.322,37.64,2.524,0.283,25.382,4.174,0.1855,0.0612,0.038,0.000,0.196,0.010,50.115
220,51.586,36.3888,25.233,4.411,38.15,2.528,0.280,25.382,4.174,0.1526,-0.0545,0.028,0.000,0.196,0.001,50.194
221,51.836,37.9402,25.324,4.500,38.67,2.537,0.277,25.495,4.283,0.2071,-0.0375,0.029,0.000,0.196,0.003,50.637
222,52.035,42.7149,25.414,4.590,39.16,2.542,0.275,25.607,4.393,0.1728,0.0479,0.037,0.000,0.197,-0.006,50.114
223,52.286,41.4406,25.504,4.680,39.63,2.540,0.276,25.717,4.505,0.1845,0.0482,0.037,0.000,0.197,-0.016,50.217
224,52.486,35.3404,25.593,4.772,40.11,2.553,0.280,25.826,4.618,0.1689,-0.1085,0.023,0.000,0.197,-0.026,50.408
225,52.736,41.3926,25.681,4.865,40.61,2.552,0.286,25.935,4.732,0.1838,-0.0022,0.032,0.000,0.197,-0.021,50.641
226,52.935,40.4931,25.769,4.958,41.12,2.542,0.281,25.935,4.732,0.1659,-0.0468,0.028,0.000,0.197,-0.023,49.937
227,53.186,38.8355,25.855,5.053,41.62,2.540,0.277,26.041,4.847,0.1818,-0.0662,0.026,0.000,0.197,-0.017,50.314
228,53.386,38.7555,25.941,5.147,42.09,2.536,0.276,26.147,4.963,0.1697,0.0534,0.037,0.000,0.197,-0.016,50.190
229,53.636,44.3809,26.027,5.242,42.57,2.535,0.277,26.252,5.080,0.1897,-0.0247,0.030,0.000,0.197,-0.009,50.100
230,53.836,39.4918,26.111,5.338,43.05,2.541,0.281,26.355,5.199,0.1939,-0.0754,0.025,0.000,0.197,-0.002,50.127
231,54.086,39.5140,26.195,5.435,43.54,2.545,0.286,26.355,5.199,0.1688,-0.2174,0.013,0.000,0.197,-0.005,50.020
232,54.336,41.1020,26.277,5.533,44.05,2.536,0.280,26.457,5.318,0.1721,0.1173,0.042,0.000,0.196,0.004,100.530
233,54.586,46.2684,26.358,5.631,44.56,2.523,0.277,26.558,5.439,0.1729,-0.0140,0.031,0.000,0.196,0.015,50.327
234,54.786,36.1157,26.439,5.729,45.04,2.532,0.276,26.657,5.560,0.1755,-0.0388,0.028,0.000,0.197,0.020,50.510
235,55.036,40.7106,26.518,5.828,45.51,2.542,0.278,26.755,5.683,0.1938,0.0114,0.033,0.000,0.197,0.017,50.435
236,55.236,39.3913,26.597,5.928,46.00,2.543,0.283,26.852,5.806,0.1573,-0.0435,0.028,0.000,0.197,0.017,50.378
237,55.486,45.5892,26.675,6.030,46.51,2.547,0.285,26.852,5.806,0.1755,-0.0010,0.032,0.000,0.197,0.026,50.324
238,55.736,40.7741,26.753,6.131,47.01,2.542,0.280,26.948,5.931,0.1690,-0.0792,0.025,0.000,0.197,0.018,100.475
239,55.987,36.0679,26.829,6.233,47.48,2.538,0.276,27.042,6.057,0.1830,-0.0446,0.028,0.000,0.197,0.020,50.174
240,56.186,37.2476,26.905,6.335,47.95,2.529,0.276,27.135,6.183,0.1575,-0.0797,0.025,0.000,0.197,0.021,50.128
241,56.436,45.8482,26.980,6.438,48.43,2.523,0.278,27.227,6.311,0.1743,0.0483,0.036,0.000,0.197,0.027,50.269
242,56.636,40.6022,27.054,6.541,48.91,2.517,0.283,27.317,6.439,0.1779,0.1315,0.043,0.000,0.198,0.026,50.072
243,56.886,42.8628,27.127,6.645,49.36,2.529,0.280,27.317,6.439,0.2116,0.0033,0.032,0.000,0.198,0.013,50.082
244,57.086,40.2413,27.199,6.750,49.82,2.554,0.275,27.406,6.569,0.1872,-0.2041,0.014,0.000,0.197,0.010,50.254
245,57.337,45.4475,27.271,6.857,50.34,2.556,0.274,27.494,6.699,0.2097,-0.1142,0.021,0.000,0.197,0.008,50.155
246,57.536,41.3529,27.340,6.965,50.88,2.535,0.275,27.580,6.830,0.1856,-0.0332,0.028,0.000,0.197,0.007,50.020
247,57.787,42.6198,27.408,7.072,51.43,2.518,0.279,27.665,6.963,0.1717,0.0415,0.035,0.000,0.197,-0.001,50.013
248,57.986,39.2459,27.475,7.180,51.97,2.519,0.286,27.748,7.096,0.1875,0.0076,0.032,0.000,0.197,-0.000,49.917
249,58.236,41.6161,27.541,7.288,52.47,2.528,0.282,27.748,7.096,0.1671,-0.0260,0.029,0.000,0.197,-0.006,50.161
250,58.486,52.0176,27.607,7.397,52.96,2.534,0.279,27.830,7.230,0.1720,-0.0708,0.025,0.000,0.197,-0.026,50.086
251,58.836,49.7822,27.673,7.506,53.45,2.534,0.277,27.911,7.364,0.2096,-0.0526,0.027,0.000,0.197,-0.033,100.023
252,59.036,34.4882,27.737,7.615,53.92,2.521,0.278,27.990,7.500,0.1760,-0.0817,0.024,0.000,0.197,-0.053,49.860
253,59.336,53.6805,27.800,7.725,54.42,2.516,0.283,28.068,7.636,0.1406,-0.0128,0.030,0.000,0.197,-0.060,50.049
254,59.537,33.9672,27.862,7.836,54.92,2.512,0.287,28.068,7.636,0.1465,0.2412,0.053,0.000,0.197,-0.048,50.204
255,59.836,40.6019,27.924,7.946,55.39,2.518,0.280,28.145,7.774,0.2069,0.0783,0.038,0.000,0.197,-0.047,100.029
256,60.036,35.1101,27.986,8.057,55.79,2.544,0.275,28.220,7.912,0.1698,0.0243,0.034,0.000,0.198,-0.045,50.168
257,60.286,36.0568,28.047,8.169,56.20,2.563,0.273,28.293,8.051,0.2133,0.0370,0.035,0.000,0.198,-0.042,50.140
258,60.537,38.2218,28.107,8.283,56.66,2.571,0.274,28.365,8.190,0.1911,-0.1133,0.022,0.000,0.197,-0.030,100.087
259,60.787,41.3169,28.166,8.398,57.17,2.574,0.278,28.436,8.330,0.2213,-0.0685,0.025,0.000,0.197,-0.013,49.869
260,60.986,41.3470,28.223,8.514,57.71,2.561,0.281,28.436,8.330,0.2104,-0.0149,0.030,0.000,0.196,0.001,50.227
261,61.236,42.1610,28.278,8.630,58.28,2.547,0.277,28.505,8.472,0.1841,0.0115,0.032,0.000,0.196,0.022,50.204
262,61.436,46.9649,28.332,8.747,58.87,2.556,0.276,28.572,8.613,0.1592,0.0355,0.035,0.000,0.196,0.050,50.207
263,61.686,43.9221,28.384,8.865,59.45,2.565,0.277,28.639,8.756,0.1583,-0.0375,0.028,0.000,0.196,0.067,50.062
264,61.937,61.8559,28.437,8.982,59.96,2.565,0.278,28.703,8.899,0.1653,-0.1418,0.019,0.000,0.197,0.056,50.308
265,62.236,37.9265,28.490,9.100,60.41,2.555,0.282,28.766,9.043,0.1819,-0.1708,0.016,0.000,0.197,0.037,100.072
266,62.436,38.4882,28.541,9.217,60.84,2.539,0.284,28.766,9.043,0.1785,0.0121,0.032,0.000,0.197,0.016,50.232
267,62.737,41.2529,28.591,9.334,61.32,2.525,0.278,28.828,9.187,0.1706,0.0757,0.038,0.000,0.197,-0.001,100.115
268,62.936,38.3364,28.640,9.451,61.82,2.529,0.275,28.888,9.332,0.1840,-0.0865,0.023,0.000,0.196,-0.002,50.265
269,63.186,39.5265,28.688,9.569,62.31,2.532,0.274,28.947,9.478,0.2273,0.0161,0.032,0.000,0.196,-0.002,50.019
270,63.436,52.3787,28.734,9.687,62.79,2.519,0.277,29.004,9.624,0.2130,0.0158,0.032,0.000,0.196,-0.014,50.484
271,63.686,44.4380,28.779,9.806,63.30,2.521,0.283,29.059,9.771,0.1924,-0.0157,0.030,0.000,0.196,-0.018,50.260
272,63.937,53.8868,28.822,9.927,63.87,2.527,0.284,29.059,9.771,0.1616,0.1733,0.046,0.000,0.196,-0.005,50.367
273,64.286,49.7442,28.864,10.048,64.45,2.537,0.281,29.113,9.919,0.1698,0.0347,0.034,0.000,0.196,0.005,100.009
274,64.486,46.0197,28.906,10.169,64.97,2.561,0.279,29.166,10.067,0.1540,-0.1599,0.017,0.000,0.197,0.004,50.132
275,64.736,42.0625,28.948,10.291,65.44,2.565,0.279,29.217,10.216,0.1646,-0.2023,0.013,0.000,0.198,-0.003,50.368
276,64.937,48.2299,28.989,10.412,65.88,2.545,0.281,29.266,10.365,0.1276,-0.0248,0.029,0.000,0.198,-0.009,50.419
277,65.186,46.0546,29.029,10.532,66.33,2.526,0.285,29.314,10.514,0.1727,0.0579,0.036,0.000,0.197,-0.017,50.224
278,65.387,44.3956,29.069,10.652,66.76,2.527,0.281,29.314,10.514,0.2009,0.0777,0.038,0.000,0.197,-0.016,50.592
279,65.687,40.2589,29.108,10.772,67.16,2.538,0.274,29.360,10.665,0.2215,-0.0842,0.023,0.000,0.197,-0.022,100.244
280,65.887,45.3464,29.145,10.894,67.59,2.547,0.271,29.404,10.815,0.2416,0.0326,0.034,0.000,0.196,-0.029,50.229
281,66.186,39.3641,29.181,11.016,68.07,2.542,0.271,29.447,10.966,0.2238,-0.1248,0.020,0.000,0.196,-0.025,100.112
282,66.436,35.1366,29.215,11.139,68.60,2.534,0.275,29.489,11.118,0.2173,0.0432,0.035,0.000,0.195,-0.027,100.121
283,66.686,47.3903,29.246,11.262,69.17,2.519,0.282,29.489,11.118,0.2118,0.0135,0.032,0.000,0.195,-0.019,50.188
284,66.886,42.1818,29.275,11.386,69.77,2.519,0.279,29.529,11.270,0.1785,0.0725,0.037,0.000,0.195,-0.011,50.254
285,67.136,44.7954,29.303,11.510,70.38,2.528,0.278,29.567,11.422,0.1871,-0.0427,0.027,0.000,0.196,0.005,50.371
286,67.336,42.4627,29.331,11.635,70.94,2.528,0.279,29.604,11.575,0.1646,0.0745,0.037,0.000,0.196,0.012,50.038
287,67.586,41.6200,29.358,11.759,71.45,2.529,0.282,29.639,11.728,0.1459,0.1062,0.040,0.000,0.197,0.020,50.204
288,67.836,48.3971,29.386,11.884,71.94,2.537,0.286,29.672,11.881,0.1506,0.0096,0.032,0.000,0.197,0.027,50.013
289,68.136,46.0869,29.414,12.009,72.38,2.554,0.288,29.672,11.881,0.1627,0.0411,0.035,0.000,0.198,0.023,100.327
290,68.336,43.4003,29.442,12.135,72.79,2.565,0.281,29.704,12.035,0.1897,-0.0728,0.025,0.000,0.198,0.009,50.305
291,68.636,43.2187,29.468,12.261,73.22,2.574,0.276,29.734,12.189,0.1682,-0.0503,0.027,0.000,0.197,0.003,100.228
292,68.886,48.1297,29.492,12.387,73.70,2.568,0.274,29.763,12.344,0.1904,-0.2058,0.013,0.000,0.197,-0.002,50.039
293,69.186,45.5756,29.515,12.513,74.19,2.554,0.275,29.790,12.498,0.2067,-0.0534,0.026,0.000,0.196,-0.001,99.973
294,69.436,42.7539,29.536,12.639,74.69,2.529,0.279,29.815,12.653,0.1750,0.0679,0.037,0.000,0.196,-0.014,100.206
295,69.686,43.7969,29.555,12.764,75.20,2.521,0.283,29.815,12.653,0.1904,0.0176,0.032,0.000,0.196,-0.010,50.467
296,69.886,44.7289,29.574,12.890,75.71,2.522,0.277,29.839,12.809,0.2063,-0.0138,0.030,0.000,0.196,-0.010,50.206
297,70.186,62.4546,29.591,13.016,76.21,2.525,0.275,29.861,12.964,0.1700,0.1127,0.041,0.000,0.196,-0.017,50.268
298,70.387,41.2584,29.607,13.143,76.73,2.531,0.276,29.882,13.120,0.1974,0.0219,0.033,0.000,0.196,-0.014,50.276
299,70.686,42.5193,29.622,13.270,77.25,2.545,0.278,29.901,13.276,0.1978,-0.0076,0.030,0.000,0.196,-0.012,100.067
300,70.886,43.3014,29.637,13.397,77.75,2.544,0.283,29.918,13.432,0.1758,-0.0602,0.026,0.000,0.196,-0.013,50.422
301,71.186,41.4450,29.649,13.525,78.28,2.552,0.284,29.918,13.432,0.1894,-0.0449,0.027,0.000,0.196,-0.014,100.183
302,71.386,45.7393,29.661,13.653,78.80,2.546,0.280,29.933,13.588,0.1518,0.0675,0.037,0.000,0.197,0.003,50.470
303,71.636,46.8488,29.672,13.780,79.32,2.547,0.278,29.947,13.745,0.1731,-0.0331,0.028,0.000,0.197,0.010,50.330
304,71.836,44.6098,29.682,13.908,79.80,2.552,0.278,29.960,13.901,0.1672,0.0504,0.035,0.000,0.197,0.011,50.212
305,72.086,43.0026,29.691,14.035,80.27,2.555,0.280,29.970,14.058,0.1691,-0.0249,0.029,0.000,0.197,0.019,50.214
306,72.287,41.4043,29.700,14.163,80.74,2.563,0.285,29.979,14.215,0.2018,0.0201,0.033,0.000,0.197,0.020,50.462
307,72.586,43.7358,29.707,14.291,81.21,2.562,0.283,29.979,14.215,0.1493,-0.0727,0.024,0.000,0.197,0.016,100.468
308,72.836,58.0698,29.713,14.420,81.70,2.564,0.278,29.987,14.372,0.1579,-0.1132,0.021,0.000,0.197,0.022,50.505
309,73.086,45.3115,29.719,14.548,82.18,2.545,0.275,29.993,14.529,0.1758,-0.0942,0.022,0.000,0.197,0.032,50.289
310,73.286,38.9140,29.723,14.675,82.63,2.527,0.273,29.997,14.686,0.1933,0.0590,0.036,0.000,0.197,0.025,50.416
311,73.537,39.0865,29.727,14.802,83.07,2.518,0.276,29.999,14.843,0.2066,0.0901,0.039,0.000,0.197,0.015,50.118
312,73.736,43.6483,29.728,14.928,83.54,2.531,0.281,30.000,15.000,0.1618,0.0566,0.036,0.000,0.197,0.005,50.163
313,74.036,52.7457,29.728,15.056,84.07,2.550,0.277,30.000,15.000,0.2057,-0.1325,0.019,0.000,0.196,0.004,50.047
314,74.286,42.2771,29.728,15.185,84.59,2.551,0.273,29.999,15.157,0.2050,-0.0580,0.025,0.000,0.197,0.004,99.987
315,74.537,45.6108,29.726,15.313,85.08,2.528,0.271,29.997,15.314,0.1682,0.0369,0.034,0.000,0.197,-0.013,50.123
316,74.736,42.3640,29.722,15.440,85.58,2.521,0.273,29.993,15.471,0.2025,-0.1117,0.021,0.000,0.197,-0.017,50.145
317,75.037,52.2557,29.718,15.567,86.09,2.528,0.276,29.987,15.628,0.1682,-0.0471,0.026,0.000,0.197,-0.021,50.009
318,75.286,37.3730,29.713,15.694,86.59,2.525,0.282,29.979,15.785,0.2092,-0.0846,0.023,0.000,0.197,-0.028,100.147
319,75.636,58.6443,29.707,15.821,87.07,2.511,0.275,29.979,15.785,0.1908,-0.0193,0.029,0.000,0.197,-0.028,100.032
320,75.886,72.1642,29.699,15.946,87.55,2.504,0.271,29.970,15.942,0.2275,0.0162,0.032,0.000,0.197,-0.044,50.278
321,76.136,44.2800,29.690,16.072,88.06,2.512,0.271,29.960,16.099,0.1738,0.0062,0.031,0.000,0.196,-0.050,50.257
322,76.336,45.2960,29.679,16.198,88.62,2.515,0.274,29.947,16.255,0.2304,-0.0163,0.029,0.000,0.196,-0.037,50.197
323,76.586,41.6057,29.667,16.324,89.17,2.520,0.280,29.933,16.412,0.1559,0.0462,0.034,0.000,0.196,-0.032,50.102
324,76.786,40.9510,29.654,16.450,89.69,2.519,0.282,29.933,16.412,0.1809,0.0065,0.031,0.000,0.196,-0.029,50.197
325,77.086,48.4524,29.641,16.576,90.18,2.519,0.277,29.918,16.568,0.1964,-0.0776,0.023,0.000,0.197,-0.022,50.246
326,77.337,39.3507,29.627,16.701,90.66,2.519,0.275,29.901,16.724,0.1760,0.0162,0.032,0.000,0.197,-0.021,100.563
327,77.586,43.7708,29.611,16.827,91.16,2.519,0.276,29.882,16.880,0.1778,0.0235,0.032,0.000,0.197,-0.010,50.052
328,77.786,46.1268,29.594,16.953,91.68,2.521,0.279,29.861,17.036,0.1605,0.0164,0.032,0.000,0.197,-0.002,50.092
329,78.037,38.1932,29.577,17.078,92.18,2.525,0.285,29.839,17.191,0.2124,0.0485,0.035,0.000,0.197,0.010,50.758
330,78.236,38.1513,29.559,17.204,92.65,2.528,0.280,29.839,17.191,0.1586,0.0705,0.037,0.000,0.197,0.016,50.080
331,78.486,40.8112,29.540,17.329,93.11,2.539,0.276,29.815,17.347,0.1857,0.0001,0.030,0.000,0.197,0.025,49.883
332,78.736,37.1167,29.520,17.455,93.58,2.545,0.274,29.790,17.502,0.1806,-0.0144,0.029,0.000,0.197,0.025,100.078
333,78.986,41.4930,29.499,17.581,94.04,2.540,0.274,29.763,17.656,0.1942,0.0296,0.033,0.000,0.197,0.018,50.217
334,79.186,37.8222,29.476,17.707,94.53,2.536,0.278,29.734,17.811,0.1790,-0.0266,0.028,0.000,0.197,0.020,50.329
335,79.487,41.7477,29.452,17.833,95.06,2.545,0.284,29.734,17.811,0.2004,-0.0983,0.022,0.000,0.197,0.027,99.980
336,79.736,38.2896,29.426,17.958,95.59,2.545,0.278,29.704,17.965,0.1714,-0.0042,0.030,0.000,0.197,0.019,100.123
337,79.986,40.4878,29.399,18.083,96.11,2.532,0.276,29.672,18.119,0.1976,-0.1168,0.020,0.000,0.197,0.023,50.065
338,80.186,47.6815,29.371,18.208,96.62,2.528,0.275,29.639,18.272,0.1411,-0.0620,0.025,0.000,0.197,0.019,50.134
339,80.486,42.0074,29.343,18.332,97.11,2.514,0.277,29.604,18.425,0.1638,0.0423,0.034,0.000,0.197,0.020,100.172
340,80.686,44.9077,29.314,18.455,97.59,2.507,0.281,29.567,18.578,0.1664,0.0753,0.037,0.000,0.197,0.029,50.380
341,80.936,33.7982,29.285,18.578,98.04,2.518,0.282,29.567,18.578,0.2021,-0.0304,0.028,0.000,0.198,0.023,50.336
342,81.136,37.7370,29.255,18.701,98.48,2.527,0.276,29.529,18.730,0.1879,0.0220,0.032,0.000,0.197,0.015,50.160
343,81.436,45.0691,29.223,18.824,98.96,2.528,0.273,29.489,18.882,0.2362,0.0470,0.034,0.000,0.197,0.005,100.472
344,81.636,38.5925,29.189,18.947,99.47,2.529,0.273,29.447,19.034,0.2097,-0.0813,0.023,0.000,0.197,0.007,50.230
345,81.886,43.3129,29.153,19.069,100.02,2.532,0.277,29.404,19.185,0.1836,0.0381,0.034,0.000,0.196,0.002,49.972
346,82.086,38.4377,29.114,19.191,100.61,2.537,0.285,29.360,19.335,0.1941,-0.0387,0.027,0.000,0.196,-0.009,50.267
347,82.336,39.8476,29.076,19.313,101.17,2.545,0.285,29.360,19.335,0.1767,-0.0461,0.026,0.000,0.196,-0.016,50.098
348,82.536,43.6598,29.036,19.434,101.71,2.544,0.282,29.314,19.486,0.1679,-0.0998,0.021,0.000,0.196,-0.032,50.321
349,82.787,37.0177,28.996,19.555,102.23,2.534,0.281,29.266,19.635,0.1598,0.0437,0.034,0.000,0.197,-0.037,50.128
350,82.986,48.2044,28.956,19.675,102.71,2.519,0.282,29.217,19.784,0.1644,-0.0026,0.030,0.000,0.197,-0.039,50.342
351,83.287,36.6887,28.916,19.795,103.16,2.523,0.285,29.166,19.933,0.1704,0.0828,0.037,0.000,0.197,-0.042,100.239
352,83.486,39.5679,28.875,19.915,103.60,2.529,0.290,29.113,20.081,0.1840,-0.0677,0.024,0.000,0.197,-0.036,50.334
353,83.786,39.5812,28.833,20.034,104.05,2.532,0.284,29.113,20.081,0.1712,0.0380,0.033,0.000,0.197,-0.020,100.497
354,83.986,39.0899,28.789,20.153,104.54,2.527,0.281,29.059,20.229,0.1694,-0.0804,0.023,0.000,0.196,-0.006,50.363
355,84.237,42.6075,28.744,20.272,105.03,2.524,0.280,29.004,20.376,0.1984,0.0411,0.034,0.000,0.196,0.013,50.134
356,84.436,39.6507,28.698,20.390,105.51,2.517,0.281,28.947,20.522,0.1776,-0.1046,0.021,0.000,0.196,0.016,49.689
357,84.687,39.6849,28.651,20.508,105.99,2.519,0.286,28.888,20.668,0.1802,-0.0884,0.022,0.000,0.196,0.021,50.199
358,84.937,40.4822,28.603,20.625,106.50,2.510,0.288,28.888,20.668,0.2117,0.1461,0.043,0.000,0.196,0.024,100.113
359,85.186,37.4893,28.554,20.741,107.01,2.501,0.283,28.828,20.813,0.1597,-0.0574,0.025,0.000,0.196,0.028,49.832
360,85.387,39.1043,28.503,20.857,107.53,2.517,0.282,28.766,20.957,0.2024,0.2546,0.053,0.000,0.196,0.027,50.367
361,85.637,41.1881,28.452,20.972,108.03,2.519,0.282,28.703,21.101,0.1351,0.0158,0.032,0.000,0.196,0.022,49.853
362,85.837,39.5845,28.400,21.089,108.52,2.540,0.285,28.639,21.244,0.1606,-0.0381,0.027,0.000,0.197,0.008,50.510
363,86.087,42.8656,28.347,21.205,108.98,2.539,0.289,28.572,21.387,0.1793,-0.1372,0.018,0.000,0.197,-0.008,50.271
364,86.287,40.6858,28.294,21.321,109.41,2.529,0.286,28.572,21.387,0.1324,0.1504,0.043,0.000,0.197,-0.023,50.682
365,86.536,40.4766,28.239,21.436,109.87,2.514,0.281,28.505,21.528,0.2003,-0.0599,0.025,0.000,0.197,-0.025,49.947
366,86.786,58.9473,28.185,21.551,110.32,2.531,0.278,28.436,21.670,0.1735,0.0554,0.035,0.000,0.197,-0.023,49.704
367,87.086,44.6069,28.129,21.666,110.74,2.534,0.276,28.365,21.810,0.1948,-0.0110,0.029,0.000,0.197,-0.021,100.205
368,87.336,65.1181,28.072,21.779,111.19,2.541,0.279,28.293,21.949,0.2105,-0.0837,0.023,0.000,0.197,-0.012,50.442
369,87.636,38.1069,28.013,21.893,111.70,2.532,0.284,28.220,22.088,0.1954,0.0355,0.033,0.000,0.196,-0.002,100.196
370,87.836,39.3494,27.952,22.005,112.24,2.529,0.280,28.220,22.088,0.1763,0.0637,0.036,0.000,0.196,-0.001,50.343
371,88.086,45.0812,27.890,22.117,112.81,2.538,0.277,28.145,22.226,0.1956,0.0268,0.033,0.000,0.196,0.015,50.348
372,88.337,67.2749,27.828,22.228,113.34,2.547,0.276,28.068,22.364,0.1833,-0.0763,0.023,0.000,0.196,0.021,50.429
373,88.587,45.1106,27.764,22.339,113.84,2.553,0.278,27.990,22.500,0.1510,-0.1567,0.016,0.000,0.196,0.009,49.787
374,88.786,36.5360,27.699,22.449,114.35,2.546,0.282,27.911,22.636,0.1690,-0.0151,0.029,0.000,0.196,0.007,50.257
375,89.136,49.0427,27.635,22.559,114.84,2.527,0.287,27.911,22.636,0.2003,-0.0353,0.027,0.000,0.197,0.001,99.592
376,89.386,48.6707,27.570,22.667,115.29,2.515,0.280,27.830,22.770,0.1720,-0.1503,0.017,0.000,0.196,-0.014,49.967
377,89.636,41.6837,27.505,22.774,115.75,2.507,0.276,27.748,22.904,0.1952,-0.0253,0.027,0.000,0.196,-0.018,50.376
378,89.836,47.2676,27.438,22.881,116.24,2.492,0.275,27.665,23.037,0.2140,-0.0067,0.029,0.000,0.196,-0.010,50.222
379,90.086,42.0938,27.371,22.986,116.73,2.481,0.278,27.580,23.170,0.2237,0.2613,0.053,0.000,0.196,-0.012,50.142
380,90.336,43.8362,27.302,23.091,117.24,2.489,0.284,27.494,23.301,0.1926,0.0890,0.038,0.000,0.196,-0.010,100.311
