step,t,solve_ms,mx,my,myaw_deg,v,min_dist,ref_x,ref_y,steer_rad,accel_cmd,throttle,brake,z,vz
202,9.334,14.0581,20.934,1.416,9.87,2.365,0.184,20.957,1.234,0.0814,-0.2599,0.003,0.000,0.198,-0.038
203,9.376,19.2861,21.027,1.439,10.14,2.361,0.161,21.101,1.297,0.0821,0.0165,0.027,0.000,0.198,0.003
204,9.414,14.9490,21.118,1.464,10.41,2.344,0.162,21.244,1.361,0.0771,-0.0417,0.022,0.000,0.198,0.035
205,9.456,15.8655,21.208,1.489,10.70,2.328,0.132,21.244,1.361,0.0698,-0.1386,0.013,0.000,0.197,-0.018
206,9.495,15.9135,21.298,1.514,10.99,2.312,0.124,21.387,1.428,0.0873,-0.0375,0.022,0.000,0.197,-0.037
207,9.534,14.6311,21.387,1.539,11.28,2.304,0.111,21.387,1.428,0.0875,-0.1523,0.012,0.000,0.198,0.017
208,9.575,14.3804,21.476,1.564,11.55,2.297,0.087,21.528,1.495,0.0839,0.0796,0.032,0.000,0.198,0.043
209,9.614,13.8860,21.564,1.590,11.81,2.283,0.102,21.528,1.495,0.1051,-0.0781,0.018,0.000,0.197,-0.022
210,9.674,18.9235,21.652,1.617,12.07,2.270,0.055,21.670,1.564,0.0793,0.0096,0.026,0.000,0.198,-0.040
211,9.734,23.0771,21.782,1.658,12.53,2.266,0.036,21.810,1.635,0.0816,-0.2373,0.004,0.000,0.197,-0.039
212,9.774,14.0808,21.912,1.700,13.02,2.267,0.038,21.949,1.707,0.0692,-0.1865,0.008,0.000,0.197,-0.008
213,9.815,14.5168,21.999,1.728,13.32,2.256,0.054,21.949,1.707,0.0751,0.1071,0.034,0.000,0.198,-0.023
214,9.876,20.4211,22.084,1.757,13.60,2.220,0.024,22.088,1.780,0.0901,0.1495,0.038,0.000,0.198,0.018
215,9.934,25.0058,22.210,1.799,13.98,2.210,0.059,22.226,1.855,0.0885,-0.0729,0.019,0.000,0.198,-0.002
216,9.973,14.2633,22.337,1.842,14.37,2.239,0.093,22.364,1.932,0.1057,-0.1617,0.011,0.000,0.198,-0.021
217,10.015,16.4104,22.421,1.872,14.65,2.239,0.083,22.364,1.932,0.0946,0.0991,0.034,0.000,0.198,0.019
218,10.054,14.3733,22.505,1.903,14.96,2.243,0.107,22.500,2.010,0.0924,0.0743,0.031,0.000,0.197,-0.003
219,10.094,15.4386,22.589,1.935,15.28,2.220,0.117,22.500,2.010,0.0887,-0.1175,0.015,0.000,0.197,-0.035
220,10.134,15.0103,22.673,1.967,15.61,2.224,0.128,22.636,2.089,0.1003,-0.2584,0.002,0.000,0.198,0.007
221,10.174,15.0957,22.756,1.999,15.94,2.233,0.150,22.636,2.089,0.0947,0.0204,0.026,0.000,0.197,0.037
222,10.235,22.7929,22.839,2.032,16.25,2.203,0.153,22.770,2.170,0.1091,-0.1108,0.015,0.000,0.197,-0.022
223,10.294,21.8707,22.961,2.083,16.72,2.183,0.178,22.904,2.252,0.1084,-0.1664,0.010,0.000,0.197,-0.012
224,10.355,18.6947,23.082,2.133,17.21,2.172,0.207,23.037,2.335,0.1107,-0.1131,0.014,0.000,0.197,-0.007
225,10.395,13.8598,23.201,2.186,17.74,2.144,0.222,23.037,2.335,0.0893,0.0710,0.030,0.000,0.196,-0.000
226,10.436,17.3006,23.280,2.221,18.10,2.123,0.227,23.170,2.420,0.0888,-0.1057,0.015,0.000,0.196,-0.021
227,10.494,24.6786,23.357,2.257,18.48,2.112,0.248,23.170,2.420,0.0970,0.1070,0.033,0.000,0.196,0.001
228,10.534,14.6568,23.472,2.310,18.99,2.102,0.260,23.301,2.506,0.1017,0.0782,0.031,0.000,0.197,0.008
229,10.574,14.2498,23.549,2.346,19.28,2.100,0.274,23.431,2.594,0.0975,-0.1050,0.015,0.000,0.197,0.014
230,10.634,17.2433,23.625,2.382,19.57,2.114,0.287,23.431,2.594,0.0985,0.1794,0.040,0.000,0.197,-0.007
231,10.674,15.2931,23.740,2.437,20.04,2.110,0.304,23.561,2.683,0.0995,-0.3054,0.000,0.003,0.197,-0.001
232,10.734,27.5109,23.816,2.474,20.37,2.107,0.325,23.689,2.773,0.0988,-0.1040,0.015,0.000,0.197,-0.016
233,10.774,14.5086,23.929,2.531,20.86,2.084,0.341,23.689,2.773,0.1064,-0.0719,0.017,0.000,0.197,-0.018
234,10.834,25.2739,24.004,2.569,21.19,2.073,0.350,23.817,2.865,0.1030,0.0851,0.031,0.000,0.197,0.013
235,10.875,17.0190,24.113,2.627,21.67,2.053,0.372,23.943,2.958,0.0987,-0.1913,0.007,0.000,0.197,0.001
236,10.934,26.7741,24.186,2.666,21.99,2.044,0.380,23.943,2.958,0.0883,-0.0593,0.018,0.000,0.197,-0.004
237,10.974,16.1898,24.294,2.724,22.49,2.035,0.398,24.069,3.052,0.1072,0.0807,0.031,0.000,0.197,0.003
238,11.014,14.7036,24.366,2.763,22.82,2.034,0.414,24.069,3.052,0.0905,-0.0191,0.022,0.000,0.197,0.006
239,11.054,16.0775,24.438,2.803,23.11,2.030,0.423,24.194,3.148,0.1003,-0.1243,0.013,0.000,0.197,0.001
240,11.095,13.5501,24.508,2.841,23.38,2.029,0.439,24.194,3.148,0.1157,0.1902,0.040,0.000,0.197,0.005
241,11.134,16.3618,24.579,2.881,23.67,2.017,0.448,24.317,3.245,0.1071,0.0936,0.032,0.000,0.197,-0.003
242,11.174,15.2485,24.650,2.921,23.96,2.040,0.464,24.317,3.245,0.1235,0.0214,0.026,0.000,0.197,-0.020
243,11.214,17.8008,24.721,2.962,24.28,2.049,0.473,24.440,3.343,0.0884,-0.0357,0.021,0.000,0.197,-0.001
244,11.275,17.9035,24.792,3.005,24.62,2.042,0.488,24.440,3.343,0.0800,0.1138,0.034,0.000,0.197,-0.003
245,11.315,16.0321,24.898,3.069,25.15,2.053,0.503,24.561,3.442,0.0986,0.0526,0.029,0.000,0.197,0.009
246,11.374,22.8097,24.969,3.112,25.48,2.060,0.518,24.682,3.543,0.1015,-0.1880,0.007,0.000,0.198,0.004
247,11.414,16.3565,25.075,3.176,25.89,2.073,0.538,24.682,3.543,0.1285,0.1356,0.036,0.000,0.198,0.002
248,11.455,16.2497,25.145,3.220,26.15,2.052,0.547,24.801,3.645,0.1031,-0.0246,0.022,0.000,0.198,-0.005
249,11.493,16.9665,25.215,3.264,26.46,2.052,0.563,24.801,3.645,0.1119,-0.0390,0.020,0.000,0.198,-0.002
250,11.535,15.3266,25.285,3.308,26.80,2.068,0.572,24.920,3.748,0.1047,-0.0341,0.021,0.000,0.198,-0.017
251,11.574,15.9310,25.354,3.354,27.14,2.058,0.587,24.920,3.748,0.1058,-0.3143,0.000,0.004,0.197,-0.020
252,11.614,15.6571,25.423,3.400,27.49,2.055,0.595,25.037,3.853,0.1050,-0.2105,0.005,0.000,0.197,-0.001
253,11.654,14.0609,25.491,3.446,27.83,2.045,0.610,25.037,3.853,0.1101,-0.1167,0.013,0.000,0.197,-0.010
254,11.694,14.9469,25.559,3.493,28.16,2.037,0.618,25.153,3.959,0.1194,0.0089,0.024,0.000,0.197,-0.001
255,11.734,14.8394,25.626,3.540,28.50,2.024,0.632,25.153,3.959,0.1294,0.0535,0.028,0.000,0.197,0.008
256,11.774,14.6843,25.693,3.587,28.84,2.036,0.640,25.268,4.065,0.1151,-0.0678,0.017,0.000,0.197,-0.027
257,11.814,13.7689,25.759,3.635,29.20,2.033,0.653,25.268,4.065,0.1096,-0.2132,0.004,0.000,0.197,-0.003
258,11.875,27.5091,25.824,3.683,29.57,2.018,0.660,25.382,4.174,0.1055,-0.1867,0.006,0.000,0.196,0.013
259,11.915,15.3253,25.922,3.756,30.14,2.016,0.678,25.495,4.283,0.1026,0.0619,0.028,0.000,0.196,0.014
260,11.955,15.6289,25.987,3.805,30.49,2.021,0.686,25.495,4.283,0.1161,0.0361,0.026,0.000,0.197,-0.004
261,12.014,20.6374,26.051,3.854,30.81,2.005,0.699,25.607,4.393,0.1212,-0.0571,0.018,0.000,0.197,0.010
262,12.053,13.7113,26.148,3.928,31.28,2.006,0.714,25.607,4.393,0.1188,-0.0230,0.020,0.000,0.197,-0.005
263,12.095,14.4265,26.212,3.978,31.63,2.011,0.723,25.717,4.505,0.1009,0.1045,0.032,0.000,0.197,0.016
264,12.134,14.4112,26.275,4.029,31.99,2.011,0.734,25.717,4.505,0.1030,-0.0147,0.021,0.000,0.197,-0.020
265,12.175,14.4758,26.338,4.080,32.36,2.007,0.742,25.826,4.618,0.1105,0.1976,0.040,0.000,0.197,0.004
266,12.214,13.8548,26.400,4.131,32.73,2.008,0.753,25.826,4.618,0.1061,-0.1546,0.009,0.000,0.196,0.030
267,12.255,14.6761,26.463,4.183,33.06,2.024,0.762,25.935,4.732,0.1103,0.0703,0.029,0.000,0.197,-0.027
268,12.315,17.1122,26.526,4.235,33.37,2.023,0.772,25.935,4.732,0.1129,-0.0191,0.021,0.000,0.197,0.014
269,12.374,24.5357,26.619,4.314,33.87,2.022,0.786,26.041,4.847,0.1057,0.0416,0.026,0.000,0.197,0.007
270,12.414,15.7802,26.710,4.393,34.41,2.019,0.802,26.147,4.963,0.1287,0.0939,0.031,0.000,0.197,0.014
271,12.454,17.1354,26.771,4.447,34.78,2.019,0.810,26.147,4.963,0.1234,0.0148,0.024,0.000,0.197,0.012
272,12.496,13.9762,26.832,4.501,35.13,2.032,0.820,26.252,5.080,0.1057,0.1684,0.038,0.000,0.197,-0.018
273,12.534,13.7118,26.893,4.555,35.46,2.019,0.829,26.252,5.080,0.1161,0.0458,0.027,0.000,0.197,0.009
274,12.574,14.3101,26.953,4.611,35.83,2.038,0.839,26.355,5.199,0.1163,-0.0653,0.017,0.000,0.197,0.016
275,12.615,14.6281,27.013,4.667,36.19,2.055,0.847,26.355,5.199,0.1212,-0.0337,0.020,0.000,0.197,-0.017
276,12.654,14.2496,27.074,4.723,36.54,2.038,0.857,26.457,5.318,0.1171,0.0092,0.024,0.000,0.197,0.005
277,12.693,14.1711,27.133,4.780,36.92,2.035,0.864,26.457,5.318,0.1234,-0.0255,0.021,0.000,0.197,0.007
278,12.756,23.7785,27.192,4.838,37.29,2.033,0.874,26.558,5.439,0.1127,-0.2906,0.000,0.003,0.197,-0.035
279,12.814,27.8192,27.279,4.924,37.86,2.023,0.886,26.558,5.439,0.1132,-0.1367,0.011,0.000,0.196,-0.034
280,12.855,14.9192,27.364,5.011,38.44,2.020,0.895,26.657,5.560,0.1153,-0.1428,0.010,0.000,0.196,-0.036
281,12.894,14.9066,27.421,5.069,38.80,2.011,0.905,26.755,5.683,0.1178,-0.0089,0.022,0.000,0.197,0.019
282,12.934,14.8708,27.477,5.127,39.15,2.015,0.911,26.755,5.683,0.1453,0.1611,0.037,0.000,0.196,0.015
283,12.975,15.0116,27.533,5.186,39.52,2.020,0.921,26.852,5.806,0.1103,0.1482,0.036,0.000,0.196,-0.035
284,13.014,16.4901,27.588,5.245,39.89,2.012,0.926,26.852,5.806,0.1364,-0.1692,0.008,0.000,0.197,0.005
285,13.054,14.4343,27.644,5.306,40.29,2.034,0.935,26.948,5.931,0.1153,0.0844,0.030,0.000,0.196,0.013
286,13.115,23.5024,27.699,5.366,40.68,2.035,0.940,26.948,5.931,0.1101,-0.1031,0.013,0.000,0.196,-0.026
287,13.155,13.9596,27.781,5.458,41.23,2.034,0.951,27.042,6.057,0.1395,-0.0983,0.014,0.000,0.197,-0.028
288,13.215,24.7694,27.835,5.519,41.59,2.024,0.958,27.042,6.057,0.1066,-0.2155,0.003,0.000,0.197,0.013
289,13.254,14.3903,27.916,5.611,42.12,2.008,0.968,27.135,6.183,0.1222,-0.0857,0.014,0.000,0.197,0.007
290,13.313,17.7898,27.969,5.672,42.49,2.013,0.977,27.135,6.183,0.1175,-0.2617,0.000,0.001,0.196,0.015
291,13.375,25.6994,28.046,5.764,43.02,2.000,0.985,27.227,6.311,0.1155,-0.1163,0.011,0.000,0.196,0.004
292,13.435,21.7331,28.123,5.857,43.56,1.998,0.995,27.317,6.439,0.1065,0.0111,0.022,0.000,0.196,0.008
293,13.493,17.9865,28.199,5.950,44.12,1.994,1.006,27.406,6.569,0.1305,0.0017,0.022,0.000,0.196,0.010
294,13.535,15.3943,28.275,6.044,44.67,1.997,1.014,27.406,6.569,0.1306,-0.0271,0.019,0.000,0.196,0.011
295,13.574,14.6942,28.325,6.107,45.00,1.992,1.020,27.494,6.699,0.1172,-0.0843,0.014,0.000,0.197,-0.027
296,13.615,15.2156,28.374,6.170,45.34,1.980,1.027,27.494,6.699,0.1368,0.0842,0.029,0.000,0.197,0.018
297,13.655,15.6489,28.422,6.234,45.70,1.984,1.032,27.580,6.830,0.1346,-0.0869,0.014,0.000,0.196,-0.003
298,13.695,15.8535,28.470,6.298,46.07,1.995,1.037,27.580,6.830,0.1129,-0.0632,0.016,0.000,0.197,-0.023
299,13.734,15.3187,28.518,6.363,46.47,1.978,1.043,27.665,6.963,0.1163,0.0772,0.028,0.000,0.196,0.015
300,13.775,16.1996,28.565,6.428,46.86,1.988,1.047,27.665,6.963,0.1210,0.0249,0.024,0.000,0.196,-0.000
301,13.814,14.4401,28.611,6.493,47.24,1.988,1.053,27.748,7.096,0.1147,0.0182,0.023,0.000,0.197,-0.010
302,13.854,14.3297,28.657,6.558,47.61,1.984,1.056,27.748,7.096,0.1281,0.0744,0.028,0.000,0.197,0.031
303,13.895,16.2482,28.703,6.624,47.97,1.989,1.063,27.830,7.230,0.1130,-0.1601,0.007,0.000,0.197,0.000
304,13.954,26.7515,28.749,6.690,48.32,1.990,1.065,27.830,7.230,0.1186,0.0685,0.027,0.000,0.197,-0.009
305,13.995,15.8099,28.816,6.788,48.87,1.986,1.073,27.911,7.364,0.1198,-0.0969,0.013,0.000,0.197,-0.001
306,14.054,27.0527,28.861,6.854,49.24,1.985,1.078,27.911,7.364,0.1173,0.0032,0.022,0.000,0.197,0.016
307,14.094,16.3255,28.927,6.954,49.78,1.980,1.084,27.990,7.500,0.1175,0.1243,0.032,0.000,0.197,0.013
308,14.134,14.1613,28.970,7.022,50.15,1.978,1.090,27.990,7.500,0.1292,-0.2041,0.003,0.000,0.197,-0.018
309,14.175,14.5692,29.013,7.089,50.53,1.993,1.092,28.068,7.636,0.1136,0.0050,0.022,0.000,0.197,0.008
310,14.214,14.8877,29.055,7.157,50.89,1.985,1.097,28.068,7.636,0.1261,-0.1037,0.012,0.000,0.197,0.006
311,14.254,14.9137,29.098,7.225,51.27,1.995,1.100,28.145,7.774,0.1077,0.1827,0.037,0.000,0.197,-0.018
312,14.294,14.9814,29.139,7.294,51.64,1.987,1.104,28.145,7.774,0.1157,-0.1440,0.008,0.000,0.197,0.010
313,14.334,14.5058,29.181,7.363,52.00,2.000,1.107,28.220,7.912,0.1213,0.1581,0.035,0.000,0.197,0.014
314,14.375,18.3374,29.222,7.432,52.35,2.000,1.112,28.220,7.912,0.1242,0.0885,0.029,0.000,0.197,-0.009
315,14.415,14.9969,29.263,7.501,52.70,2.006,1.115,28.293,8.051,0.1247,-0.0683,0.015,0.000,0.197,0.003
316,14.455,17.6183,29.304,7.571,53.07,2.016,1.119,28.293,8.051,0.1218,0.0336,0.024,0.000,0.197,0.008
317,14.494,14.2812,29.343,7.642,53.45,2.001,1.122,28.365,8.190,0.1190,0.0339,0.024,0.000,0.197,-0.018
318,14.555,20.2519,29.383,7.713,53.85,2.008,1.124,28.365,8.190,0.1391,0.0098,0.022,0.000,0.197,0.014
319,14.595,15.2380,29.440,7.819,54.44,2.007,1.127,28.436,8.330,0.1300,0.0275,0.024,0.000,0.197,0.011
320,14.635,16.9774,29.478,7.889,54.79,1.992,1.132,28.436,8.330,0.1157,0.0963,0.030,0.000,0.197,0.006
321,14.674,17.2603,29.515,7.961,55.17,1.996,1.132,28.505,8.472,0.1227,0.1167,0.032,0.000,0.197,-0.009
322,14.735,22.8844,29.551,8.033,55.58,2.003,1.135,28.505,8.472,0.1066,0.0704,0.028,0.000,0.196,0.010
323,14.774,14.8639,29.606,8.142,56.17,2.019,1.136,28.572,8.613,0.1417,0.1039,0.031,0.000,0.197,0.006
324,14.815,15.5023,29.642,8.215,56.55,2.034,1.140,28.639,8.756,0.1282,0.1303,0.034,0.000,0.197,0.008
325,14.854,14.7412,29.679,8.289,56.92,2.031,1.140,28.639,8.756,0.1123,0.1087,0.032,0.000,0.197,-0.003
326,14.894,15.2981,29.714,8.363,57.29,2.047,1.144,28.703,8.899,0.1231,-0.0263,0.020,0.000,0.197,-0.010
327,14.934,13.9971,29.749,8.438,57.68,2.070,1.143,28.703,8.899,0.1199,-0.0134,0.021,0.000,0.197,0.007
328,14.975,14.9476,29.785,8.513,58.06,2.056,1.148,28.766,9.043,0.1102,-0.0351,0.019,0.000,0.197,-0.000
329,15.014,17.8726,29.819,8.589,58.45,2.061,1.147,28.766,9.043,0.1125,-0.0773,0.015,0.000,0.197,-0.003
330,15.054,15.6386,29.853,8.664,58.83,2.048,1.151,28.766,9.043,0.1276,-0.0142,0.021,0.000,0.197,0.009
331,15.094,14.8394,29.887,8.739,59.18,2.033,1.149,28.828,9.187,0.1152,-0.0832,0.015,0.000,0.197,-0.003
332,15.134,15.6520,29.919,8.814,59.54,2.036,1.153,28.828,9.187,0.1239,-0.0808,0.015,0.000,0.197,-0.009
333,15.174,13.9439,29.951,8.889,59.90,2.009,1.152,28.888,9.332,0.1071,0.0669,0.028,0.000,0.197,-0.008
334,15.234,32.2328,29.983,8.964,60.26,2.004,1.155,28.888,9.332,0.1028,0.1333,0.034,0.000,0.196,0.008
335,15.275,14.7342,30.029,9.076,60.82,2.011,1.155,28.947,9.478,0.1096,0.0215,0.024,0.000,0.196,0.014
336,15.315,16.2231,30.060,9.151,61.18,2.020,1.158,29.004,9.624,0.1176,-0.0149,0.021,0.000,0.196,0.006
337,15.374,24.7563,30.091,9.225,61.49,2.025,1.158,29.004,9.624,0.1134,0.0975,0.031,0.000,0.197,0.001
338,15.435,18.6757,30.136,9.339,61.98,2.025,1.160,29.059,9.771,0.1041,0.1203,0.033,0.000,0.197,-0.003
339,15.475,14.6752,30.179,9.453,62.53,2.031,1.163,29.113,9.919,0.1184,0.1875,0.039,0.000,0.197,-0.002
340,15.535,20.7389,30.208,9.530,62.89,2.034,1.162,29.113,9.919,0.1026,0.1000,0.031,0.000,0.197,0.018
341,15.575,15.0556,30.251,9.646,63.41,2.051,1.164,29.166,10.067,0.1273,-0.1089,0.013,0.000,0.197,0.010
342,15.615,15.2757,30.279,9.724,63.76,2.081,1.165,29.166,10.067,0.1154,-0.1733,0.007,0.000,0.197,-0.004
343,15.655,14.7763,30.307,9.803,64.10,2.071,1.166,29.217,10.216,0.1196,0.0365,0.026,0.000,0.198,-0.001
344,15.695,15.5552,30.334,9.882,64.46,2.063,1.166,29.217,10.216,0.1163,-0.0825,0.015,0.000,0.197,0.011
345,15.734,15.6925,30.360,9.961,64.83,2.056,1.167,29.266,10.365,0.1035,-0.0094,0.021,0.000,0.197,-0.023
346,15.774,15.0999,30.386,10.040,65.20,2.041,1.166,29.266,10.365,0.1308,0.0533,0.027,0.000,0.197,-0.018
347,15.814,16.7129,30.410,10.117,65.57,2.043,1.166,29.314,10.514,0.1148,0.0584,0.028,0.000,0.197,0.026
348,15.855,15.3085,30.435,10.195,65.94,2.038,1.166,29.314,10.514,0.1216,0.1384,0.035,0.000,0.196,-0.014
349,15.915,23.9143,30.459,10.274,66.28,2.043,1.166,29.360,10.665,0.1190,0.0209,0.024,0.000,0.197,-0.016
350,15.955,14.7595,30.493,10.393,66.82,2.062,1.166,29.360,10.665,0.1320,0.1778,0.038,0.000,0.197,-0.017
351,16.014,23.1113,30.516,10.473,67.21,2.066,1.163,29.404,10.815,0.1157,0.0276,0.025,0.000,0.196,0.025
352,16.074,21.5868,30.549,10.594,67.81,2.076,1.163,29.447,10.966,0.1156,0.1212,0.034,0.000,0.196,0.031
353,16.116,14.7019,30.580,10.716,68.42,2.093,1.160,29.447,10.966,0.1033,-0.0199,0.021,0.000,0.197,0.034
354,16.155,14.2365,30.601,10.798,68.82,2.105,1.157,29.489,11.118,0.1168,-0.0181,0.021,0.000,0.197,0.005
355,16.215,26.9299,30.621,10.881,69.20,2.108,1.157,29.489,11.118,0.1053,0.0473,0.027,0.000,0.197,-0.015
356,16.255,15.1993,30.651,11.003,69.73,2.097,1.154,29.529,11.270,0.1183,0.0161,0.024,0.000,0.198,-0.033
357,16.294,14.5366,30.671,11.085,70.09,2.091,1.154,29.567,11.422,0.1209,-0.0750,0.016,0.000,0.198,0.014
358,16.355,20.5745,30.690,11.167,70.44,2.090,1.151,29.567,11.422,0.1043,0.2808,0.048,0.000,0.197,0.016
359,16.415,28.7822,30.717,11.290,70.98,2.078,1.149,29.604,11.575,0.1311,0.0744,0.030,0.000,0.197,0.016
360,16.455,15.7555,30.743,11.413,71.54,2.100,1.148,29.639,11.728,0.1060,0.0256,0.026,0.000,0.196,0.034
361,16.494,15.1115,30.760,11.496,71.91,2.120,1.145,29.639,11.728,0.1147,0.1021,0.033,0.000,0.197,-0.019
362,16.534,14.5727,30.777,11.580,72.25,2.120,1.145,29.672,11.881,0.1169,0.0172,0.025,0.000,0.197,0.003
363,16.575,15.3152,30.793,11.664,72.60,2.130,1.142,29.672,11.881,0.1130,-0.1061,0.014,0.000,0.197,0.040
364,16.616,16.1725,30.809,11.749,72.98,2.136,1.141,29.704,12.035,0.1239,0.2057,0.042,0.000,0.197,-0.019
365,16.676,20.2024,30.823,11.834,73.36,2.129,1.137,29.704,12.035,0.1164,0.0115,0.025,0.000,0.197,-0.027
366,16.734,25.8637,30.844,11.961,73.96,2.140,1.133,29.734,12.189,0.1232,0.0748,0.030,0.000,0.197,-0.033
367,16.795,22.3167,30.863,12.088,74.54,2.153,1.130,29.763,12.344,0.1217,0.0611,0.029,0.000,0.197,-0.036
368,16.855,25.2096,30.881,12.217,75.14,2.157,1.126,29.763,12.344,0.1126,-0.0187,0.022,0.000,0.197,-0.043
369,16.895,15.3703,30.898,12.347,75.76,2.169,1.118,29.790,12.498,0.1131,0.1235,0.035,0.000,0.196,-0.027
370,16.935,14.9879,30.908,12.433,76.18,2.165,1.114,29.815,12.653,0.1260,0.2257,0.044,0.000,0.197,-0.014
371,16.974,14.8635,30.918,12.520,76.57,2.164,1.110,29.815,12.653,0.1215,0.1092,0.034,0.000,0.197,0.037
372,17.014,14.3294,30.927,12.607,76.97,2.189,1.107,29.839,12.809,0.1170,-0.0403,0.021,0.000,0.197,0.005
373,17.054,14.4869,30.936,12.695,77.35,2.192,1.102,29.839,12.809,0.1303,-0.0176,0.023,0.000,0.197,-0.047
374,17.095,14.3362,30.944,12.784,77.76,2.204,1.098,29.861,12.964,0.1179,0.0162,0.026,0.000,0.197,0.015
375,17.155,25.5576,30.951,12.872,78.19,2.201,1.094,29.861,12.964,0.1000,0.1065,0.034,0.000,0.197,0.036
376,17.215,26.2819,30.961,13.005,78.83,2.192,1.085,29.882,13.120,0.1266,-0.0131,0.023,0.000,0.197,0.038
377,17.255,14.8152,30.970,13.137,79.43,2.204,1.078,29.901,13.276,0.1148,-0.1216,0.014,0.000,0.197,0.036
378,17.314,23.3860,30.976,13.225,79.79,2.212,1.076,29.901,13.276,0.1031,0.1854,0.041,0.000,0.197,0.009
379,17.375,25.7301,30.983,13.358,80.33,2.186,1.068,29.918,13.432,0.1201,0.0881,0.032,0.000,0.197,0.020
380,17.414,15.7241,30.989,13.490,80.92,2.197,1.060,29.933,13.588,0.0963,0.2641,0.048,0.000,0.197,0.033
381,17.454,14.7385,30.993,13.578,81.30,2.220,1.059,29.947,13.745,0.1026,-0.0188,0.023,0.000,0.197,0.002
382,17.495,16.7392,30.996,13.668,81.66,2.228,1.052,29.947,13.745,0.1029,-0.0096,0.024,0.000,0.197,-0.032
383,17.536,15.2070,31.000,13.758,82.01,2.239,1.050,29.960,13.901,0.1263,0.1998,0.043,0.000,0.197,0.021
384,17.575,17.3437,31.002,13.848,82.37,2.248,1.044,29.960,13.901,0.1133,-0.0309,0.023,0.000,0.197,0.032
385,17.615,14.6476,31.004,13.938,82.72,2.244,1.040,29.970,14.058,0.0961,0.1107,0.035,0.000,0.197,-0.028
386,17.654,15.3093,31.005,14.028,83.09,2.255,1.035,29.970,14.058,0.1133,-0.0174,0.024,0.000,0.197,-0.020
387,17.694,15.0618,31.005,14.118,83.50,2.264,1.030,29.979,14.215,0.1235,0.1638,0.040,0.000,0.197,0.028
388,17.737,18.8846,31.005,14.210,83.88,2.262,1.025,29.979,14.215,0.1268,0.0400,0.029,0.000,0.197,0.012
389,17.774,14.2272,31.004,14.301,84.26,2.268,1.019,29.987,14.372,0.1037,0.0679,0.032,0.000,0.197,-0.035
390,17.815,17.4259,31.002,14.392,84.65,2.279,1.015,29.987,14.372,0.1036,-0.0545,0.021,0.000,0.197,-0.024
391,17.855,16.9310,30.998,14.484,85.06,2.280,1.007,29.993,14.529,0.1231,0.1416,0.038,0.000,0.197,0.021
392,17.895,16.1320,30.996,14.576,85.47,2.287,1.004,29.993,14.529,0.1063,0.0156,0.027,0.000,0.197,0.031
393,17.934,15.6370,30.992,14.667,85.86,2.290,0.996,29.997,14.686,0.1175,-0.1114,0.016,0.000,0.197,-0.026
394,17.973,15.4605,30.988,14.759,86.22,2.284,0.992,29.999,14.843,0.1097,-0.0302,0.023,0.000,0.197,-0.034
395,18.034,20.1873,30.983,14.851,86.60,2.283,0.984,29.999,14.843,0.1090,0.1031,0.035,0.000,0.197,0.030
396,18.094,18.2701,30.975,14.988,87.19,2.271,0.975,30.000,15.000,0.1140,0.1682,0.041,0.000,0.197,0.002
397,18.156,26.3922,30.965,15.125,87.78,2.280,0.966,29.999,15.157,0.0953,0.1450,0.039,0.000,0.197,-0.022
398,18.194,15.0494,30.953,15.263,88.37,2.300,0.958,29.997,15.314,0.0982,0.0222,0.028,0.000,0.197,-0.024
399,18.254,27.7486,30.945,15.354,88.77,2.319,0.949,29.997,15.314,0.1144,-0.0875,0.018,0.000,0.197,0.016
400,18.294,15.0823,30.932,15.494,89.35,2.332,0.940,29.993,15.471,0.1197,0.0022,0.026,0.000,0.198,-0.010
401,18.334,16.1609,30.923,15.587,89.71,2.310,0.937,29.987,15.628,0.1051,0.0236,0.028,0.000,0.198,0.024
402,18.373,16.2838,30.913,15.680,90.07,2.314,0.927,29.987,15.628,0.1154,0.0354,0.029,0.000,0.197,0.017
403,18.414,15.4493,30.902,15.772,90.45,2.319,0.922,29.979,15.785,0.1108,-0.1454,0.013,0.000,0.197,-0.018
404,18.454,14.2801,30.890,15.865,90.84,2.306,0.914,29.979,15.785,0.1035,0.2909,0.052,0.000,0.197,-0.033
405,18.515,20.6443,30.878,15.957,91.25,2.308,0.908,29.970,15.942,0.1054,0.1114,0.036,0.000,0.197,0.006
406,18.556,14.8724,30.859,16.094,91.84,2.320,0.899,29.960,16.099,0.1195,0.2073,0.045,0.000,0.197,-0.010
407,18.615,37.7980,30.845,16.187,92.22,2.346,0.889,29.960,16.099,0.0917,-0.0671,0.021,0.000,0.197,0.035
408,18.675,19.3014,30.822,16.328,92.80,2.382,0.878,29.947,16.255,0.1134,-0.1658,0.012,0.000,0.197,0.007
409,18.735,23.8590,30.798,16.469,93.41,2.383,0.867,29.933,16.412,0.0921,0.2250,0.046,0.000,0.197,-0.015
410,18.774,14.7433,30.774,16.610,93.98,2.358,0.857,29.918,16.568,0.1096,0.1644,0.041,0.000,0.197,-0.031
411,18.815,14.6396,30.757,16.703,94.36,2.340,0.850,29.918,16.568,0.1129,-0.0876,0.019,0.000,0.197,-0.015
412,18.853,14.6357,30.740,16.796,94.71,2.357,0.842,29.901,16.724,0.0982,0.1377,0.039,0.000,0.197,0.010
