step,t,solve_ms,mx,my,myaw_deg,v,min_dist,ref_x,ref_y,steer_rad,accel_cmd,throttle,brake,z,vz
624,28.674,21.6083,15.013,30.623,173.66,2.396,0.623,15.000,30.000,0.0963,0.0753,0.035,0.000,0.198,-0.023
625,28.714,15.4577,14.869,30.625,174.14,2.397,0.626,14.900,30.000,0.0938,0.0452,0.032,0.000,0.198,-0.012
626,28.774,23.9789,14.772,30.628,174.40,2.408,0.628,14.800,30.000,0.0750,0.0242,0.031,0.000,0.199,-0.023
627,28.814,15.6890,14.627,30.629,174.81,2.420,0.630,14.600,30.000,0.0940,-0.0379,0.025,0.000,0.198,-0.029
628,28.854,14.1636,14.530,30.629,175.12,2.427,0.630,14.500,30.000,0.0880,0.0506,0.033,0.000,0.198,-0.023
629,28.916,27.6413,14.433,30.630,175.43,2.418,0.630,14.400,30.000,0.1017,0.0372,0.032,0.000,0.198,0.009
630,28.975,23.2365,14.287,30.628,175.89,2.414,0.628,14.300,30.000,0.0782,-0.0317,0.026,0.000,0.198,-0.031
631,29.015,16.3263,14.141,30.624,176.38,2.432,0.626,14.100,30.000,0.0941,0.1998,0.046,0.000,0.197,-0.039
632,29.055,16.7137,14.043,30.621,176.73,2.427,0.623,14.000,30.000,0.0849,0.2238,0.049,0.000,0.197,-0.013
633,29.094,14.9855,13.945,30.617,177.08,2.444,0.619,13.900,30.000,0.0820,-0.0591,0.024,0.000,0.197,0.035
634,29.134,15.9024,13.847,30.613,177.42,2.462,0.615,13.800,30.000,0.0491,0.0147,0.030,0.000,0.197,0.040
635,29.174,13.9881,13.748,30.608,177.74,2.470,0.610,13.700,30.000,0.0676,-0.0702,0.023,0.000,0.197,-0.013
636,29.215,15.1578,13.648,30.603,178.04,2.472,0.605,13.600,30.000,0.0744,0.0640,0.035,0.000,0.198,-0.017
637,29.255,17.5848,13.551,30.599,178.33,2.468,0.601,13.600,30.000,0.0782,0.2027,0.047,0.000,0.199,0.001
638,29.294,15.1404,13.452,30.594,178.60,2.466,0.596,13.500,30.000,0.0721,0.1019,0.038,0.000,0.199,0.019
639,29.356,21.1536,13.353,30.588,178.86,2.459,0.590,13.400,30.000,0.0753,0.1041,0.039,0.000,0.198,0.005
640,29.395,14.7775,13.204,30.579,179.30,2.499,0.579,13.200,30.000,0.0666,-0.0542,0.025,0.000,0.198,0.015
641,29.455,21.9008,13.103,30.573,179.59,2.506,0.573,13.100,30.000,0.0613,-0.0015,0.029,0.000,0.198,0.020
642,29.494,14.8093,12.952,30.562,-179.97,2.504,0.564,13.000,30.000,0.0748,-0.0624,0.024,0.000,0.198,0.008
643,29.536,15.1886,12.852,30.554,-179.70,2.500,0.556,12.900,30.000,0.0543,0.0505,0.034,0.000,0.198,0.040
644,29.575,15.0780,12.752,30.547,-179.46,2.508,0.549,12.800,30.000,0.0479,-0.0430,0.026,0.000,0.198,-0.004
645,29.636,19.3341,12.652,30.539,-179.21,2.511,0.541,12.700,30.000,0.0602,0.0897,0.037,0.000,0.198,-0.036
646,29.694,21.3832,12.503,30.528,-178.87,2.508,0.528,12.500,30.000,0.0467,0.0837,0.037,0.000,0.198,0.002
647,29.736,15.7577,12.353,30.516,-178.57,2.504,0.518,12.400,30.000,0.0402,-0.0943,0.021,0.000,0.198,0.039
648,29.794,19.6844,12.253,30.508,-178.38,2.522,0.510,12.300,30.000,0.0579,-0.0606,0.024,0.000,0.198,-0.010
649,29.854,27.7549,12.102,30.496,-178.09,2.514,0.496,12.100,30.000,0.0562,0.1708,0.044,0.000,0.199,0.034
650,29.895,15.8954,11.952,30.484,-177.85,2.502,0.486,12.000,30.000,0.0281,-0.0740,0.023,0.000,0.199,0.020
651,29.935,14.7018,11.853,30.474,-177.68,2.499,0.477,11.900,30.000,0.0324,0.1162,0.040,0.000,0.198,0.012
652,29.974,14.4799,11.752,30.465,-177.49,2.508,0.467,11.800,30.000,0.0324,-0.0308,0.027,0.000,0.198,-0.011
653,30.035,22.9630,11.652,30.456,-177.31,2.518,0.459,11.700,30.000,0.0525,-0.0394,0.026,0.000,0.199,0.000
654,30.095,26.3856,11.502,30.443,-177.10,2.510,0.443,11.500,30.000,0.0367,-0.0588,0.024,0.000,0.199,-0.009
655,30.134,14.6056,11.353,30.429,-176.92,2.494,0.432,11.400,30.000,0.0168,0.0004,0.029,0.000,0.199,0.009
656,30.174,16.4727,11.253,30.419,-176.78,2.497,0.422,11.300,30.000,0.0089,0.0295,0.032,0.000,0.199,-0.006
657,30.215,14.6323,11.153,30.410,-176.63,2.507,0.413,11.200,30.000,0.0190,0.0284,0.032,0.000,0.199,-0.005
658,30.275,24.4877,11.054,30.401,-176.49,2.509,0.404,11.100,30.000,0.0303,-0.0336,0.026,0.000,0.199,-0.008
659,30.334,22.6816,10.904,30.389,-176.38,2.506,0.389,10.900,30.000,0.0376,0.1673,0.044,0.000,0.199,-0.013
660,30.374,16.6408,10.754,30.375,-176.28,2.507,0.378,10.800,30.000,0.0167,0.1532,0.043,0.000,0.199,-0.004
661,30.414,15.8483,10.654,30.366,-176.18,2.517,0.369,10.700,30.000,0.0145,-0.1203,0.019,0.000,0.199,-0.024
662,30.454,18.5400,10.554,30.356,-176.05,2.530,0.359,10.600,30.000,0.0158,-0.1012,0.021,0.000,0.199,-0.014
663,30.515,17.7953,10.453,30.347,-175.94,2.527,0.350,10.500,30.000,0.0137,-0.0315,0.027,0.000,0.199,0.022
664,30.575,23.7757,10.302,30.333,-175.83,2.512,0.333,10.300,30.000,0.0067,0.0332,0.032,0.000,0.200,-0.020
665,30.616,16.3504,10.153,30.320,-175.76,2.502,0.323,10.200,30.000,0.0119,-0.0232,0.027,0.000,0.199,-0.032
666,30.655,15.2627,10.053,30.311,-175.70,2.501,0.314,10.100,30.000,0.0079,-0.0710,0.023,0.000,0.200,-0.015
667,30.694,15.7256,9.954,30.302,-175.66,2.495,0.306,10.000,30.000,-0.0057,-0.0307,0.027,0.000,0.200,0.026
668,30.735,16.3655,9.854,30.294,-175.62,2.495,0.297,9.900,30.000,-0.0020,0.1344,0.041,0.000,0.199,0.026
669,30.775,18.0395,9.754,30.286,-175.59,2.497,0.289,9.800,30.000,0.0095,-0.0098,0.029,0.000,0.199,-0.012
670,30.815,15.3249,9.656,30.278,-175.57,2.498,0.281,9.700,30.000,0.0086,0.1621,0.044,0.000,0.200,-0.029
671,30.854,15.1314,9.557,30.270,-175.57,2.500,0.273,9.600,30.000,0.0009,-0.0200,0.028,0.000,0.200,0.009
672,30.894,14.3840,9.457,30.261,-175.57,2.508,0.265,9.500,30.000,0.0030,0.0570,0.035,0.000,0.200,0.026
673,30.955,22.5425,9.356,30.253,-175.54,2.528,0.257,9.400,30.000,-0.0130,0.0103,0.031,0.000,0.199,0.017
674,31.014,19.1303,9.205,30.241,-175.51,2.521,0.241,9.200,30.000,0.0200,0.0332,0.033,0.000,0.200,0.033
675,31.054,15.1159,9.054,30.229,-175.50,2.529,0.233,9.100,30.000,-0.0014,-0.0206,0.028,0.000,0.200,0.026
676,31.094,14.9240,8.953,30.221,-175.51,2.525,0.226,9.000,30.000,-0.0063,-0.0748,0.023,0.000,0.200,0.030
677,31.154,21.0840,8.852,30.213,-175.52,2.538,0.219,8.900,30.000,0.0009,-0.2511,0.007,0.000,0.200,0.002
678,31.195,17.4339,8.700,30.202,-175.52,2.521,0.202,8.700,30.000,0.0089,-0.1505,0.016,0.000,0.200,0.029
679,31.255,23.3259,8.600,30.194,-175.53,2.511,0.194,8.600,30.000,0.0188,-0.2089,0.011,0.000,0.200,-0.009
680,31.295,16.3690,8.451,30.182,-175.54,2.470,0.188,8.500,30.000,0.0115,-0.4507,0.000,0.011,0.199,0.019
681,31.334,15.3547,8.352,30.173,-175.51,2.466,0.180,8.400,30.000,0.0493,-0.2817,0.003,0.000,0.199,-0.021
682,31.375,15.2431,8.255,30.165,-175.46,2.437,0.171,8.300,30.000,0.0515,-0.2130,0.009,0.000,0.198,-0.038
683,31.414,17.2492,8.159,30.156,-175.41,2.399,0.161,8.200,30.000,0.0378,-0.1681,0.013,0.000,0.198,-0.010
684,31.455,15.4780,8.064,30.146,-175.34,2.367,0.150,8.100,30.000,0.0368,-0.1548,0.014,0.000,0.198,0.007
685,31.495,14.6006,7.970,30.136,-175.27,2.352,0.139,8.000,30.000,0.0519,-0.1162,0.017,0.000,0.197,0.001
686,31.535,17.1099,7.877,30.125,-175.16,2.341,0.127,7.900,30.000,0.0543,-0.1207,0.017,0.000,0.197,-0.029
687,31.574,14.9552,7.784,30.114,-175.03,2.319,0.115,7.800,30.000,0.0577,-0.1102,0.017,0.000,0.197,-0.001
688,31.615,15.5781,7.692,30.102,-174.89,2.313,0.102,7.700,30.000,0.0489,0.0295,0.030,0.000,0.197,0.022
689,31.654,14.1712,7.601,30.089,-174.74,2.305,0.089,7.600,30.000,0.0398,-0.0873,0.019,0.000,0.197,0.013
690,31.694,15.3891,7.510,30.075,-174.55,2.298,0.076,7.500,30.000,0.0573,0.1027,0.036,0.000,0.197,-0.007
691,31.734,14.0807,7.419,30.062,-174.38,2.291,0.065,7.400,30.000,0.0348,-0.0970,0.018,0.000,0.198,0.012
692,31.796,19.8609,7.329,30.049,-174.22,2.295,0.057,7.300,30.000,0.0365,-0.0082,0.026,0.000,0.198,0.030
693,31.834,14.2362,7.192,30.029,-174.00,2.290,0.030,7.200,30.000,0.0316,0.0394,0.030,0.000,0.199,0.019
694,31.875,17.3516,7.102,30.015,-173.87,2.289,0.015,7.100,30.000,0.0380,0.0161,0.028,0.000,0.199,0.007
695,31.935,27.2153,7.011,30.002,-173.75,2.284,0.011,7.000,30.000,0.0168,0.2486,0.049,0.000,0.199,0.006
696,31.974,14.8396,6.875,29.981,-173.56,2.292,0.031,6.900,30.000,0.0334,0.2536,0.050,0.000,0.199,-0.001
697,32.035,18.1632,6.784,29.968,-173.44,2.303,0.036,6.800,30.000,0.0268,0.1058,0.037,0.000,0.200,0.002
698,32.095,36.9333,6.646,29.947,-173.27,2.343,0.070,6.600,30.000,-0.0031,0.1718,0.043,0.000,0.200,-0.006
699,32.135,15.9785,6.506,29.925,-173.11,2.374,0.075,6.500,30.000,-0.0055,0.0132,0.029,0.000,0.200,0.002
700,32.196,20.2107,6.411,29.911,-173.01,2.388,0.089,6.400,30.000,-0.0038,0.1028,0.037,0.000,0.201,0.009
701,32.255,29.4096,6.269,29.892,-172.92,2.389,0.113,6.300,30.000,-0.0179,-0.1188,0.018,0.000,0.201,0.006
702,32.295,14.9459,6.127,29.873,-172.92,2.392,0.129,6.100,30.000,-0.0269,-0.0435,0.024,0.000,0.201,-0.005
703,32.335,14.6199,6.031,29.862,-172.95,2.393,0.142,6.000,30.000,-0.0237,-0.0942,0.020,0.000,0.201,0.006
704,32.374,14.5089,5.937,29.851,-172.97,2.385,0.154,5.900,30.000,-0.0158,0.0653,0.034,0.000,0.201,0.006
705,32.435,21.4888,5.842,29.840,-173.02,2.372,0.165,5.800,30.000,-0.0316,0.0192,0.030,0.000,0.201,-0.017
706,32.494,26.0978,5.702,29.826,-173.10,2.376,0.174,5.700,30.000,-0.0273,0.1081,0.037,0.000,0.200,-0.017
707,32.534,15.6282,5.560,29.811,-173.21,2.385,0.193,5.600,30.000,-0.0349,0.1697,0.043,0.000,0.200,0.008
708,32.596,23.1125,5.465,29.802,-173.29,2.385,0.201,5.500,30.000,-0.0350,0.2106,0.047,0.000,0.200,-0.017
709,32.655,26.6875,5.322,29.790,-173.44,2.411,0.212,5.300,30.000,-0.0395,-0.0516,0.024,0.000,0.201,-0.006
710,32.694,15.9354,5.177,29.778,-173.64,2.437,0.223,5.200,30.000,-0.0438,0.0824,0.036,0.000,0.201,0.014
711,32.756,21.4418,5.080,29.771,-173.78,2.442,0.230,5.100,30.000,-0.0495,0.1709,0.044,0.000,0.201,-0.027
712,32.815,19.2515,4.933,29.761,-174.00,2.449,0.241,4.900,30.000,-0.0485,-0.0788,0.022,0.000,0.201,-0.003
713,32.854,16.3651,4.787,29.753,-174.26,2.457,0.247,4.800,30.000,-0.0586,0.0688,0.035,0.000,0.201,0.027
714,32.894,16.9676,4.689,29.748,-174.45,2.466,0.252,4.700,30.000,-0.0310,0.1549,0.042,0.000,0.201,-0.019
715,32.935,15.5160,4.591,29.744,-174.66,2.460,0.256,4.600,30.000,-0.0594,0.0353,0.032,0.000,0.201,-0.037
716,32.974,15.5265,4.492,29.740,-174.86,2.465,0.260,4.500,30.000,-0.0583,-0.1022,0.020,0.000,0.201,0.002
717,33.015,14.7020,4.393,29.736,-175.05,2.482,0.264,4.400,30.000,-0.0613,0.2022,0.047,0.000,0.201,0.023
718,33.056,15.3577,4.294,29.733,-175.23,2.483,0.267,4.300,30.000,-0.0692,-0.1715,0.014,0.000,0.200,0.009
719,33.094,15.1507,4.194,29.730,-175.42,2.486,0.270,4.200,30.000,-0.0510,-0.1437,0.016,0.000,0.201,-0.025
720,33.155,21.7659,4.095,29.729,-175.64,2.476,0.271,4.100,30.000,-0.0422,-0.1300,0.017,0.000,0.201,-0.018
721,33.215,24.9803,3.947,29.727,-176.00,2.451,0.277,3.900,30.000,-0.0562,-0.1279,0.017,0.000,0.201,-0.028
722,33.254,15.1138,3.801,29.724,-176.31,2.435,0.276,3.800,30.000,-0.0548,0.1783,0.044,0.000,0.200,-0.015
723,33.294,14.5690,3.703,29.723,-176.47,2.427,0.277,3.700,30.000,-0.0590,-0.1746,0.013,0.000,0.200,-0.006
724,33.334,14.8487,3.606,29.722,-176.62,2.425,0.278,3.600,30.000,-0.0461,-0.0990,0.020,0.000,0.200,0.003
725,33.375,14.8598,3.509,29.721,-176.81,2.417,0.279,3.500,30.000,-0.0421,0.2285,0.049,0.000,0.200,-0.004
726,33.414,14.7342,3.413,29.722,-177.03,2.400,0.279,3.400,30.000,-0.0376,-0.0086,0.028,0.000,0.200,-0.010
727,33.456,15.2654,3.317,29.722,-177.24,2.413,0.279,3.300,30.000,-0.0551,-0.2489,0.006,0.000,0.200,0.009
728,33.494,15.1274,3.221,29.721,-177.40,2.439,0.280,3.200,30.000,-0.0487,-0.1105,0.018,0.000,0.200,0.007
729,33.535,15.9743,3.123,29.721,-177.54,2.425,0.280,3.100,30.000,-0.0418,-0.1265,0.017,0.000,0.200,-0.016
730,33.575,16.2519,3.027,29.721,-177.70,2.391,0.280,3.000,30.000,-0.0643,-0.1061,0.018,0.000,0.200,-0.017
731,33.614,14.6143,2.931,29.722,-177.87,2.372,0.279,2.900,30.000,-0.0536,0.2374,0.049,0.000,0.200,0.013
732,33.675,18.9272,2.836,29.723,-178.03,2.365,0.279,2.800,30.000,-0.0473,-0.0193,0.026,0.000,0.200,0.023
733,33.716,15.3933,2.694,29.726,-178.32,2.375,0.274,2.700,30.000,-0.0583,-0.1077,0.018,0.000,0.200,0.036
734,33.774,19.5606,2.599,29.728,-178.50,2.397,0.272,2.600,30.000,-0.0474,0.1975,0.045,0.000,0.200,0.011
735,33.814,14.8563,2.455,29.732,-178.80,2.381,0.272,2.500,30.000,-0.0784,-0.0003,0.028,0.000,0.200,0.035
736,33.875,26.6196,2.361,29.735,-178.99,2.387,0.268,2.400,30.000,-0.0656,0.0978,0.037,0.000,0.200,-0.007
737,33.915,14.8471,2.218,29.741,-179.28,2.396,0.260,2.200,30.000,-0.0697,0.4016,0.064,0.000,0.200,0.014
738,33.974,24.8887,2.122,29.745,-179.49,2.397,0.256,2.100,30.000,-0.0882,-0.0432,0.025,0.000,0.200,-0.017
739,34.035,19.5138,1.978,29.754,-179.85,2.435,0.247,2.000,30.000,-0.0719,0.0749,0.035,0.000,0.201,0.011
740,34.077,14.9147,1.831,29.765,179.74,2.440,0.237,1.800,30.000,-0.1026,0.1588,0.043,0.000,0.201,0.022
741,34.114,14.7559,1.734,29.773,179.44,2.440,0.229,1.700,30.000,-0.0927,-0.0760,0.022,0.000,0.201,-0.007
742,34.175,24.6138,1.636,29.782,179.15,2.448,0.221,1.600,30.000,-0.1235,-0.1108,0.019,0.000,0.201,-0.006
743,34.216,15.9285,1.489,29.797,178.69,2.444,0.203,1.500,30.000,-0.1206,-0.0590,0.024,0.000,0.201,-0.006
744,34.255,15.8260,1.394,29.809,178.37,2.428,0.191,1.400,30.000,-0.1420,-0.3989,0.000,0.007,0.201,0.013
745,34.315,17.2583,1.297,29.822,178.01,2.405,0.178,1.300,30.000,-0.1726,0.0102,0.029,0.000,0.201,-0.012
746,34.356,14.6909,1.155,29.843,177.41,2.353,0.163,1.200,30.000,-0.1645,-0.0927,0.020,0.000,0.200,-0.008
747,34.414,26.0958,1.063,29.859,176.99,2.323,0.146,1.100,30.000,-0.1919,0.0012,0.028,0.000,0.200,-0.036
748,34.454,15.9759,0.926,29.885,176.30,2.294,0.118,0.900,30.000,-0.2107,-0.0314,0.025,0.000,0.199,-0.024
749,34.514,23.4645,0.836,29.905,175.80,2.277,0.102,0.800,30.000,-0.2114,-0.2062,0.010,0.000,0.199,-0.021
750,34.555,18.9404,0.702,29.937,174.98,2.262,0.063,0.700,30.000,-0.1996,-0.0645,0.022,0.000,0.199,-0.017
751,34.614,23.1680,0.614,29.961,174.40,2.227,0.041,0.600,30.000,-0.1799,-0.0450,0.024,0.000,0.199,0.032
752,34.655,14.5216,0.484,30.000,173.45,2.190,0.016,0.500,30.000,-0.1371,-0.1575,0.014,0.000,0.200,0.029
753,34.695,14.3835,0.400,30.028,172.79,2.172,0.028,0.400,30.000,-0.0607,0.2765,0.052,0.000,0.199,0.013
754,34.734,16.3579,0.316,30.058,172.10,2.152,0.060,0.300,30.000,-0.0207,-0.0788,0.021,0.000,0.200,-0.036
755,34.774,14.9477,0.232,30.087,171.45,2.189,0.093,0.200,30.000,0.0072,0.0216,0.030,0.000,0.199,0.017
756,34.815,14.3859,0.147,30.114,170.90,2.236,0.124,0.100,30.000,0.0202,0.1500,0.041,0.000,0.197,-0.030
757,34.854,15.4995,0.060,30.140,170.48,2.276,0.145,0.100,30.000,0.0326,0.2346,0.049,0.000,0.197,-0.071
758,34.894,14.4535,-0.028,30.164,170.18,2.284,0.166,0.000,30.000,0.0267,-0.0408,0.025,0.000,0.196,0.007
759,34.956,19.5443,-0.118,30.185,169.96,2.310,0.186,-0.100,30.000,0.0599,-0.0504,0.024,0.000,0.196,0.014
760,34.995,16.6941,-0.255,30.214,169.78,2.349,0.219,-0.300,30.000,0.0781,0.2008,0.046,0.000,0.196,0.014
761,35.035,17.1318,-0.348,30.232,169.74,2.355,0.237,-0.300,30.000,0.0615,0.0997,0.037,0.000,0.196,-0.007
762,35.075,16.9506,-0.440,30.247,169.77,2.365,0.250,-0.400,30.000,0.0749,0.0851,0.036,0.000,0.196,0.029
763,35.116,15.9861,-0.534,30.262,169.86,2.394,0.264,-0.500,30.000,0.0871,-0.0568,0.024,0.000,0.197,0.027
764,35.174,28.0757,-0.629,30.275,169.97,2.398,0.277,-0.600,30.000,0.0770,-0.2043,0.010,0.000,0.197,-0.009
765,35.215,15.6134,-0.772,30.294,170.19,2.418,0.295,-0.800,30.000,0.0762,0.0101,0.029,0.000,0.197,-0.005
766,35.254,14.3934,-0.868,30.305,170.38,2.386,0.307,-0.900,30.000,0.0595,0.1722,0.044,0.000,0.198,-0.017
767,35.295,15.3564,-0.963,30.315,170.60,2.383,0.317,-1.000,30.000,0.0902,0.0680,0.035,0.000,0.198,-0.003
768,35.334,14.4433,-1.058,30.324,170.84,2.392,0.327,-1.100,30.000,0.0904,-0.0940,0.020,0.000,0.198,0.025
769,35.375,15.2224,-1.154,30.333,171.08,2.407,0.336,-1.200,30.000,0.0684,0.2162,0.048,0.000,0.198,0.010
770,35.415,14.6276,-1.250,30.340,171.32,2.408,0.344,-1.300,30.000,0.0857,-0.0046,0.028,0.000,0.198,-0.014
771,35.455,15.0950,-1.347,30.348,171.59,2.419,0.351,-1.300,30.000,0.0853,0.0130,0.030,0.000,0.198,-0.018
772,35.495,14.5961,-1.444,30.354,171.86,2.432,0.357,-1.400,30.000,0.0874,-0.1710,0.014,0.000,0.198,-0.005
773,35.534,14.3187,-1.541,30.360,172.13,2.427,0.362,-1.500,30.000,0.0839,-0.0760,0.022,0.000,0.198,0.017
774,35.575,14.5586,-1.639,30.365,172.44,2.428,0.367,-1.600,30.000,0.0744,0.0945,0.037,0.000,0.197,0.010
775,35.636,17.6164,-1.736,30.368,172.77,2.416,0.370,-1.700,30.000,0.0762,-0.0465,0.024,0.000,0.197,-0.032
776,35.695,26.9252,-1.881,30.373,173.26,2.429,0.374,-1.900,30.000,0.0838,0.0572,0.034,0.000,0.197,0.014
777,35.734,15.1485,-2.027,30.378,173.68,2.421,0.379,-2.000,30.000,0.0801,0.0333,0.032,0.000,0.198,0.033
778,35.775,15.7973,-2.124,30.380,173.96,2.429,0.381,-2.100,30.000,0.0663,-0.0647,0.023,0.000,0.198,-0.020
779,35.814,14.5560,-2.221,30.381,174.26,2.417,0.382,-2.200,30.000,0.0763,0.1047,0.038,0.000,0.198,-0.032
780,35.855,16.7763,-2.318,30.383,174.57,2.427,0.384,-2.300,30.000,0.0649,0.0774,0.036,0.000,0.198,0.001
781,35.894,14.6465,-2.416,30.385,174.86,2.424,0.385,-2.400,30.000,0.0639,0.0713,0.035,0.000,0.198,0.036
782,35.955,21.7507,-2.513,30.386,175.13,2.435,0.386,-2.500,30.000,0.0519,0.0800,0.036,0.000,0.198,0.019
783,36.014,29.9714,-2.659,30.388,175.50,2.444,0.390,-2.700,30.000,0.0977,0.0727,0.035,0.000,0.199,0.029
784,36.054,14.3720,-2.806,30.389,175.85,2.460,0.389,-2.800,30.000,0.0639,0.1135,0.039,0.000,0.199,0.006
785,36.095,14.6082,-2.905,30.390,176.06,2.458,0.390,-2.900,30.000,0.0837,0.1387,0.041,0.000,0.199,0.023
786,36.134,18.4475,-3.004,30.391,176.28,2.482,0.391,-3.000,30.000,0.0724,-0.0010,0.029,0.000,0.199,0.008
787,36.175,14.6906,-3.104,30.390,176.52,2.495,0.390,-3.100,30.000,0.0782,-0.0840,0.022,0.000,0.199,-0.026
788,36.237,18.8197,-3.204,30.389,176.78,2.504,0.389,-3.200,30.000,0.0577,0.1449,0.042,0.000,0.198,-0.045
789,36.275,14.5446,-3.354,30.385,177.23,2.500,0.387,-3.400,30.000,0.0513,0.0890,0.037,0.000,0.198,-0.026
790,36.315,14.8169,-3.455,30.381,177.53,2.490,0.384,-3.500,30.000,0.0695,0.0575,0.035,0.000,0.198,-0.037
791,36.356,15.3961,-3.555,30.378,177.80,2.501,0.381,-3.600,30.000,0.0532,0.1630,0.044,0.000,0.199,0.012
792,36.415,18.5130,-3.656,30.375,178.04,2.511,0.378,-3.700,30.000,0.0415,0.0151,0.031,0.000,0.199,0.048
793,36.455,15.8659,-3.807,30.370,178.37,2.528,0.370,-3.800,30.000,0.0646,-0.1681,0.015,0.000,0.199,0.016
794,36.515,22.4369,-3.909,30.367,178.58,2.552,0.367,-3.900,30.000,0.0456,-0.1132,0.020,0.000,0.199,0.046
795,36.574,26.7427,-4.060,30.363,178.86,2.521,0.365,-4.100,30.000,0.0530,0.0975,0.038,0.000,0.200,0.003
796,36.615,17.4949,-4.211,30.357,179.14,2.490,0.358,-4.200,30.000,0.0497,-0.1195,0.019,0.000,0.199,-0.025
797,36.655,14.1690,-4.311,30.354,179.33,2.503,0.354,-4.300,30.000,0.0556,-0.1432,0.017,0.000,0.199,0.002
798,36.694,14.3830,-4.411,30.350,179.52,2.502,0.350,-4.400,30.000,0.0491,-0.0222,0.027,0.000,0.198,0.014
799,36.735,14.5387,-4.511,30.345,179.72,2.493,0.345,-4.500,30.000,0.0528,0.1901,0.046,0.000,0.198,-0.001
800,36.774,15.0209,-4.610,30.340,179.92,2.477,0.340,-4.600,30.000,0.0691,0.0315,0.032,0.000,0.198,-0.010
801,36.814,15.2479,-4.710,30.335,-179.88,2.487,0.335,-4.700,30.000,0.0302,0.0710,0.036,0.000,0.198,-0.013
802,36.854,14.2874,-4.810,30.329,-179.67,2.509,0.329,-4.800,30.000,0.0608,-0.0152,0.028,0.000,0.198,-0.006
803,36.915,24.5336,-4.910,30.322,-179.46,2.514,0.322,-4.900,30.000,0.0646,-0.1441,0.017,0.000,0.199,0.023
804,36.955,14.4933,-5.060,30.312,-179.16,2.521,0.315,-5.100,30.000,0.0838,-0.0193,0.028,0.000,0.199,-0.017
805,37.014,25.0930,-5.160,30.305,-178.96,2.500,0.307,-5.200,30.000,0.0764,-0.1991,0.012,0.000,0.199,0.021
806,37.054,17.0169,-5.310,30.292,-178.63,2.504,0.292,-5.300,30.000,0.1136,-0.0735,0.023,0.000,0.199,-0.038
807,37.094,15.4849,-5.409,30.282,-178.37,2.482,0.282,-5.400,30.000,0.1056,-0.2160,0.010,0.000,0.198,0.020
808,37.134,15.5037,-5.508,30.272,-178.09,2.472,0.272,-5.500,30.000,0.1178,-0.5560,0.000,0.021,0.197,0.028
809,37.175,14.9763,-5.607,30.260,-177.79,2.466,0.260,-5.600,30.000,0.1089,-0.4856,0.000,0.015,0.197,-0.018
810,37.215,15.4059,-5.703,30.247,-177.47,2.413,0.247,-5.700,30.000,0.1127,-0.5275,0.000,0.019,0.197,-0.055
811,37.255,15.0022,-5.799,30.233,-177.13,2.373,0.233,-5.800,30.000,0.0969,-0.4620,0.000,0.014,0.196,-0.022
812,37.295,15.3460,-5.892,30.218,-176.76,2.325,0.218,-5.900,30.000,0.1119,-0.3127,0.000,0.002,0.196,0.043
813,37.334,16.9250,-5.984,30.202,-176.38,2.296,0.203,-6.000,30.000,0.1028,-0.1678,0.011,0.000,0.195,0.012
814,37.376,15.0688,-6.074,30.187,-176.02,2.256,0.188,-6.100,30.000,0.0932,-0.1279,0.014,0.000,0.195,-0.041
815,37.415,15.1624,-6.162,30.171,-175.66,2.223,0.175,-6.200,30.000,0.0933,-0.2364,0.004,0.000,0.196,-0.020
816,37.455,16.0613,-6.250,30.154,-175.30,2.199,0.162,-6.200,30.000,0.1015,-0.0762,0.018,0.000,0.196,0.035
817,37.493,14.9000,-6.336,30.137,-174.97,2.179,0.142,-6.300,30.000,0.0694,-0.0916,0.017,0.000,0.195,0.022
818,37.555,24.9091,-6.421,30.121,-174.65,2.157,0.123,-6.400,30.000,0.0766,0.0920,0.033,0.000,0.196,-0.029
819,37.596,16.7325,-6.548,30.096,-174.18,2.146,0.107,-6.500,30.000,0.0594,0.0624,0.031,0.000,0.196,-0.007
820,37.655,20.3055,-6.632,30.079,-173.89,2.132,0.086,-6.600,30.000,0.0364,0.1749,0.041,0.000,0.197,-0.001
821,37.694,14.9121,-6.759,30.055,-173.52,2.140,0.069,-6.800,30.000,0.0334,0.1567,0.039,0.000,0.198,-0.004
822,37.755,27.2749,-6.844,30.040,-173.31,2.165,0.059,-6.800,30.000,0.0323,0.1621,0.040,0.000,0.198,0.043
823,37.795,15.4236,-6.973,30.018,-173.05,2.186,0.032,-7.000,30.000,0.0249,0.2283,0.046,0.000,0.199,0.039
824,37.855,21.0217,-7.060,30.003,-172.92,2.212,0.041,-7.100,30.000,0.0072,0.2046,0.044,0.000,0.200,0.011
825,37.895,15.7050,-7.191,29.982,-172.76,2.240,0.020,-7.200,30.000,-0.0059,0.2856,0.052,0.000,0.200,0.011
826,37.955,19.4073,-7.280,29.969,-172.68,2.253,0.037,-7.300,30.000,0.0080,0.2586,0.050,0.000,0.201,-0.023
827,38.015,28.0235,-7.415,29.949,-172.60,2.290,0.053,-7.400,30.000,-0.0103,0.1493,0.040,0.000,0.202,-0.012
828,38.054,17.2047,-7.552,29.931,-172.58,2.332,0.084,-7.600,30.000,-0.0119,-0.0233,0.025,0.000,0.202,-0.018
829,38.116,19.9513,-7.644,29.918,-172.58,2.348,0.093,-7.600,30.000,-0.0060,0.3983,0.063,0.000,0.202,-0.014
