step,t,solve_ms,mx,my,myaw_deg,v,min_dist,ref_x,ref_y,steer_rad,accel_cmd,throttle,brake,z,vz,step_ms
192,48.185,9.4007,21.305,1.686,13.16,2.206,0.271,21.387,1.428,0.3149,0.1265,0.039,0.000,0.196,-0.024,50.563
193,48.435,11.6983,21.407,1.732,13.94,2.218,0.266,21.528,1.495,0.3022,0.1814,0.044,0.000,0.196,-0.025,50.362
194,48.634,12.4296,21.510,1.780,14.71,2.241,0.268,21.670,1.564,0.2951,0.1888,0.045,0.000,0.197,-0.019,49.697
195,48.885,10.6513,21.614,1.830,15.48,2.267,0.271,21.670,1.564,0.2882,0.1991,0.046,0.000,0.197,-0.009,50.106
196,49.136,13.3591,21.718,1.880,16.24,2.297,0.262,21.810,1.635,0.2974,0.1764,0.044,0.000,0.197,0.002,100.524
197,49.384,11.3890,21.823,1.933,16.97,2.319,0.259,21.949,1.707,0.2956,0.1511,0.042,0.000,0.197,-0.012,49.797
198,49.635,12.0467,21.928,1.987,17.72,2.337,0.262,22.088,1.780,0.3095,0.1138,0.039,0.000,0.197,-0.028,100.564
199,49.934,11.5262,22.033,2.044,18.49,2.363,0.269,22.088,1.780,0.3017,0.1383,0.041,0.000,0.197,-0.027,100.122
200,50.184,11.4684,22.138,2.103,19.30,2.380,0.263,22.226,1.855,0.2889,0.1077,0.039,0.000,0.197,-0.012,100.167
201,50.485,11.0970,22.244,2.164,20.13,2.399,0.261,22.364,1.932,0.2896,0.0621,0.035,0.000,0.196,0.008,100.276
202,50.686,13.0796,22.349,2.226,20.93,2.416,0.264,22.500,2.010,0.2831,0.1008,0.039,0.000,0.196,0.006,50.176
203,50.985,11.4168,22.454,2.290,21.70,2.420,0.271,22.636,2.089,0.2630,0.0867,0.037,0.000,0.196,-0.014,100.196
204,51.185,10.9882,22.558,2.355,22.46,2.434,0.277,22.636,2.089,0.2575,0.0566,0.035,0.000,0.196,-0.024,50.214
205,51.486,9.4769,22.663,2.421,23.19,2.448,0.273,22.770,2.170,0.2549,0.0706,0.036,0.000,0.196,-0.040,100.331
206,51.735,12.1709,22.768,2.487,23.89,2.453,0.272,22.904,2.252,0.2524,0.1004,0.039,0.000,0.196,-0.041,100.067
207,51.985,9.5315,22.873,2.555,24.57,2.465,0.274,23.037,2.335,0.2493,0.1116,0.040,0.000,0.196,-0.039,50.021
208,52.236,12.9109,22.977,2.624,25.27,2.485,0.280,23.170,2.420,0.2525,0.1006,0.039,0.000,0.196,-0.020,100.174
209,52.485,10.9723,23.081,2.694,25.97,2.506,0.288,23.170,2.420,0.2511,0.0941,0.039,0.000,0.196,-0.016,50.203
210,52.685,11.9351,23.185,2.767,26.66,2.518,0.285,23.301,2.506,0.2437,0.0624,0.036,0.000,0.196,-0.004,50.376
211,52.935,11.8883,23.289,2.840,27.36,2.532,0.285,23.431,2.594,0.2522,0.0462,0.035,0.000,0.196,0.013,49.880
212,53.185,10.1985,23.392,2.915,28.04,2.536,0.287,23.561,2.683,0.2428,0.0510,0.035,0.000,0.196,0.020,100.171
213,53.435,10.7090,23.495,2.992,28.72,2.537,0.293,23.689,2.773,0.2359,0.0414,0.034,0.000,0.196,0.028,50.317
214,53.635,11.1289,23.597,3.070,29.42,2.539,0.301,23.817,2.865,0.2372,0.0482,0.035,0.000,0.196,0.038,50.057
215,53.885,11.7159,23.698,3.149,30.10,2.540,0.308,23.817,2.865,0.2362,0.0227,0.033,0.000,0.196,0.039,50.109
216,54.136,10.0466,23.799,3.229,30.76,2.550,0.307,23.943,2.958,0.2405,-0.0137,0.030,0.000,0.196,0.041,100.193
217,54.436,8.8406,23.899,3.310,31.43,2.558,0.309,24.069,3.052,0.2339,-0.0378,0.027,0.000,0.196,0.029,99.928
218,54.686,8.7757,23.999,3.393,32.10,2.562,0.314,24.194,3.148,0.2095,-0.0823,0.023,0.000,0.196,0.010,99.823
219,54.985,7.7103,24.097,3.477,32.78,2.558,0.320,24.317,3.245,0.2027,-0.0467,0.027,0.000,0.196,-0.008,100.750
220,55.185,9.7483,24.194,3.560,33.41,2.545,0.328,24.440,3.343,0.1968,-0.0606,0.025,0.000,0.197,-0.016,50.956
221,55.435,10.8314,24.291,3.644,33.99,2.533,0.336,24.440,3.343,0.2032,-0.0647,0.025,0.000,0.197,-0.038,50.341
222,55.685,8.4732,24.387,3.728,34.53,2.525,0.334,24.561,3.442,0.2016,-0.0201,0.029,0.000,0.197,-0.048,100.166
223,55.935,7.0100,24.482,3.812,35.08,2.516,0.335,24.682,3.543,0.1946,-0.0355,0.027,0.000,0.197,-0.043,49.961
224,56.135,9.1392,24.576,3.897,35.65,2.514,0.338,24.801,3.645,0.1832,-0.0349,0.027,0.000,0.196,-0.043,50.188
225,56.436,10.8751,24.670,3.983,36.20,2.513,0.343,24.920,3.748,0.1845,-0.0053,0.030,0.000,0.196,-0.030,100.542
226,56.685,9.1432,24.763,4.069,36.73,2.512,0.349,25.037,3.853,0.1700,-0.0110,0.029,0.000,0.197,-0.020,100.216
227,56.985,10.9339,24.855,4.156,37.23,2.518,0.354,25.037,3.853,0.1698,0.0191,0.032,0.000,0.197,-0.014,99.673
228,57.235,11.1796,24.946,4.243,37.72,2.523,0.351,25.153,3.959,0.1692,0.0017,0.030,0.000,0.197,-0.011,100.071
229,57.535,6.1593,25.038,4.330,38.20,2.528,0.351,25.268,4.065,0.1771,-0.0109,0.029,0.000,0.197,-0.008,99.816
230,57.735,8.1637,25.129,4.419,38.67,2.531,0.353,25.382,4.174,0.1801,0.0037,0.031,0.000,0.197,-0.009,49.860
231,57.985,8.5555,25.218,4.508,39.15,2.530,0.357,25.495,4.283,0.1898,0.0122,0.031,0.000,0.196,-0.012,49.920
232,58.235,8.8191,25.307,4.598,39.65,2.530,0.363,25.607,4.393,0.1748,-0.0157,0.029,0.000,0.196,-0.010,100.211
233,58.485,8.2619,25.395,4.690,40.17,2.531,0.364,25.607,4.393,0.1725,-0.0473,0.026,0.000,0.196,-0.009,50.250
234,58.685,8.4419,25.483,4.782,40.68,2.523,0.363,25.717,4.505,0.1693,-0.0513,0.026,0.000,0.196,-0.002,50.194
235,58.985,9.2176,25.569,4.875,41.16,2.509,0.364,25.826,4.618,0.1651,-0.0174,0.029,0.000,0.197,0.000,100.099
236,59.185,8.3410,25.655,4.968,41.63,2.501,0.366,25.935,4.732,0.1599,0.0050,0.031,0.000,0.197,0.005,50.007
237,59.485,7.8358,25.740,5.061,42.09,2.501,0.370,26.041,4.847,0.1617,-0.0048,0.030,0.000,0.197,0.016,100.096
238,59.685,8.2082,25.825,5.155,42.54,2.504,0.375,26.147,4.963,0.1668,0.0025,0.030,0.000,0.197,0.032,49.925
239,59.985,7.8527,25.909,5.249,42.99,2.508,0.372,26.147,4.963,0.1605,0.0033,0.030,0.000,0.197,0.037,100.014
240,60.185,8.2417,25.992,5.344,43.45,2.516,0.370,26.252,5.080,0.1585,-0.0127,0.029,0.000,0.197,0.045,50.149
241,60.485,8.2806,26.075,5.440,43.91,2.518,0.369,26.355,5.199,0.1726,-0.0358,0.027,0.000,0.197,0.054,100.077
242,60.685,8.1715,26.157,5.536,44.35,2.516,0.371,26.457,5.318,0.1663,-0.0021,0.030,0.000,0.197,0.049,50.175
243,60.935,8.4273,26.238,5.633,44.80,2.519,0.374,26.558,5.439,0.1792,0.0150,0.031,0.000,0.197,0.035,50.192
244,61.135,11.6544,26.318,5.731,45.27,2.524,0.378,26.558,5.439,0.1859,0.0045,0.031,0.000,0.197,0.028,50.316
245,61.435,8.3750,26.397,5.830,45.74,2.527,0.375,26.657,5.560,0.1934,0.0277,0.033,0.000,0.197,0.009,100.067
246,61.686,8.6190,26.474,5.930,46.24,2.521,0.374,26.755,5.683,0.2014,0.0098,0.031,0.000,0.196,-0.004,100.093
247,61.985,10.7644,26.551,6.031,46.77,2.518,0.376,26.852,5.806,0.2038,-0.0134,0.029,0.000,0.196,-0.010,99.886
248,62.235,11.7242,26.626,6.134,47.32,2.518,0.381,26.948,5.931,0.1921,-0.0012,0.030,0.000,0.196,-0.020,99.874
249,62.485,10.4353,26.700,6.238,47.89,2.515,0.388,27.042,6.057,0.2048,-0.0440,0.026,0.000,0.196,-0.014,49.705
250,62.736,12.1067,26.773,6.342,48.45,2.514,0.392,27.042,6.057,0.2093,-0.0600,0.025,0.000,0.196,-0.016,100.187
251,62.986,12.7576,26.845,6.446,49.00,2.515,0.392,27.135,6.183,0.2106,-0.0648,0.024,0.000,0.196,-0.016,50.319
252,63.235,12.2571,26.915,6.552,49.56,2.508,0.394,27.227,6.311,0.1919,-0.0421,0.026,0.000,0.196,-0.010,100.025
253,63.486,10.1569,26.984,6.658,50.15,2.504,0.399,27.317,6.439,0.1812,-0.0543,0.025,0.000,0.196,-0.003,50.142
254,63.735,12.1712,27.052,6.764,50.72,2.503,0.404,27.406,6.569,0.1758,-0.0678,0.024,0.000,0.196,0.005,100.201
255,64.035,11.4070,27.120,6.869,51.23,2.497,0.411,27.494,6.699,0.1734,-0.0225,0.028,0.000,0.196,0.010,99.760
256,64.236,9.0385,27.186,6.975,51.71,2.491,0.413,27.494,6.699,0.1623,0.0257,0.032,0.000,0.196,0.005,49.974
257,64.485,11.9864,27.253,7.080,52.18,2.490,0.412,27.580,6.830,0.1610,-0.0008,0.030,0.000,0.196,0.008,50.337
258,64.735,9.9325,27.319,7.186,52.64,2.490,0.412,27.665,6.963,0.1443,0.0088,0.031,0.000,0.196,0.005,100.020
259,64.985,11.3824,27.384,7.292,53.08,2.488,0.414,27.748,7.096,0.1441,-0.0183,0.028,0.000,0.196,0.003,50.284
260,65.185,10.1772,27.449,7.398,53.49,2.485,0.416,27.830,7.230,0.1501,0.0175,0.031,0.000,0.197,-0.003,49.927
261,65.485,12.8456,27.514,7.504,53.88,2.482,0.419,27.830,7.230,0.1405,0.0661,0.036,0.000,0.197,-0.007,100.066
262,65.685,9.6503,27.578,7.611,54.28,2.489,0.414,27.911,7.364,0.1338,0.0562,0.035,0.000,0.197,-0.004,50.046
263,65.985,9.5561,27.642,7.719,54.68,2.498,0.411,27.990,7.500,0.1402,0.0554,0.035,0.000,0.197,0.005,99.980
264,66.236,9.8131,27.706,7.827,55.06,2.508,0.410,28.068,7.636,0.1465,0.1019,0.039,0.000,0.198,-0.000,99.942
265,66.485,11.0627,27.768,7.936,55.43,2.520,0.410,28.145,7.774,0.1515,0.0649,0.036,0.000,0.198,0.006,49.742
266,66.736,11.7842,27.830,8.046,55.82,2.535,0.412,28.220,7.912,0.1566,0.0430,0.034,0.000,0.197,0.010,100.135
267,67.036,9.3682,27.892,8.157,56.24,2.544,0.410,28.220,7.912,0.1550,0.0394,0.034,0.000,0.197,0.015,100.031
268,67.286,10.9500,27.952,8.269,56.67,2.551,0.405,28.293,8.051,0.1615,0.0364,0.034,0.000,0.197,0.017,100.154
269,67.586,7.3833,28.012,8.382,57.11,2.553,0.402,28.365,8.190,0.1632,0.0178,0.032,0.000,0.197,0.018,100.175
270,67.835,8.8981,28.070,8.496,57.56,2.553,0.401,28.436,8.330,0.1709,0.0090,0.031,0.000,0.197,0.015,100.029
271,68.135,10.3585,28.128,8.610,58.01,2.553,0.402,28.505,8.472,0.1735,0.0176,0.032,0.000,0.197,0.012,100.174
272,68.386,9.1697,28.184,8.726,58.49,2.557,0.404,28.572,8.613,0.1765,0.0027,0.031,0.000,0.197,0.009,100.140
273,68.685,9.4896,28.239,8.842,58.98,2.557,0.404,28.572,8.613,0.1840,0.0092,0.031,0.000,0.197,0.006,100.117
274,68.935,10.1286,28.293,8.959,59.48,2.557,0.401,28.639,8.756,0.1983,0.0507,0.035,0.000,0.197,-0.010,99.523
275,69.185,10.6370,28.346,9.077,59.98,2.559,0.399,28.703,8.899,0.1866,-0.0110,0.030,0.000,0.197,-0.020,50.299
276,69.435,8.8194,28.397,9.195,60.51,2.558,0.400,28.766,9.043,0.1856,-0.0295,0.028,0.000,0.196,-0.029,99.828
277,69.735,11.3384,28.447,9.314,61.05,2.557,0.402,28.828,9.187,0.1821,-0.0496,0.026,0.000,0.196,-0.025,100.657
278,69.985,15.3145,28.496,9.433,61.58,2.557,0.405,28.888,9.332,0.1796,-0.0802,0.023,0.000,0.197,-0.029,100.577
279,70.285,12.9582,28.544,9.553,62.09,2.550,0.409,28.888,9.332,0.1787,-0.0805,0.023,0.000,0.197,-0.029,100.004
280,70.535,11.6414,28.591,9.672,62.60,2.539,0.405,28.947,9.478,0.1823,-0.0317,0.027,0.000,0.197,-0.023,100.044
281,70.836,10.2349,28.637,9.791,63.10,2.534,0.403,29.004,9.624,0.1752,-0.0770,0.023,0.000,0.196,-0.026,100.715
282,71.085,10.2826,28.682,9.910,63.61,2.534,0.402,29.059,9.771,0.1691,-0.0697,0.024,0.000,0.196,-0.022,100.011
283,71.385,10.9728,28.725,10.030,64.12,2.530,0.404,29.113,9.919,0.1868,-0.0457,0.026,0.000,0.196,-0.015,100.141
284,71.636,9.9967,28.768,10.149,64.60,2.525,0.406,29.166,10.067,0.1734,-0.0288,0.027,0.000,0.196,-0.014,99.995
285,71.886,13.1424,28.809,10.268,65.08,2.518,0.409,29.166,10.067,0.1832,-0.0200,0.028,0.000,0.196,-0.012,49.690
286,72.135,13.2380,28.850,10.387,65.56,2.513,0.405,29.217,10.216,0.1726,-0.0430,0.026,0.000,0.196,-0.001,100.029
287,72.435,10.1009,28.889,10.507,66.05,2.510,0.403,29.266,10.365,0.1565,-0.0126,0.029,0.000,0.196,0.009,100.083
288,72.685,12.0425,28.927,10.626,66.54,2.501,0.402,29.314,10.514,0.1553,-0.0283,0.027,0.000,0.196,0.015,99.979
289,72.985,11.8060,28.966,10.746,66.99,2.495,0.402,29.360,10.665,0.1608,0.0055,0.030,0.000,0.197,0.014,100.150
290,73.186,13.4409,29.003,10.865,67.41,2.490,0.404,29.404,10.815,0.1603,-0.0290,0.027,0.000,0.197,0.014,50.833
291,73.485,12.1114,29.040,10.985,67.84,2.490,0.402,29.404,10.815,0.1551,-0.0261,0.027,0.000,0.197,0.018,100.186
292,73.735,8.3566,29.075,11.105,68.28,2.493,0.397,29.447,10.966,0.1759,-0.0528,0.025,0.000,0.197,0.022,100.099
293,73.985,9.0983,29.110,11.225,68.72,2.489,0.394,29.489,11.118,0.1833,0.0318,0.032,0.000,0.197,0.023,50.424
294,74.185,7.5141,29.144,11.346,69.17,2.483,0.393,29.529,11.270,0.1563,0.0236,0.032,0.000,0.197,0.023,49.839
295,74.485,7.8039,29.175,11.466,69.63,2.491,0.394,29.567,11.422,0.1576,0.0185,0.031,0.000,0.197,0.032,99.750
296,74.735,8.9885,29.207,11.588,70.10,2.499,0.396,29.567,11.422,0.1538,0.0561,0.035,0.000,0.197,0.032,100.068
297,75.035,8.3989,29.238,11.709,70.54,2.502,0.390,29.604,11.575,0.1668,0.0939,0.038,0.000,0.197,0.034,99.997
298,75.235,10.7712,29.268,11.831,70.96,2.503,0.385,29.639,11.728,0.1804,0.0614,0.035,0.000,0.197,0.034,49.586
299,75.535,11.6432,29.297,11.954,71.39,2.515,0.382,29.672,11.881,0.1835,0.0955,0.038,0.000,0.198,0.037,100.169
300,75.785,11.2014,29.325,12.078,71.85,2.527,0.382,29.704,12.035,0.1941,0.0641,0.036,0.000,0.197,0.040,100.079
301,76.035,12.9547,29.351,12.203,72.36,2.542,0.383,29.734,12.189,0.2033,0.0559,0.035,0.000,0.197,0.038,50.637
302,76.285,10.8199,29.376,12.329,72.90,2.551,0.385,29.734,12.189,0.2113,0.0111,0.031,0.000,0.197,0.031,100.213
303,76.586,10.8278,29.398,12.456,73.46,2.563,0.381,29.763,12.344,0.2095,0.0346,0.033,0.000,0.197,0.027,100.163
304,76.785,10.0563,29.419,12.583,74.04,2.566,0.380,29.790,12.498,0.2166,-0.0374,0.027,0.000,0.197,0.019,49.979
305,77.086,12.1752,29.438,12.711,74.64,2.564,0.382,29.815,12.653,0.2205,0.0141,0.031,0.000,0.197,0.009,100.783
306,77.335,12.1527,29.456,12.839,75.25,2.561,0.385,29.839,12.809,0.2164,-0.0288,0.028,0.000,0.196,-0.003,99.909
307,77.635,11.8530,29.471,12.967,75.87,2.562,0.390,29.861,12.964,0.2145,-0.0537,0.025,0.000,0.196,-0.012,100.272
308,77.835,12.3556,29.486,13.096,76.50,2.564,0.397,29.882,13.120,0.2109,-0.0572,0.025,0.000,0.196,-0.028,50.014
309,78.135,9.7938,29.499,13.224,77.11,2.562,0.397,29.882,13.120,0.1985,-0.0635,0.024,0.000,0.196,-0.039,100.236
310,78.385,9.8090,29.511,13.352,77.72,2.553,0.397,29.901,13.276,0.2094,-0.0441,0.026,0.000,0.196,-0.042,100.206
311,78.685,11.6806,29.522,13.479,78.29,2.547,0.399,29.918,13.432,0.1981,-0.0484,0.026,0.000,0.196,-0.050,100.060
312,78.935,11.2931,29.532,13.607,78.86,2.534,0.402,29.933,13.588,0.1854,-0.0815,0.023,0.000,0.196,-0.029,100.084
313,79.235,12.3826,29.541,13.734,79.42,2.525,0.407,29.947,13.745,0.1750,-0.0765,0.023,0.000,0.196,-0.018,99.975
314,79.435,12.0259,29.549,13.860,79.96,2.511,0.413,29.960,13.901,0.1683,-0.0451,0.026,0.000,0.196,-0.004,50.079
315,79.685,12.5190,29.557,13.986,80.46,2.498,0.411,29.960,13.901,0.1733,0.0251,0.032,0.000,0.196,0.012,50.424
316,79.935,13.0800,29.565,14.111,80.93,2.493,0.409,29.970,14.058,0.1750,0.0309,0.032,0.000,0.196,0.022,100.024
317,80.185,11.4103,29.571,14.237,81.39,2.499,0.409,29.979,14.215,0.1739,-0.0283,0.027,0.000,0.196,0.029,50.244
318,80.435,11.1336,29.577,14.362,81.88,2.505,0.410,29.987,14.372,0.1627,-0.0597,0.024,0.000,0.196,0.037,99.967
319,80.685,7.9940,29.581,14.488,82.37,2.505,0.414,29.993,14.529,0.1767,-0.0381,0.026,0.000,0.196,0.042,50.161
320,80.935,13.3771,29.585,14.614,82.85,2.494,0.417,29.993,14.529,0.1845,-0.0964,0.021,0.000,0.197,0.035,100.149
321,81.185,9.2480,29.587,14.739,83.30,2.482,0.413,29.997,14.686,0.1791,-0.0868,0.022,0.000,0.197,0.024,49.894
322,81.435,12.8000,29.588,14.864,83.78,2.473,0.412,29.999,14.843,0.1792,-0.0484,0.025,0.000,0.196,0.004,100.271
323,81.685,7.8269,29.587,14.988,84.27,2.458,0.413,30.000,15.000,0.1816,0.0088,0.030,0.000,0.196,-0.001,50.057
324,81.935,9.5274,29.586,15.111,84.77,2.452,0.416,29.999,15.157,0.1731,0.0322,0.032,0.000,0.196,-0.001,100.172
325,82.236,8.5006,29.583,15.235,85.25,2.454,0.421,29.997,15.314,0.1754,-0.0252,0.027,0.000,0.196,-0.000,100.149
326,82.436,8.4554,29.580,15.359,85.72,2.459,0.419,29.997,15.314,0.1789,0.0161,0.031,0.000,0.197,0.012,50.179
327,82.736,9.6552,29.576,15.483,86.20,2.464,0.417,29.993,15.471,0.1823,0.0579,0.034,0.000,0.197,0.019,100.418
328,82.935,7.7749,29.570,15.607,86.68,2.471,0.417,29.987,15.628,0.1776,0.0759,0.036,0.000,0.197,0.021,49.776
329,83.185,8.7206,29.563,15.731,87.18,2.482,0.419,29.979,15.785,0.1710,0.0825,0.037,0.000,0.197,0.029,50.280
330,83.385,7.5649,29.556,15.855,87.69,2.495,0.423,29.970,15.942,0.1726,0.0700,0.036,0.000,0.197,0.028,50.281
331,83.685,8.1337,29.547,15.980,88.17,2.505,0.425,29.970,15.942,0.1714,0.0817,0.037,0.000,0.197,0.011,100.115
332,83.885,7.6671,29.538,16.106,88.63,2.509,0.422,29.960,16.099,0.1733,0.0952,0.038,0.000,0.197,-0.003,50.237
333,84.185,7.6337,29.527,16.232,89.10,2.517,0.421,29.947,16.255,0.1732,0.0719,0.036,0.000,0.197,-0.016,100.064
334,84.385,8.2052,29.516,16.358,89.57,2.523,0.421,29.933,16.412,0.1776,0.0409,0.034,0.000,0.197,-0.032,50.143
335,84.635,9.0322,29.503,16.485,90.05,2.525,0.423,29.918,16.568,0.1718,0.0337,0.033,0.000,0.197,-0.038,50.370
336,84.835,7.7940,29.489,16.612,90.54,2.531,0.427,29.901,16.724,0.1789,0.0201,0.032,0.000,0.197,-0.039,50.088
337,85.086,7.7639,29.474,16.739,91.03,2.535,0.427,29.901,16.724,0.1764,-0.0054,0.030,0.000,0.197,-0.035,49.979
338,85.335,9.5432,29.458,16.866,91.53,2.540,0.424,29.882,16.880,0.1882,0.0338,0.033,0.000,0.197,-0.017,99.973
339,85.585,8.4488,29.440,16.993,92.03,2.545,0.423,29.861,17.036,0.1923,0.0034,0.030,0.000,0.197,-0.007,50.320
340,85.785,7.8180,29.421,17.120,92.54,2.552,0.424,29.839,17.191,0.1909,0.0247,0.032,0.000,0.197,-0.004,50.207
341,86.085,8.0180,29.401,17.247,93.08,2.560,0.426,29.815,17.347,0.1872,-0.0085,0.029,0.000,0.196,0.002,100.217
342,86.285,8.6846,29.379,17.374,93.62,2.566,0.431,29.790,17.502,0.1801,-0.0307,0.027,0.000,0.196,0.014,50.342
343,86.586,8.2678,29.356,17.501,94.16,2.568,0.434,29.790,17.502,0.2014,-0.0020,0.030,0.000,0.196,0.025,99.831
344,86.835,8.0556,29.332,17.627,94.67,2.563,0.432,29.763,17.656,0.2062,-0.0037,0.030,0.000,0.196,0.021,99.856
345,87.085,8.4007,29.307,17.752,95.18,2.563,0.432,29.734,17.811,0.1949,-0.0473,0.026,0.000,0.196,0.014,50.525
346,87.335,11.4324,29.280,17.878,95.72,2.561,0.433,29.704,17.965,0.1933,-0.0481,0.026,0.000,0.196,0.021,99.710
347,87.635,9.5523,29.252,18.003,96.29,2.551,0.436,29.672,18.119,0.1938,-0.0169,0.028,0.000,0.196,0.022,100.368
348,87.885,10.8851,29.222,18.128,96.85,2.535,0.441,29.639,18.272,0.1775,-0.0240,0.028,0.000,0.196,0.016,100.809
349,88.185,9.9888,29.192,18.252,97.39,2.530,0.447,29.604,18.425,0.1735,-0.0488,0.026,0.000,0.196,0.018,100.331
350,88.385,11.4177,29.162,18.375,97.90,2.524,0.445,29.604,18.425,0.1697,-0.0392,0.026,0.000,0.197,0.012,50.150
351,88.685,9.9027,29.131,18.499,98.39,2.516,0.444,29.567,18.578,0.1793,-0.0174,0.028,0.000,0.197,0.008,100.153
352,88.935,11.8775,29.099,18.621,98.86,2.512,0.443,29.529,18.730,0.1887,-0.0378,0.026,0.000,0.197,0.005,100.403
353,89.185,11.4013,29.066,18.744,99.33,2.513,0.445,29.489,18.882,0.1837,-0.0195,0.028,0.000,0.197,-0.003,50.516
354,89.435,9.7784,29.032,18.865,99.83,2.514,0.449,29.447,19.034,0.1778,0.0154,0.031,0.000,0.197,0.005,100.168
355,89.735,10.5456,28.996,18.987,100.36,2.515,0.454,29.447,19.034,0.1798,-0.0110,0.029,0.000,0.197,0.008,100.020
356,89.986,11.2884,28.960,19.108,100.86,2.517,0.451,29.404,19.185,0.1838,0.0324,0.033,0.000,0.197,0.006,100.198
357,90.235,10.6487,28.923,19.228,101.36,2.517,0.450,29.360,19.335,0.1795,0.0374,0.033,0.000,0.197,-0.010,49.897
358,90.435,10.7579,28.884,19.349,101.86,2.522,0.451,29.314,19.486,0.1717,0.0276,0.032,0.000,0.197,-0.017,50.085
359,90.735,10.7859,28.844,19.469,102.37,2.526,0.453,29.266,19.635,0.2011,0.0339,0.033,0.000,0.197,-0.016,100.438
360,90.985,11.9579,28.804,19.589,102.87,2.522,0.457,29.217,19.784,0.2082,0.0447,0.034,0.000,0.197,-0.022,100.369
361,91.285,11.9100,28.762,19.709,103.36,2.522,0.461,29.217,19.784,0.1903,0.0263,0.032,0.000,0.197,-0.039,99.931
362,91.535,10.7552,28.718,19.829,103.87,2.530,0.460,29.166,19.933,0.1908,0.0447,0.034,0.000,0.197,-0.041,100.001
363,91.835,11.0544,28.673,19.949,104.42,2.537,0.460,29.113,20.081,0.1934,0.0463,0.034,0.000,0.196,-0.047,100.152
364,92.035,10.3635,28.627,20.068,104.95,2.544,0.461,29.059,20.229,0.1948,0.0896,0.038,0.000,0.197,-0.039,50.299
365,92.335,12.1076,28.580,20.188,105.48,2.557,0.464,29.004,20.376,0.1770,0.0502,0.035,0.000,0.196,-0.035,100.037
366,92.585,12.5434,28.531,20.307,106.03,2.576,0.468,28.947,20.522,0.1627,0.0329,0.033,0.000,0.197,-0.021,100.069
367,92.885,13.0629,28.481,20.427,106.57,2.584,0.473,28.888,20.668,0.1538,0.0269,0.033,0.000,0.197,-0.001,100.529
368,93.135,11.1198,28.432,20.546,107.06,2.584,0.472,28.888,20.668,0.1456,-0.0230,0.028,0.000,0.197,0.013,100.645
369,93.435,11.7575,28.382,20.666,107.51,2.580,0.470,28.828,20.813,0.1482,-0.0608,0.025,0.000,0.197,0.023,99.986
370,93.635,10.2596,28.331,20.785,107.93,2.575,0.468,28.766,20.957,0.1342,-0.1094,0.021,0.000,0.198,0.025,50.171
371,93.935,11.5089,28.281,20.903,108.34,2.566,0.466,28.703,21.101,0.1382,-0.0837,0.023,0.000,0.197,0.031,100.170
372,94.135,9.2295,28.230,21.021,108.74,2.549,0.465,28.639,21.244,0.1403,-0.0817,0.023,0.000,0.197,0.034,50.092
373,94.436,11.5817,28.179,21.138,109.13,2.536,0.465,28.572,21.387,0.1363,-0.0457,0.026,0.000,0.197,0.039,100.235
374,94.685,12.0817,28.127,21.254,109.51,2.529,0.465,28.572,21.387,0.1392,-0.0827,0.022,0.000,0.197,0.038,100.173
375,94.985,11.5324,28.075,21.369,109.89,2.524,0.458,28.505,21.528,0.1475,-0.0757,0.023,0.000,0.197,0.036,99.906
376,95.235,9.7411,28.022,21.484,110.28,2.514,0.453,28.436,21.670,0.1550,-0.0877,0.022,0.000,0.197,0.031,100.074
377,95.536,12.6842,27.968,21.598,110.68,2.506,0.450,28.365,21.810,0.1667,-0.0679,0.023,0.000,0.197,0.024,100.194
378,95.735,10.8151,27.913,21.710,111.09,2.495,0.449,28.293,21.949,0.1584,-0.0666,0.024,0.000,0.197,0.019,49.983
379,95.986,12.0846,27.856,21.822,111.54,2.485,0.450,28.220,22.088,0.1553,-0.0214,0.027,0.000,0.197,0.020,50.026
380,96.185,10.2638,27.799,21.933,111.99,2.476,0.448,28.220,22.088,0.1538,0.0392,0.033,0.000,0.197,0.026,49.793
381,96.435,12.4863,27.742,22.043,112.42,2.475,0.442,28.145,22.226,0.1574,0.0438,0.033,0.000,0.197,0.030,49.997
382,96.686,9.8303,27.684,22.154,112.84,2.484,0.438,28.068,22.364,0.1543,0.0281,0.032,0.000,0.197,0.023,100.283
383,96.985,10.0643,27.624,22.263,113.26,2.493,0.436,27.990,22.500,0.1522,0.0319,0.032,0.000,0.197,0.018,100.735
384,97.235,11.6359,27.564,22.373,113.69,2.501,0.435,27.911,22.636,0.1593,-0.0210,0.028,0.000,0.197,0.014,100.017
385,97.535,11.7801,27.503,22.483,114.12,2.507,0.436,27.830,22.770,0.1679,-0.0776,0.023,0.000,0.198,0.001,100.162
386,97.785,10.2519,27.440,22.592,114.54,2.506,0.429,27.830,22.770,0.1779,-0.0716,0.023,0.000,0.198,-0.009,100.164
387,98.085,12.2157,27.377,22.700,114.99,2.491,0.424,27.748,22.904,0.1865,-0.0017,0.029,0.000,0.197,-0.008,99.671
388,98.336,9.4767,27.312,22.806,115.47,2.475,0.422,27.665,23.037,0.1866,0.0117,0.030,0.000,0.197,-0.014,100.016
389,98.585,9.7890,27.246,22.912,115.98,2.474,0.421,27.580,23.170,0.1929,0.0476,0.034,0.000,0.197,-0.005,50.167
390,98.836,9.9603,27.179,23.017,116.50,2.474,0.424,27.494,23.301,0.1924,0.0220,0.031,0.000,0.196,0.001,100.177
